instance_id,component_size,separation,coverage,base_wrongness,n_draws,d,n_eval,n_contradictory,contradiction_rate,S,S_contra_as_fail
c06_s01_cov100_seed00000014_bw010,6,1,1.0,0.1,1000,3,93,907,0.907,0.0,0.0
c06_s01_cov100_seed00000014_bw010,6,1,1.0,0.1,1000,4,0,1000,1.0,,0.0
c06_s01_cov100_seed00000014_bw010,6,1,1.0,0.1,1000,5,0,1000,1.0,,0.0
c06_s01_cov100_seed00000019_bw010,6,1,1.0,0.1,200,1,142,58,0.29,0.7605633802816901,0.54
c06_s01_cov100_seed00000019_bw010,6,1,1.0,0.1,200,2,58,142,0.71,0.4482758620689655,0.13
c06_s01_cov100_seed00000019_bw010,6,1,1.0,0.1,200,3,27,173,0.865,0.0,0.0
c06_s01_cov100_seed00000019_bw010,6,1,1.0,0.1,200,4,15,185,0.925,0.0,0.0
c06_s01_cov100_seed00000019_bw010,6,1,1.0,0.1,200,5,0,200,1.0,,0.0
c06_s01_cov100_seed00000019_bw010,6,1,1.0,0.1,200,6,0,200,1.0,,0.0
c06_s01_cov100_seed00000019_bw010,6,1,1.0,0.1,1000,1,669,331,0.331,0.7518684603886397,0.503
c06_s01_cov100_seed00000019_bw010,6,1,1.0,0.1,1000,2,273,727,0.727,0.46886446886446886,0.128
c06_s01_cov100_seed00000019_bw010,6,1,1.0,0.1,1000,3,115,885,0.885,0.0,0.0
c06_s01_cov100_seed00000019_bw010,6,1,1.0,0.1,1000,4,73,927,0.927,0.0,0.0
c06_s01_cov100_seed00000019_bw010,6,1,1.0,0.1,1000,5,0,1000,1.0,,0.0
c06_s01_cov100_seed00000019_bw010,6,1,1.0,0.1,1000,6,0,1000,1.0,,0.0
c06_s01_cov100_seed00000021_bw010,6,1,1.0,0.1,200,1,112,88,0.44,0.6875,0.385
c06_s01_cov100_seed00000021_bw010,6,1,1.0,0.1,200,2,34,166,0.83,0.5,0.085
c06_s01_cov100_seed00000021_bw010,6,1,1.0,0.1,200,3,0,200,1.0,,0.0
c06_s01_cov100_seed00000021_bw010,6,1,1.0,0.1,200,4,0,200,1.0,,0.0
c06_s01_cov100_seed00000021_bw010,6,1,1.0,0.1,200,5,0,200,1.0,,0.0
c06_s01_cov100_seed00000021_bw010,6,1,1.0,0.1,1000,1,583,417,0.417,0.6586620926243568,0.384
c06_s01_cov100_seed00000021_bw010,6,1,1.0,0.1,1000,2,191,809,0.809,0.4712041884816754,0.09
c06_s01_cov100_seed00000021_bw010,6,1,1.0,0.1,1000,3,0,1000,1.0,,0.0
c06_s01_cov100_seed00000021_bw010,6,1,1.0,0.1,1000,4,0,1000,1.0,,0.0
c06_s01_cov100_seed00000021_bw010,6,1,1.0,0.1,1000,5,0,1000,1.0,,0.0
c06_s01_cov100_seed00000022_bw010,6,1,1.0,0.1,200,1,96,104,0.52,1.0,0.48
c06_s01_cov100_seed00000022_bw010,6,1,1.0,0.1,200,2,47,153,0.765,0.6595744680851063,0.155
c06_s01_cov100_seed00000022_bw010,6,1,1.0,0.1,200,3,25,175,0.875,0.36,0.045
c06_s01_cov100_seed00000022_bw010,6,1,1.0,0.1,200,4,2,198,0.99,0.0,0.0
c06_s01_cov100_seed00000022_bw010,6,1,1.0,0.1,200,5,0,200,1.0,,0.0
c06_s01_cov100_seed00000022_bw010,6,1,1.0,0.1,200,6,0,200,1.0,,0.0
c06_s01_cov100_seed00000022_bw010,6,1,1.0,0.1,200,7,0,200,1.0,,0.0
c06_s01_cov100_seed00000022_bw010,6,1,1.0,0.1,1000,1,449,551,0.551,1.0,0.449
c06_s01_cov100_seed00000022_bw010,6,1,1.0,0.1,1000,2,226,774,0.774,0.5796460176991151,0.131
c06_s01_cov100_seed00000022_bw010,6,1,1.0,0.1,1000,3,139,861,0.861,0.43884892086330934,0.061
c06_s01_cov100_seed00000022_bw010,6,1,1.0,0.1,1000,4,21,979,0.979,0.0,0.0
c06_s01_cov100_seed00000022_bw010,6,1,1.0,0.1,1000,5,0,1000,1.0,,0.0
c06_s01_cov100_seed00000022_bw010,6,1,1.0,0.1,1000,6,0,1000,1.0,,0.0
c06_s01_cov100_seed00000022_bw010,6,1,1.0,0.1,1000,7,0,1000,1.0,,0.0
c06_s01_cov100_seed00000024_bw010,6,1,1.0,0.1,200,1,159,41,0.205,0.779874213836478,0.62
c06_s01_cov100_seed00000024_bw010,6,1,1.0,0.1,200,2,23,177,0.885,1.0,0.115
c06_s01_cov100_seed00000024_bw010,6,1,1.0,0.1,200,3,0,200,1.0,,0.0
c06_s01_cov100_seed00000024_bw010,6,1,1.0,0.1,200,4,0,200,1.0,,0.0
c06_s01_cov100_seed00000024_bw010,6,1,1.0,0.1,200,5,0,200,1.0,,0.0
c06_s01_cov100_seed00000024_bw010,6,1,1.0,0.1,1000,1,810,190,0.19,0.7765432098765432,0.629
c06_s01_cov100_seed00000024_bw010,6,1,1.0,0.1,1000,2,115,885,0.885,1.0,0.115
c06_s01_cov100_seed00000024_bw010,6,1,1.0,0.1,1000,3,0,1000,1.0,,0.0
c06_s01_cov100_seed00000024_bw010,6,1,1.0,0.1,1000,4,0,1000,1.0,,0.0
c06_s01_cov100_seed00000024_bw010,6,1,1.0,0.1,1000,5,0,1000,1.0,,0.0
c06_s01_cov100_seed00000025_bw010,6,1,1.0,0.1,200,1,51,149,0.745,0.45098039215686275,0.115
c06_s01_cov100_seed00000025_bw010,6,1,1.0,0.1,200,2,27,173,0.865,0.25925925925925924,0.035
c06_s01_cov100_seed00000025_bw010,6,1,1.0,0.1,200,3,17,183,0.915,0.0,0.0
