stratification,stratum,predictor,endpoint,n,n_networks,stratum_n_units,n_excluded_unreached,n_excluded_nan,tau_b,p_value,ci_lo_2p5,ci_hi_97p5,n_boot_nan,loo_tau_min,loo_tau_max,loo_network_at_min,loo_network_at_max,loo_verdict_flips,r_assumes,status
within_condition,D_SCRAMBLED_72B,k_accuracy,AUC_frac,238,19,540,0,302,0.000427870734948366,0.9927407691948644,-0.2265334823098358,0.23289960478537033,0,-0.059479294864231584,0.060020830216853824,Polzer_2012,ecoli70,True,,ok
within_condition,D_SCRAMBLED_72B,assert_rate,AUC_frac,238,19,540,0,302,-0.0696446847732148,0.13722026499192388,-0.255188948892012,0.2662484281135135,0,-0.12705938942034997,0.09915246446616345,barley,Polzer_2012,True,,ok
within_condition,D_SCRAMBLED_72B,radius,AUC_frac_contra_as_fail,249,20,540,0,291,0.14274385724203487,0.0045451555926042725,-0.12646431089072352,0.40640026520207007,0,0.09650475252468214,0.2382009952987492,Polzer_2012,barley,False,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",ok
within_condition,D_SCRAMBLED_72B,shd_truth,AUC_frac_contra_as_fail,249,20,540,0,291,-0.11987041104615366,0.010296252182373863,-0.4438025916423939,0.29091998270050395,0,-0.22956502568129236,0.020723848899024427,hailfinder,barley,True,,ok
within_condition,D_SCRAMBLED_72B,n_k,AUC_frac_contra_as_fail,249,20,540,0,291,-0.6320595812127411,1.4245640655639405e-43,-0.7372403414303969,-0.39344558363792287,0,-0.6652682258088719,-0.5680562400494534,Didelez_2010,barley,False,,ok
within_condition,D_SCRAMBLED_72B,k_g0,AUC_frac_contra_as_fail,249,20,540,0,291,-0.4728180714298257,2.758430189497653e-25,-0.6814705589054498,-0.1067334311381335,0,-0.5716765100030026,-0.35420531359997126,paths,barley,False,,ok
within_condition,D_SCRAMBLED_72B,k_accuracy,AUC_frac_contra_as_fail,249,20,540,0,291,0.07061439711029276,0.12327061929596815,-0.37193948741882077,0.46345430834275164,0,-0.19001953287248866,0.14014456101324224,barley,hailfinder,True,,ok
within_condition,D_SCRAMBLED_72B,assert_rate,AUC_frac_contra_as_fail,249,20,540,0,291,-0.26845276645117566,5.031562935019645e-09,-0.5390984882371651,0.0769525727649202,0,-0.3645777520423313,-0.14378948938859468,Polzer_2012,barley,False,,ok
panel_pooled,panel_all_real_naming,radius,AUC_frac,2422,24,4320,0,1898,0.31906985313150255,4.913895734073317e-90,0.12247966349938952,0.48491899149950096,0,0.2221085416031057,0.37717895828893105,insurance,barley,False,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",ok
panel_pooled,panel_all_real_naming,shd_truth,AUC_frac,2422,24,4320,0,1898,0.0538364306454087,0.00016944628532338183,-0.0768030444324638,0.1995478663030385,0,0.015999707743367998,0.08776978157127246,Acid_1996,insurance,False,,ok
panel_pooled,panel_all_real_naming,n_k,AUC_frac,2422,24,4320,0,1898,0.1848058564379213,1.440287726310852e-38,0.07061276610226858,0.3268656455134798,0,0.13728927876461555,0.21463824363708348,Acid_1996,paths,False,,ok
panel_pooled,panel_all_real_naming,k_g0,AUC_frac,2422,24,4320,0,1898,0.2140376073321336,2.7218070467376354e-51,0.07859178887573104,0.33865380212780094,0,0.16845657122154836,0.23885591116132562,Acid_1996,paths,False,,ok
panel_pooled,panel_all_real_naming,k_accuracy,AUC_frac,2422,24,4320,0,1898,0.0011338852768897668,0.936988221169709,-0.13174052240329068,0.13525239047013413,0,-0.0374549608052384,0.03006971548017822,insurance,water,True,,ok
panel_pooled,panel_all_real_naming,assert_rate,AUC_frac,2422,24,4320,0,1898,-0.06055656033164065,2.2674179040071892e-05,-0.1728912758665352,0.06308354597559111,0,-0.08266039379838616,-0.020710503041362485,barley,Acid_1996,False,,ok
panel_pooled,panel_all_real_naming,radius,AUC_frac_contra_as_fail,2433,24,4320,0,1887,-0.12012645445756467,3.229787802678014e-14,-0.28485552405354225,0.12851570357115824,0,-0.15636026097481542,-0.048560800208546286,Polzer_2012,paths,False,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",ok
panel_pooled,panel_all_real_naming,shd_truth,AUC_frac_contra_as_fail,2433,24,4320,0,1887,0.14181308439033463,3.286416998013976e-23,-0.15813578688186172,0.4334647731328799,0,0.03581678489792536,0.24658321651460705,diabetes,paths,False,,ok
panel_pooled,panel_all_real_naming,n_k,AUC_frac_contra_as_fail,2433,24,4320,0,1887,-0.176846342731753,1.269805749306764e-35,-0.46316860631152207,0.1693960660949525,0,-0.3235137512722883,-0.11182455666190705,diabetes,insurance,False,,ok
panel_pooled,panel_all_real_naming,k_g0,AUC_frac_contra_as_fail,2433,24,4320,0,1887,-0.1936895622012718,1.645815623277168e-42,-0.42627613655089736,0.18967945896553634,0,-0.2825765261059392,-0.044181409429667896,diabetes,insurance,False,,ok
panel_pooled,panel_all_real_naming,k_accuracy,AUC_frac_contra_as_fail,2433,24,4320,0,1887,-0.11610131822883112,4.878942820871259e-16,-0.33301333102976555,0.1590142601049753,0,-0.2247279054702561,-0.07341312985618227,paths,diabetes,False,,ok
panel_pooled,panel_all_real_naming,assert_rate,AUC_frac_contra_as_fail,2433,24,4320,0,1887,-0.03327877054690667,0.019705492682238538,-0.35409892339079935,0.1994842248464906,0,-0.15742693854021766,0.01758977093702219,insurance,barley,True,,ok
panel_balanced,panel_balanced_real_naming,radius,AUC_frac,248,7,248,0,0,0.4988956798591388,1.0813147912558465e-23,0.23950029005486265,0.6238488351365878,28,0.4330223690634046,0.5495932167793489,water,child,False,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",ok
panel_balanced,panel_balanced_real_naming,shd_truth,AUC_frac,248,7,248,0,0,0.28540821120148036,2.971974500432695e-10,-0.16666591881224155,0.45625347392915744,0,0.10514689251170098,0.36238956683903656,water,child,False,,ok
panel_balanced,panel_balanced_real_naming,n_k,AUC_frac,248,7,248,0,0,0.3332896337080197,2.9791917792481607e-13,-0.12465210135702849,0.4843132194048357,0,0.0920400110196374,0.3969733232933391,Kampen_2014,hepar2,False,,ok
panel_balanced,panel_balanced_real_naming,k_g0,AUC_frac,248,7,248,0,0,0.3803837604322153,1.0067524941239041e-16,-0.07385388791967801,0.5618269481004727,0,0.16069857221745948,0.4500033739679769,Kampen_2014,hepar2,False,,ok
panel_balanced,panel_balanced_real_naming,k_accuracy,AUC_frac,248,7,248,0,0,-0.2614483235402561,1.189749688830952e-08,-0.4805113898203786,0.27695529315162865,0,-0.3634321680272206,-0.028432979547701864,child,water,False,,ok
panel_balanced,panel_balanced_real_naming,assert_rate,AUC_frac,248,7,248,0,0,-0.17989480585052564,0.00011792518455448829,-0.40531015399737297,0.13043393880834486,0,-0.27419517147683453,-0.10011302683468086,Kampen_2014,water,False,,ok
panel_balanced,panel_balanced_real_naming,radius,AUC_frac_contra_as_fail,248,7,248,0,0,-0.1152182114306312,0.02053667648120474,-0.4996809383406637,0.3801058956143459,28,-0.2955491521655738,0.1054843434907908,water,Kampen_2014,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",ok
panel_balanced,panel_balanced_real_naming,shd_truth,AUC_frac_contra_as_fail,248,7,248,0,0,0.19710672033892002,1.3655252146552607e-05,-0.3622033994161473,0.5300303328289965,0,0.0010276747351997363,0.39755406971782126,water,Kampen_2014,False,,ok
panel_balanced,panel_balanced_real_naming,n_k,AUC_frac_contra_as_fail,248,7,248,0,0,-0.1512742761083578,0.0009331779740352326,-0.5646230858871152,0.07654586628811624,0,-0.40147782956262157,-0.08093886472527517,water,Kampen_2014,False,,ok
panel_balanced,panel_balanced_real_naming,k_g0,AUC_frac_contra_as_fail,248,7,248,0,0,-0.13873882222420816,0.0024653201553604116,-0.5717164227945547,0.1658523151726974,0,-0.4129686232240108,-0.038527115342851616,water,Kampen_2014,False,,ok
panel_balanced,panel_balanced_real_naming,k_accuracy,AUC_frac_contra_as_fail,248,7,248,0,0,-0.21015122074212286,4.631759998353916e-06,-0.574758848453002,0.3293748865946359,0,-0.426280224324608,-0.011970885723328977,Kampen_2014,water,False,,ok
panel_balanced,panel_balanced_real_naming,assert_rate,AUC_frac_contra_as_fail,248,7,248,0,0,-0.19884959566718155,2.0956974571834035e-05,-0.47212939592686065,-0.030769140910204017,0,-0.29119885692904834,-0.10464012042811126,Kampen_2014,magic-irri,False,,ok
control_scrambled,control_all_scrambled,radius,AUC_frac,461,21,1080,0,619,0.42331644855758427,7.286171703869768e-32,0.3077229295355179,0.5667371289400276,0,0.3846970691795303,0.4888566474583133,Polzer_2012,insurance,False,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",ok
control_scrambled,control_all_scrambled,shd_truth,AUC_frac,461,21,1080,0,619,0.062084385909592844,0.06556507645077951,-0.10907655879334589,0.20822802575814178,0,0.015139390605237096,0.13111876709650885,ecoli70,insurance,False,,ok
control_scrambled,control_all_scrambled,n_k,AUC_frac,461,21,1080,0,619,0.1234521535685123,0.00020467959411149504,-0.08524619607167791,0.35514877456747274,0,0.06777020315088494,0.19173159193371708,barley,Polzer_2012,False,,ok
control_scrambled,control_all_scrambled,k_g0,AUC_frac,461,21,1080,0,619,0.22430559082455562,7.637556592464826e-12,0.03367362544287841,0.4024263209770283,0,0.18586352567833953,0.2680440928944606,barley,insurance,False,,ok
control_scrambled,control_all_scrambled,k_accuracy,AUC_frac,461,21,1080,0,619,-0.06343418660052748,0.05355558871858202,-0.29292742473961975,0.16518683983578852,0,-0.1376415838908605,0.024913050245068073,insurance,paths,True,,ok
control_scrambled,control_all_scrambled,assert_rate,AUC_frac,461,21,1080,0,619,-0.0634262721558681,0.05238554898339364,-0.23622829285433056,0.20026086765010967,0,-0.12613319675531579,0.046158403461119296,barley,Polzer_2012,True,,ok
control_scrambled,control_all_scrambled,radius,AUC_frac_contra_as_fail,472,21,1080,0,608,0.24846884771665811,3.3852291936050607e-12,0.003336955681296613,0.46777710040561915,0,0.1698270971025382,0.3141226978113652,insurance,barley,False,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",ok
control_scrambled,control_all_scrambled,shd_truth,AUC_frac_contra_as_fail,472,21,1080,0,608,-0.031277976163821324,0.347141507306299,-0.2729730045641944,0.22584982905652348,0,-0.08916660429841451,0.07851298576771813,hailfinder,barley,True,,ok
control_scrambled,control_all_scrambled,n_k,AUC_frac_contra_as_fail,472,21,1080,0,608,-0.4328644732792372,9.940858363462075e-40,-0.5740071123245282,-0.22218759248812195,0,-0.458329945861741,-0.40266514238223605,barley,paths,False,,ok
control_scrambled,control_all_scrambled,k_g0,AUC_frac_contra_as_fail,472,21,1080,0,608,-0.29474125071557555,8.480289811159274e-20,-0.42842209879672677,-0.11305159998967497,0,-0.3298299795942188,-0.26204660277454417,paths,hailfinder,False,,ok
control_scrambled,control_all_scrambled,k_accuracy,AUC_frac_contra_as_fail,472,21,1080,0,608,-0.14414099276609998,8.926185141223645e-06,-0.35262124789931015,0.10007361444014891,0,-0.25422605198005715,-0.039427109454969814,barley,insurance,False,,ok
control_scrambled,control_all_scrambled,assert_rate,AUC_frac_contra_as_fail,472,21,1080,0,608,-0.14125417071077692,1.2629697708433963e-05,-0.40979036728195206,0.04456822172426261,0,-0.25883666221602786,-0.0982044888048864,insurance,hailfinder,False,,ok
