network,x,y,n_tiers,arm,intensity_bin,n_draws,n_eval,n_contradictory,n_survived,S,contradiction_rate,silent_failure_rate,instance_sha256
magic-niab,G1896,YLD,3,xarm_tiered,0.05,4000,2372,1628,1291,0.5442664418212478,0.407,0.27025000000000005,c3c6ea5904c211aa
magic-niab,G1896,YLD,3,xarm_tiered,0.1,1000,560,440,234,0.41785714285714287,0.44,0.326,c3c6ea5904c211aa
magic-niab,G1896,YLD,4,xarm_flip,0.0,1000,804,196,694,0.8631840796019901,0.196,0.11,9a7e58cfc5419cd9
magic-niab,G1896,YLD,4,xarm_flip,0.05,2000,1177,823,840,0.713678844519966,0.4115,0.1685,9a7e58cfc5419cd9
magic-niab,G1896,YLD,4,xarm_flip,0.1,1000,437,563,234,0.5354691075514875,0.563,0.203,9a7e58cfc5419cd9
magic-niab,G1896,YLD,4,xarm_flip,0.15,2000,819,1181,357,0.4358974358974359,0.5905,0.23099999999999998,9a7e58cfc5419cd9
magic-niab,G1896,YLD,4,xarm_flip,0.2,2000,584,1416,127,0.21746575342465754,0.708,0.2285,9a7e58cfc5419cd9
magic-niab,G1896,YLD,4,xarm_flip,0.25,1000,199,801,0,0.0,0.801,0.19899999999999995,9a7e58cfc5419cd9
magic-niab,G1896,YLD,4,xarm_tiered,0.0,5000,4006,994,3255,0.8125312031952072,0.1988,0.15019999999999997,9a7e58cfc5419cd9
magic-niab,G1896,YLD,4,xarm_tiered,0.05,5000,2975,2025,1682,0.5653781512605042,0.405,0.2586,9a7e58cfc5419cd9
magic-niab,G2208,MIL,2,xarm_flip,0.0,1000,1000,0,870,0.87,0.0,0.13,36a5f3ebf96eb198
magic-niab,G2208,MIL,2,xarm_flip,0.05,1000,961,39,740,0.7700312174817898,0.039,0.22099999999999997,36a5f3ebf96eb198
magic-niab,G2208,MIL,2,xarm_flip,0.1,2000,1667,333,903,0.5416916616676665,0.1665,0.382,36a5f3ebf96eb198
magic-niab,G2208,MIL,2,xarm_flip,0.15,1000,646,354,225,0.34829721362229105,0.354,0.421,36a5f3ebf96eb198
magic-niab,G2208,MIL,2,xarm_flip,0.2,2000,718,1282,71,0.0988857938718663,0.641,0.32349999999999995,36a5f3ebf96eb198
magic-niab,G2208,MIL,2,xarm_tiered,0.0,3000,2562,438,2281,0.89032006245121,0.146,0.09366666666666668,36a5f3ebf96eb198
magic-niab,G2208,MIL,2,xarm_tiered,0.05,3000,2188,812,1530,0.6992687385740403,0.27066666666666667,0.21933333333333332,36a5f3ebf96eb198
magic-niab,G2208,MIL,2,xarm_tiered,0.1,4000,2763,1237,1374,0.49728555917481,0.30925,0.34725,36a5f3ebf96eb198
magic-niab,G2208,MIL,3,xarm_flip,0.0,1000,867,133,867,1.0,0.133,0.0,408c2809c11f95ff
magic-niab,G2208,MIL,3,xarm_flip,0.05,2000,1432,568,1299,0.9071229050279329,0.284,0.06650000000000003,408c2809c11f95ff
magic-niab,G2208,MIL,3,xarm_flip,0.1,1000,540,460,335,0.6203703703703703,0.46,0.20500000000000002,408c2809c11f95ff
magic-niab,G2208,MIL,3,xarm_flip,0.15,1000,459,541,176,0.38344226579520696,0.541,0.283,408c2809c11f95ff
magic-niab,G2208,MIL,3,xarm_flip,0.2,2000,649,1351,80,0.12326656394453005,0.6755,0.28450000000000003,408c2809c11f95ff
magic-niab,G2208,MIL,3,xarm_tiered,0.0,5000,3837,1163,3703,0.965076882981496,0.2326,0.026799999999999994,408c2809c11f95ff
magic-niab,G2208,MIL,3,xarm_tiered,0.05,4000,2372,1628,1900,0.8010118043844857,0.407,0.11799999999999997,408c2809c11f95ff
magic-niab,G2208,MIL,3,xarm_tiered,0.1,1000,560,440,400,0.7142857142857143,0.44,0.16,408c2809c11f95ff
magic-niab,G2208,MIL,4,xarm_flip,0.0,1000,804,196,804,1.0,0.196,0.0,00eca609b0daf609
magic-niab,G2208,MIL,4,xarm_flip,0.05,2000,1177,823,1106,0.9396771452846219,0.4115,0.03550000000000003,00eca609b0daf609
magic-niab,G2208,MIL,4,xarm_flip,0.1,1000,437,563,341,0.7803203661327232,0.563,0.09599999999999999,00eca609b0daf609
magic-niab,G2208,MIL,4,xarm_flip,0.15,2000,819,1181,466,0.568986568986569,0.5905,0.1765,00eca609b0daf609
magic-niab,G2208,MIL,4,xarm_flip,0.2,2000,584,1416,149,0.2551369863013699,0.708,0.2175,00eca609b0daf609
magic-niab,G2208,MIL,4,xarm_flip,0.25,1000,199,801,0,0.0,0.801,0.19899999999999995,00eca609b0daf609
magic-niab,G2208,MIL,4,xarm_tiered,0.0,5000,4006,994,3930,0.981028457314029,0.1988,0.015199999999999974,00eca609b0daf609
magic-niab,G2208,MIL,4,xarm_tiered,0.05,5000,2975,2025,2572,0.8645378151260504,0.405,0.08059999999999999,00eca609b0daf609
magic-niab,G2208,YLD,2,xarm_flip,0.0,1000,1000,0,870,0.87,0.0,0.13,3591af617e3600ba
magic-niab,G2208,YLD,2,xarm_flip,0.05,1000,961,39,740,0.7700312174817898,0.039,0.22099999999999997,3591af617e3600ba
magic-niab,G2208,YLD,2,xarm_flip,0.1,2000,1667,333,903,0.5416916616676665,0.1665,0.382,3591af617e3600ba
magic-niab,G2208,YLD,2,xarm_flip,0.15,1000,646,354,225,0.34829721362229105,0.354,0.421,3591af617e3600ba
magic-niab,G2208,YLD,2,xarm_flip,0.2,2000,718,1282,71,0.0988857938718663,0.641,0.32349999999999995,3591af617e3600ba
magic-niab,G2208,YLD,2,xarm_tiered,0.0,3000,2562,438,2281,0.89032006245121,0.146,0.09366666666666668,3591af617e3600ba
magic-niab,G2208,YLD,2,xarm_tiered,0.05,3000,2188,812,1530,0.6992687385740403,0.27066666666666667,0.21933333333333332,3591af617e3600ba
magic-niab,G2208,YLD,2,xarm_tiered,0.1,4000,2763,1237,1374,0.49728555917481,0.30925,0.34725,3591af617e3600ba
magic-niab,G2208,YLD,3,xarm_flip,0.0,1000,867,133,867,1.0,0.133,0.0,6c8fd7b8a8d22917
magic-niab,G2208,YLD,3,xarm_flip,0.05,2000,1432,568,1299,0.9071229050279329,0.284,0.06650000000000003,6c8fd7b8a8d22917
magic-niab,G2208,YLD,3,xarm_flip,0.1,1000,540,460,335,0.6203703703703703,0.46,0.20500000000000002,6c8fd7b8a8d22917
magic-niab,G2208,YLD,3,xarm_flip,0.15,1000,459,541,176,0.38344226579520696,0.541,0.283,6c8fd7b8a8d22917
magic-niab,G2208,YLD,3,xarm_flip,0.2,2000,649,1351,80,0.12326656394453005,0.6755,0.28450000000000003,6c8fd7b8a8d22917
magic-niab,G2208,YLD,3,xarm_tiered,0.0,5000,3837,1163,3703,0.965076882981496,0.2326,0.026799999999999994,6c8fd7b8a8d22917
magic-niab,G2208,YLD,3,xarm_tiered,0.05,4000,2372,1628,1900,0.8010118043844857,0.407,0.11799999999999997,6c8fd7b8a8d22917
magic-niab,G2208,YLD,3,xarm_tiered,0.1,1000,560,440,400,0.7142857142857143,0.44,0.16,6c8fd7b8a8d22917
magic-niab,G2208,YLD,4,xarm_flip,0.0,1000,804,196,804,1.0,0.196,0.0,376a846e3dada01b
magic-niab,G2208,YLD,4,xarm_flip,0.05,2000,1177,823,1106,0.9396771452846219,0.4115,0.03550000000000003,376a846e3dada01b
magic-niab,G2208,YLD,4,xarm_flip,0.1,1000,437,563,341,0.7803203661327232,0.563,0.09599999999999999,376a846e3dada01b
magic-niab,G2208,YLD,4,xarm_flip,0.15,2000,819,1181,466,0.568986568986569,0.5905,0.1765,376a846e3dada01b
magic-niab,G2208,YLD,4,xarm_flip,0.2,2000,584,1416,149,0.2551369863013699,0.708,0.2175,376a846e3dada01b
magic-niab,G2208,YLD,4,xarm_flip,0.25,1000,199,801,0,0.0,0.801,0.19899999999999995,376a846e3dada01b
magic-niab,G2208,YLD,4,xarm_tiered,0.0,5000,4006,994,3930,0.981028457314029,0.1988,0.015199999999999974,376a846e3dada01b
magic-niab,G2208,YLD,4,xarm_tiered,0.05,5000,2975,2025,2572,0.8645378151260504,0.405,0.08059999999999999,376a846e3dada01b
magic-niab,G2208,YR.FIELD,2,xarm_flip,0.0,1000,1000,0,870,0.87,0.0,0.13,cae9163ada99f3cd
magic-niab,G2208,YR.FIELD,2,xarm_flip,0.05,1000,961,39,740,0.7700312174817898,0.039,0.22099999999999997,cae9163ada99f3cd
magic-niab,G2208,YR.FIELD,2,xarm_flip,0.1,2000,1667,333,903,0.5416916616676665,0.1665,0.382,cae9163ada99f3cd
magic-niab,G2208,YR.FIELD,2,xarm_flip,0.15,1000,646,354,225,0.34829721362229105,0.354,0.421,cae9163ada99f3cd
magic-niab,G2208,YR.FIELD,2,xarm_flip,0.2,2000,718,1282,71,0.0988857938718663,0.641,0.32349999999999995,cae9163ada99f3cd
magic-niab,G2208,YR.FIELD,2,xarm_tiered,0.0,3000,2562,438,2281,0.89032006245121,0.146,0.09366666666666668,cae9163ada99f3cd
magic-niab,G2208,YR.FIELD,2,xarm_tiered,0.05,3000,2188,812,1530,0.6992687385740403,0.27066666666666667,0.21933333333333332,cae9163ada99f3cd
magic-niab,G2208,YR.FIELD,2,xarm_tiered,0.1,4000,2763,1237,1374,0.49728555917481,0.30925,0.34725,cae9163ada99f3cd
magic-niab,G2208,YR.FIELD,3,xarm_flip,0.0,1000,867,133,867,1.0,0.133,0.0,b82a568dc0b5d2eb
magic-niab,G2208,YR.FIELD,3,xarm_flip,0.05,2000,1432,568,1299,0.9071229050279329,0.284,0.06650000000000003,b82a568dc0b5d2eb
magic-niab,G2208,YR.FIELD,3,xarm_flip,0.1,1000,540,460,335,0.6203703703703703,0.46,0.20500000000000002,b82a568dc0b5d2eb
magic-niab,G2208,YR.FIELD,3,xarm_flip,0.15,1000,459,541,176,0.38344226579520696,0.541,0.283,b82a568dc0b5d2eb
magic-niab,G2208,YR.FIELD,3,xarm_flip,0.2,2000,649,1351,80,0.12326656394453005,0.6755,0.28450000000000003,b82a568dc0b5d2eb
magic-niab,G2208,YR.FIELD,3,xarm_tiered,0.0,5000,3837,1163,3703,0.965076882981496,0.2326,0.026799999999999994,b82a568dc0b5d2eb
magic-niab,G2208,YR.FIELD,3,xarm_tiered,0.05,4000,2372,1628,1900,0.8010118043844857,0.407,0.11799999999999997,b82a568dc0b5d2eb
magic-niab,G2208,YR.FIELD,3,xarm_tiered,0.1,1000,560,440,400,0.7142857142857143,0.44,0.16,b82a568dc0b5d2eb
magic-niab,G2208,YR.FIELD,4,xarm_flip,0.0,1000,804,196,804,1.0,0.196,0.0,59218b9115ec29f4
magic-niab,G2208,YR.FIELD,4,xarm_flip,0.05,2000,1177,823,1106,0.9396771452846219,0.4115,0.03550000000000003,59218b9115ec29f4
magic-niab,G2208,YR.FIELD,4,xarm_flip,0.1,1000,437,563,341,0.7803203661327232,0.563,0.09599999999999999,59218b9115ec29f4
magic-niab,G2208,YR.FIELD,4,xarm_flip,0.15,2000,819,1181,466,0.568986568986569,0.5905,0.1765,59218b9115ec29f4
magic-niab,G2208,YR.FIELD,4,xarm_flip,0.2,2000,584,1416,149,0.2551369863013699,0.708,0.2175,59218b9115ec29f4
magic-niab,G2208,YR.FIELD,4,xarm_flip,0.25,1000,199,801,0,0.0,0.801,0.19899999999999995,59218b9115ec29f4
magic-niab,G2208,YR.FIELD,4,xarm_tiered,0.0,5000,4006,994,3930,0.981028457314029,0.1988,0.015199999999999974,59218b9115ec29f4
magic-niab,G2208,YR.FIELD,4,xarm_tiered,0.05,5000,2975,2025,2572,0.8645378151260504,0.405,0.08059999999999999,59218b9115ec29f4
magic-niab,G2208,YR.GLASS,2,xarm_flip,0.0,1000,1000,0,870,0.87,0.0,0.13,299b8db5abfcc6bb
magic-niab,G2208,YR.GLASS,2,xarm_flip,0.05,1000,961,39,740,0.7700312174817898,0.039,0.22099999999999997,299b8db5abfcc6bb
magic-niab,G2208,YR.GLASS,2,xarm_flip,0.1,2000,1667,333,903,0.5416916616676665,0.1665,0.382,299b8db5abfcc6bb
magic-niab,G2208,YR.GLASS,2,xarm_flip,0.15,1000,646,354,225,0.34829721362229105,0.354,0.421,299b8db5abfcc6bb
magic-niab,G2208,YR.GLASS,2,xarm_flip,0.2,2000,718,1282,71,0.0988857938718663,0.641,0.32349999999999995,299b8db5abfcc6bb
magic-niab,G2208,YR.GLASS,2,xarm_tiered,0.0,3000,2562,438,2281,0.89032006245121,0.146,0.09366666666666668,299b8db5abfcc6bb
magic-niab,G2208,YR.GLASS,2,xarm_tiered,0.05,3000,2188,812,1530,0.6992687385740403,0.27066666666666667,0.21933333333333332,299b8db5abfcc6bb
magic-niab,G2208,YR.GLASS,2,xarm_tiered,0.1,4000,2763,1237,1374,0.49728555917481,0.30925,0.34725,299b8db5abfcc6bb
magic-niab,G2208,YR.GLASS,3,xarm_flip,0.0,1000,867,133,867,1.0,0.133,0.0,8aec22a245599beb
magic-niab,G2208,YR.GLASS,3,xarm_flip,0.05,2000,1432,568,1299,0.9071229050279329,0.284,0.06650000000000003,8aec22a245599beb
magic-niab,G2208,YR.GLASS,3,xarm_flip,0.1,1000,540,460,335,0.6203703703703703,0.46,0.20500000000000002,8aec22a245599beb
magic-niab,G2208,YR.GLASS,3,xarm_flip,0.15,1000,459,541,176,0.38344226579520696,0.541,0.283,8aec22a245599beb
magic-niab,G2208,YR.GLASS,3,xarm_flip,0.2,2000,649,1351,80,0.12326656394453005,0.6755,0.28450000000000003,8aec22a245599beb
magic-niab,G2208,YR.GLASS,3,xarm_tiered,0.0,5000,3837,1163,3703,0.965076882981496,0.2326,0.026799999999999994,8aec22a245599beb
magic-niab,G2208,YR.GLASS,3,xarm_tiered,0.05,4000,2372,1628,1900,0.8010118043844857,0.407,0.11799999999999997,8aec22a245599beb
magic-niab,G2208,YR.GLASS,3,xarm_tiered,0.1,1000,560,440,400,0.7142857142857143,0.44,0.16,8aec22a245599beb
magic-niab,G2208,YR.GLASS,4,xarm_flip,0.0,1000,804,196,804,1.0,0.196,0.0,53bed1b5eb4006bb
magic-niab,G2208,YR.GLASS,4,xarm_flip,0.05,2000,1177,823,1106,0.9396771452846219,0.4115,0.03550000000000003,53bed1b5eb4006bb
magic-niab,G2208,YR.GLASS,4,xarm_flip,0.1,1000,437,563,341,0.7803203661327232,0.563,0.09599999999999999,53bed1b5eb4006bb
magic-niab,G2208,YR.GLASS,4,xarm_flip,0.15,2000,819,1181,466,0.568986568986569,0.5905,0.1765,53bed1b5eb4006bb
magic-niab,G2208,YR.GLASS,4,xarm_flip,0.2,2000,584,1416,149,0.2551369863013699,0.708,0.2175,53bed1b5eb4006bb
magic-niab,G2208,YR.GLASS,4,xarm_flip,0.25,1000,199,801,0,0.0,0.801,0.19899999999999995,53bed1b5eb4006bb
magic-niab,G2208,YR.GLASS,4,xarm_tiered,0.0,5000,4006,994,3930,0.981028457314029,0.1988,0.015199999999999974,53bed1b5eb4006bb
magic-niab,G2208,YR.GLASS,4,xarm_tiered,0.05,5000,2975,2025,2572,0.8645378151260504,0.405,0.08059999999999999,53bed1b5eb4006bb
magic-niab,G257,FT,2,xarm_flip,0.0,1000,1000,0,870,0.87,0.0,0.13,b7969ca86d7760d8
magic-niab,G257,FT,2,xarm_flip,0.05,1000,961,39,740,0.7700312174817898,0.039,0.22099999999999997,b7969ca86d7760d8
magic-niab,G257,FT,2,xarm_flip,0.1,2000,1667,333,903,0.5416916616676665,0.1665,0.382,b7969ca86d7760d8
magic-niab,G257,FT,2,xarm_flip,0.15,1000,646,354,225,0.34829721362229105,0.354,0.421,b7969ca86d7760d8
magic-niab,G257,FT,2,xarm_flip,0.2,2000,718,1282,71,0.0988857938718663,0.641,0.32349999999999995,b7969ca86d7760d8
magic-niab,G257,FT,2,xarm_tiered,0.0,3000,2562,438,2031,0.7927400468384075,0.146,0.177,b7969ca86d7760d8
magic-niab,G257,FT,2,xarm_tiered,0.05,3000,2188,812,1033,0.47212065813528337,0.27066666666666667,0.385,b7969ca86d7760d8
magic-niab,G257,FT,2,xarm_tiered,0.1,4000,2763,1237,586,0.21208830980817953,0.30925,0.54425,b7969ca86d7760d8
magic-niab,G257,FT,3,xarm_flip,0.0,1000,867,133,736,0.8489042675893888,0.133,0.13099999999999995,4cc55c9b32d5d744
magic-niab,G257,FT,3,xarm_flip,0.05,2000,1432,568,813,0.5677374301675978,0.284,0.30949999999999994,4cc55c9b32d5d744
magic-niab,G257,FT,3,xarm_flip,0.1,1000,540,460,114,0.2111111111111111,0.46,0.426,4cc55c9b32d5d744
magic-niab,G257,FT,3,xarm_flip,0.15,1000,459,541,29,0.06318082788671024,0.541,0.43,4cc55c9b32d5d744
magic-niab,G257,FT,3,xarm_flip,0.2,2000,649,1351,0,0.0,0.6755,0.3245,4cc55c9b32d5d744
magic-niab,G257,FT,3,xarm_tiered,0.0,5000,3837,1163,2975,0.7753453218660412,0.2326,0.17239999999999997,4cc55c9b32d5d744
magic-niab,G257,FT,3,xarm_tiered,0.05,4000,2372,1628,1049,0.4422428330522766,0.407,0.33075,4cc55c9b32d5d744
magic-niab,G257,FT,3,xarm_tiered,0.1,1000,560,440,185,0.33035714285714285,0.44,0.37500000000000006,4cc55c9b32d5d744
magic-niab,G257,FT,4,xarm_flip,0.0,1000,804,196,703,0.8743781094527363,0.196,0.10100000000000002,e2abaac12bc819b9
magic-niab,G257,FT,4,xarm_flip,0.05,2000,1177,823,785,0.6669498725573492,0.4115,0.19600000000000004,e2abaac12bc819b9
magic-niab,G257,FT,4,xarm_flip,0.1,1000,437,563,175,0.40045766590389015,0.563,0.26200000000000007,e2abaac12bc819b9
magic-niab,G257,FT,4,xarm_flip,0.15,2000,819,1181,180,0.21978021978021978,0.5905,0.3195,e2abaac12bc819b9
magic-niab,G257,FT,4,xarm_flip,0.2,2000,584,1416,14,0.023972602739726026,0.708,0.28500000000000003,e2abaac12bc819b9
magic-niab,G257,FT,4,xarm_flip,0.25,1000,199,801,0,0.0,0.801,0.19899999999999995,e2abaac12bc819b9
magic-niab,G257,FT,4,xarm_tiered,0.0,5000,4006,994,3369,0.8409885172241638,0.1988,0.12739999999999999,e2abaac12bc819b9
magic-niab,G257,FT,4,xarm_tiered,0.05,5000,2975,2025,1672,0.562016806722689,0.405,0.2606,e2abaac12bc819b9
magic-niab,G257,G1800,2,xarm_flip,0.0,1000,1000,0,870,0.87,0.0,0.13,104a1af99908a097
magic-niab,G257,G1800,2,xarm_flip,0.05,1000,961,39,740,0.7700312174817898,0.039,0.22099999999999997,104a1af99908a097
magic-niab,G257,G1800,2,xarm_flip,0.1,2000,1667,333,903,0.5416916616676665,0.1665,0.382,104a1af99908a097
magic-niab,G257,G1800,2,xarm_flip,0.15,1000,646,354,225,0.34829721362229105,0.354,0.421,104a1af99908a097
magic-niab,G257,G1800,2,xarm_flip,0.2,2000,718,1282,71,0.0988857938718663,0.641,0.32349999999999995,104a1af99908a097
magic-niab,G257,G1800,2,xarm_tiered,0.0,3000,2562,438,2031,0.7927400468384075,0.146,0.177,104a1af99908a097
magic-niab,G257,G1800,2,xarm_tiered,0.05,3000,2188,812,1033,0.47212065813528337,0.27066666666666667,0.385,104a1af99908a097
magic-niab,G257,G1800,2,xarm_tiered,0.1,4000,2763,1237,586,0.21208830980817953,0.30925,0.54425,104a1af99908a097
magic-niab,G257,G1800,3,xarm_flip,0.0,1000,867,133,736,0.8489042675893888,0.133,0.13099999999999995,4ca37c4dca0ec51b
magic-niab,G257,G1800,3,xarm_flip,0.05,2000,1432,568,813,0.5677374301675978,0.284,0.30949999999999994,4ca37c4dca0ec51b
magic-niab,G257,G1800,3,xarm_flip,0.1,1000,540,460,114,0.2111111111111111,0.46,0.426,4ca37c4dca0ec51b
magic-niab,G257,G1800,3,xarm_flip,0.15,1000,459,541,29,0.06318082788671024,0.541,0.43,4ca37c4dca0ec51b
magic-niab,G257,G1800,3,xarm_flip,0.2,2000,649,1351,0,0.0,0.6755,0.3245,4ca37c4dca0ec51b
magic-niab,G257,G1800,3,xarm_tiered,0.0,5000,3837,1163,2975,0.7753453218660412,0.2326,0.17239999999999997,4ca37c4dca0ec51b
magic-niab,G257,G1800,3,xarm_tiered,0.05,4000,2372,1628,1049,0.4422428330522766,0.407,0.33075,4ca37c4dca0ec51b
magic-niab,G257,G1800,3,xarm_tiered,0.1,1000,560,440,185,0.33035714285714285,0.44,0.37500000000000006,4ca37c4dca0ec51b
magic-niab,G257,G1800,4,xarm_flip,0.0,1000,804,196,703,0.8743781094527363,0.196,0.10100000000000002,b30992ba34ff8cc0
magic-niab,G257,G1800,4,xarm_flip,0.05,2000,1177,823,785,0.6669498725573492,0.4115,0.19600000000000004,b30992ba34ff8cc0
magic-niab,G257,G1800,4,xarm_flip,0.1,1000,437,563,175,0.40045766590389015,0.563,0.26200000000000007,b30992ba34ff8cc0
magic-niab,G257,G1800,4,xarm_flip,0.15,2000,819,1181,180,0.21978021978021978,0.5905,0.3195,b30992ba34ff8cc0
magic-niab,G257,G1800,4,xarm_flip,0.2,2000,584,1416,14,0.023972602739726026,0.708,0.28500000000000003,b30992ba34ff8cc0
magic-niab,G257,G1800,4,xarm_flip,0.25,1000,199,801,0,0.0,0.801,0.19899999999999995,b30992ba34ff8cc0
magic-niab,G257,G1800,4,xarm_tiered,0.0,5000,4006,994,3369,0.8409885172241638,0.1988,0.12739999999999999,b30992ba34ff8cc0
magic-niab,G257,G1800,4,xarm_tiered,0.05,5000,2975,2025,1672,0.562016806722689,0.405,0.2606,b30992ba34ff8cc0
magic-niab,G257,MIL,2,xarm_flip,0.0,1000,1000,0,870,0.87,0.0,0.13,36a5f3ebf96eb198
magic-niab,G257,MIL,2,xarm_flip,0.05,1000,961,39,740,0.7700312174817898,0.039,0.22099999999999997,36a5f3ebf96eb198
magic-niab,G257,MIL,2,xarm_flip,0.1,2000,1667,333,903,0.5416916616676665,0.1665,0.382,36a5f3ebf96eb198
magic-niab,G257,MIL,2,xarm_flip,0.15,1000,646,354,225,0.34829721362229105,0.354,0.421,36a5f3ebf96eb198
magic-niab,G257,MIL,2,xarm_flip,0.2,2000,718,1282,71,0.0988857938718663,0.641,0.32349999999999995,36a5f3ebf96eb198
magic-niab,G257,MIL,2,xarm_tiered,0.0,3000,2562,438,2031,0.7927400468384075,0.146,0.177,36a5f3ebf96eb198
magic-niab,G257,MIL,2,xarm_tiered,0.05,3000,2188,812,1033,0.47212065813528337,0.27066666666666667,0.385,36a5f3ebf96eb198
magic-niab,G257,MIL,2,xarm_tiered,0.1,4000,2763,1237,586,0.21208830980817953,0.30925,0.54425,36a5f3ebf96eb198
magic-niab,G257,MIL,3,xarm_flip,0.0,1000,867,133,736,0.8489042675893888,0.133,0.13099999999999995,408c2809c11f95ff
magic-niab,G257,MIL,3,xarm_flip,0.05,2000,1432,568,813,0.5677374301675978,0.284,0.30949999999999994,408c2809c11f95ff
magic-niab,G257,MIL,3,xarm_flip,0.1,1000,540,460,114,0.2111111111111111,0.46,0.426,408c2809c11f95ff
magic-niab,G257,MIL,3,xarm_flip,0.15,1000,459,541,29,0.06318082788671024,0.541,0.43,408c2809c11f95ff
magic-niab,G257,MIL,3,xarm_flip,0.2,2000,649,1351,0,0.0,0.6755,0.3245,408c2809c11f95ff
magic-niab,G257,MIL,3,xarm_tiered,0.0,5000,3837,1163,2975,0.7753453218660412,0.2326,0.17239999999999997,408c2809c11f95ff
magic-niab,G257,MIL,3,xarm_tiered,0.05,4000,2372,1628,1049,0.4422428330522766,0.407,0.33075,408c2809c11f95ff
magic-niab,G257,MIL,3,xarm_tiered,0.1,1000,560,440,185,0.33035714285714285,0.44,0.37500000000000006,408c2809c11f95ff
magic-niab,G257,MIL,4,xarm_flip,0.0,1000,804,196,703,0.8743781094527363,0.196,0.10100000000000002,00eca609b0daf609
magic-niab,G257,MIL,4,xarm_flip,0.05,2000,1177,823,785,0.6669498725573492,0.4115,0.19600000000000004,00eca609b0daf609
magic-niab,G257,MIL,4,xarm_flip,0.1,1000,437,563,175,0.40045766590389015,0.563,0.26200000000000007,00eca609b0daf609
magic-niab,G257,MIL,4,xarm_flip,0.15,2000,819,1181,180,0.21978021978021978,0.5905,0.3195,00eca609b0daf609
magic-niab,G257,MIL,4,xarm_flip,0.2,2000,584,1416,14,0.023972602739726026,0.708,0.28500000000000003,00eca609b0daf609
magic-niab,G257,MIL,4,xarm_flip,0.25,1000,199,801,0,0.0,0.801,0.19899999999999995,00eca609b0daf609
magic-niab,G257,MIL,4,xarm_tiered,0.0,5000,4006,994,3369,0.8409885172241638,0.1988,0.12739999999999999,00eca609b0daf609
magic-niab,G257,MIL,4,xarm_tiered,0.05,5000,2975,2025,1672,0.562016806722689,0.405,0.2606,00eca609b0daf609
magic-niab,G257,YLD,2,xarm_flip,0.0,1000,1000,0,870,0.87,0.0,0.13,7c1e0f77e8c6ad63
magic-niab,G257,YLD,2,xarm_flip,0.05,1000,961,39,740,0.7700312174817898,0.039,0.22099999999999997,7c1e0f77e8c6ad63
magic-niab,G257,YLD,2,xarm_flip,0.1,2000,1667,333,903,0.5416916616676665,0.1665,0.382,7c1e0f77e8c6ad63
magic-niab,G257,YLD,2,xarm_flip,0.15,1000,646,354,225,0.34829721362229105,0.354,0.421,7c1e0f77e8c6ad63
magic-niab,G257,YLD,2,xarm_flip,0.2,2000,718,1282,71,0.0988857938718663,0.641,0.32349999999999995,7c1e0f77e8c6ad63
magic-niab,G257,YLD,2,xarm_tiered,0.0,3000,2562,438,2031,0.7927400468384075,0.146,0.177,7c1e0f77e8c6ad63
magic-niab,G257,YLD,2,xarm_tiered,0.05,3000,2188,812,1033,0.47212065813528337,0.27066666666666667,0.385,7c1e0f77e8c6ad63
magic-niab,G257,YLD,2,xarm_tiered,0.1,4000,2763,1237,586,0.21208830980817953,0.30925,0.54425,7c1e0f77e8c6ad63
magic-niab,G257,YLD,3,xarm_flip,0.0,1000,867,133,736,0.8489042675893888,0.133,0.13099999999999995,9717252eed0f0771
magic-niab,G257,YLD,3,xarm_flip,0.05,2000,1432,568,813,0.5677374301675978,0.284,0.30949999999999994,9717252eed0f0771
magic-niab,G257,YLD,3,xarm_flip,0.1,1000,540,460,114,0.2111111111111111,0.46,0.426,9717252eed0f0771
magic-niab,G257,YLD,3,xarm_flip,0.15,1000,459,541,29,0.06318082788671024,0.541,0.43,9717252eed0f0771
magic-niab,G257,YLD,3,xarm_flip,0.2,2000,649,1351,0,0.0,0.6755,0.3245,9717252eed0f0771
magic-niab,G257,YLD,3,xarm_tiered,0.0,5000,3837,1163,2975,0.7753453218660412,0.2326,0.17239999999999997,9717252eed0f0771
magic-niab,G257,YLD,3,xarm_tiered,0.05,4000,2372,1628,1049,0.4422428330522766,0.407,0.33075,9717252eed0f0771
magic-niab,G257,YLD,3,xarm_tiered,0.1,1000,560,440,185,0.33035714285714285,0.44,0.37500000000000006,9717252eed0f0771
magic-niab,G257,YLD,4,xarm_flip,0.0,1000,804,196,703,0.8743781094527363,0.196,0.10100000000000002,4d12ff25a9c2a537
magic-niab,G257,YLD,4,xarm_flip,0.05,2000,1177,823,785,0.6669498725573492,0.4115,0.19600000000000004,4d12ff25a9c2a537
magic-niab,G257,YLD,4,xarm_flip,0.1,1000,437,563,175,0.40045766590389015,0.563,0.26200000000000007,4d12ff25a9c2a537
magic-niab,G257,YLD,4,xarm_flip,0.15,2000,819,1181,180,0.21978021978021978,0.5905,0.3195,4d12ff25a9c2a537
magic-niab,G257,YLD,4,xarm_flip,0.2,2000,584,1416,14,0.023972602739726026,0.708,0.28500000000000003,4d12ff25a9c2a537
magic-niab,G257,YLD,4,xarm_flip,0.25,1000,199,801,0,0.0,0.801,0.19899999999999995,4d12ff25a9c2a537
magic-niab,G257,YLD,4,xarm_tiered,0.0,5000,4006,994,3369,0.8409885172241638,0.1988,0.12739999999999999,4d12ff25a9c2a537
