origin,network,base_id,component_size,separation,base_seed,treatment,outcome,proposal_id,proposal_size,label,n_on_path,orientations,gate,status,n_menu_members,n_valid_menu_members,n_sem_valid,n_sem_total,achievable_utility_median,achievable_utility_q25,achievable_utility_q75,winning_member_index,winning_member_source,winning_members_encoded,representative_sem_k,assumes,method,oracle,exact,radius_timed_out,r_val,max_abs_bias_check,front_utility
synthetic,,c08_s07_cov100_seed1131793155,8,7,1131793155,X,Y,c08_s07_cov100_seed1131793155__p0019_k03,3,conservative,0,C03->C04;C04->C05;C05->C06,fast_gate,ok,10,8,20,20,4.74046527397071,2.9706557931787136,6.489156688212849,7,O_true,C00;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,4,2.6645352591003757e-15,False
synthetic,,c08_s07_cov100_seed1131793155,8,7,1131793155,X,Y,c08_s07_cov100_seed1131793155__p0020_k03,3,conservative,0,C03->C04;C04->C05;C06->X,fast_gate,ok,10,8,20,20,4.74046527397071,2.9706557931787136,6.489156688212849,7,O_true,C00;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,4,2.6645352591003757e-15,False
synthetic,,c08_s07_cov100_seed1131793155,8,7,1131793155,X,Y,c08_s07_cov100_seed1131793155__p0021_k03,3,conservative,0,C03->C04;C05->C06;C06->X,fast_gate,ok,10,8,20,20,4.74046527397071,2.9706557931787136,6.489156688212849,7,O_true,C00;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,4,2.6645352591003757e-15,False
synthetic,,c08_s07_cov100_seed1131793155,8,7,1131793155,X,Y,c08_s07_cov100_seed1131793155__p0022_k03,3,conservative,0,C04->C05;C05->C06;C06->X,fast_gate,ok,10,8,20,20,4.74046527397071,2.9706557931787136,6.489156688212849,7,O_true,C00;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,3,2.6645352591003757e-15,False
synthetic,,c08_s07_cov100_seed1131793155,8,7,1131793155,X,Y,c08_s07_cov100_seed1131793155__p0023_k04,4,conservative,0,C00->C01;C01->C02;C02->C03;C05->C06,fast_gate,ok,10,8,20,20,4.74046527397071,2.9706557931787136,6.489156688212849,7,O_true,C00;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,7,2.6645352591003757e-15,False
synthetic,,c08_s07_cov100_seed1131793155,8,7,1131793155,X,Y,c08_s07_cov100_seed1131793155__p0024_k04,4,conservative,0,C00->C01;C01->C02;C03->C04;C05->C06,fast_gate,ok,10,8,20,20,4.74046527397071,2.9706557931787136,6.489156688212849,7,O_true,C00;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,7,2.6645352591003757e-15,False
synthetic,,c08_s07_cov100_seed1131793155,8,7,1131793155,X,Y,c08_s07_cov100_seed1131793155__p0025_k04,4,conservative,0,C00->C01;C02->C03;C04->C05;C06->X,fast_gate,ok,10,8,20,20,4.74046527397071,2.9706557931787136,6.489156688212849,7,O_true,C00;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,7,2.6645352591003757e-15,False
synthetic,,c08_s07_cov100_seed1131793155,8,7,1131793155,X,Y,c08_s07_cov100_seed1131793155__p0026_k04,4,conservative,0,C00->C01;C03->C04;C04->C05;C06->X,fast_gate,ok,10,8,20,20,4.74046527397071,2.9706557931787136,6.489156688212849,7,O_true,C00;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,7,2.6645352591003757e-15,False
synthetic,,c08_s07_cov100_seed1131793155,8,7,1131793155,X,Y,c08_s07_cov100_seed1131793155__p0027_k04,4,conservative,0,C00->C01;C03->C04;C05->C06;C06->X,fast_gate,ok,10,8,20,20,4.74046527397071,2.9706557931787136,6.489156688212849,7,O_true,C00;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,7,2.6645352591003757e-15,False
synthetic,,c08_s07_cov100_seed1131793155,8,7,1131793155,X,Y,c08_s07_cov100_seed1131793155__p0028_k04,4,conservative,0,C01->C02;C04->C05;C05->C06;C06->X,fast_gate,ok,10,8,20,20,4.74046527397071,2.9706557931787136,6.489156688212849,7,O_true,C00;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,6,2.6645352591003757e-15,False
synthetic,,c08_s07_cov100_seed1131793155,8,7,1131793155,X,Y,c08_s07_cov100_seed1131793155__p0029_k04,4,conservative,0,C02->C03;C03->C04;C05->C06;C06->X,fast_gate,ok,10,8,20,20,4.74046527397071,2.9706557931787136,6.489156688212849,7,O_true,C00;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,5,2.6645352591003757e-15,False
synthetic,,c08_s07_cov100_seed1131793155,8,7,1131793155,X,Y,c08_s07_cov100_seed1131793155__p0030_k04,4,conservative,0,C02->C03;C04->C05;C05->C06;C06->X,fast_gate,ok,10,8,20,20,4.74046527397071,2.9706557931787136,6.489156688212849,7,O_true,C00;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,5,2.6645352591003757e-15,False
synthetic,,c08_s07_cov100_seed1131793155,8,7,1131793155,X,Y,c08_s07_cov100_seed1131793155__p0031_k05,5,conservative,0,C00->C01;C01->C02;C02->C03;C04->C05;C05->C06,fast_gate,ok,10,8,20,20,4.74046527397071,2.9706557931787136,6.489156688212849,7,O_true,C00;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,7,2.6645352591003757e-15,False
synthetic,,c08_s07_cov100_seed1131793155,8,7,1131793155,X,Y,c08_s07_cov100_seed1131793155__p0032_k05,5,conservative,0,C00->C01;C01->C02;C02->C03;C04->C05;C06->X,fast_gate,ok,10,8,20,20,4.74046527397071,2.9706557931787136,6.489156688212849,7,O_true,C00;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,7,2.6645352591003757e-15,False
synthetic,,c08_s07_cov100_seed1131793155,8,7,1131793155,X,Y,c08_s07_cov100_seed1131793155__p0033_k05,5,conservative,0,C00->C01;C01->C02;C03->C04;C04->C05;C06->X,fast_gate,ok,10,8,20,20,4.74046527397071,2.9706557931787136,6.489156688212849,7,O_true,C00;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,7,2.6645352591003757e-15,False
synthetic,,c08_s07_cov100_seed1131793155,8,7,1131793155,X,Y,c08_s07_cov100_seed1131793155__p0034_k05,5,conservative,0,C00->C01;C01->C02;C03->C04;C05->C06;C06->X,fast_gate,ok,10,8,20,20,4.74046527397071,2.9706557931787136,6.489156688212849,7,O_true,C00;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,7,2.6645352591003757e-15,False
synthetic,,c08_s07_cov100_seed1131793155,8,7,1131793155,X,Y,c08_s07_cov100_seed1131793155__p0035_k05,5,conservative,0,C00->C01;C01->C02;C04->C05;C05->C06;C06->X,fast_gate,ok,10,8,20,20,4.74046527397071,2.9706557931787136,6.489156688212849,7,O_true,C00;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,7,2.6645352591003757e-15,False
synthetic,,c08_s07_cov100_seed1131793155,8,7,1131793155,X,Y,c08_s07_cov100_seed1131793155__p0036_k05,5,conservative,0,C01->C02;C02->C03;C03->C04;C04->C05;C05->C06,fast_gate,ok,10,8,20,20,4.74046527397071,2.9706557931787136,6.489156688212849,7,O_true,C00;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,6,2.6645352591003757e-15,False
synthetic,,c08_s07_cov100_seed1131793155,8,7,1131793155,X,Y,c08_s07_cov100_seed1131793155__p0037_k05,5,conservative,0,C01->C02;C02->C03;C04->C05;C05->C06;C06->X,fast_gate,ok,10,8,20,20,4.74046527397071,2.9706557931787136,6.489156688212849,7,O_true,C00;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,6,2.6645352591003757e-15,False
synthetic,,c08_s07_cov100_seed1131793155,8,7,1131793155,X,Y,c08_s07_cov100_seed1131793155__p0038_k05,5,conservative,0,C02->C03;C03->C04;C04->C05;C05->C06;C06->X,fast_gate,ok,10,8,20,20,4.74046527397071,2.9706557931787136,6.489156688212849,7,O_true,C00;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,5,2.6645352591003757e-15,False
synthetic,,c08_s07_cov100_seed1131793155,8,7,1131793155,X,Y,c08_s07_cov100_seed1131793155__p0039_k06,6,conservative,0,C00->C01;C01->C02;C02->C03;C03->C04;C04->C05;C05->C06,fast_gate,ok,10,8,20,20,4.74046527397071,2.9706557931787136,6.489156688212849,7,O_true,C00;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,7,2.6645352591003757e-15,False
synthetic,,c08_s07_cov100_seed1131793155,8,7,1131793155,X,Y,c08_s07_cov100_seed1131793155__p0040_k06,6,conservative,0,C00->C01;C01->C02;C02->C03;C03->C04;C04->C05;C06->X,fast_gate,ok,10,8,20,20,4.74046527397071,2.9706557931787136,6.489156688212849,7,O_true,C00;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,7,2.6645352591003757e-15,False
synthetic,,c08_s07_cov100_seed1131793155,8,7,1131793155,X,Y,c08_s07_cov100_seed1131793155__p0041_k06,6,conservative,0,C00->C01;C01->C02;C02->C03;C03->C04;C05->C06;C06->X,fast_gate,ok,10,8,20,20,4.74046527397071,2.9706557931787136,6.489156688212849,7,O_true,C00;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,7,2.6645352591003757e-15,False
synthetic,,c08_s07_cov100_seed1131793155,8,7,1131793155,X,Y,c08_s07_cov100_seed1131793155__p0042_k06,6,conservative,0,C00->C01;C01->C02;C02->C03;C04->C05;C05->C06;C06->X,fast_gate,ok,10,8,20,20,4.74046527397071,2.9706557931787136,6.489156688212849,7,O_true,C00;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,7,2.6645352591003757e-15,False
synthetic,,c08_s07_cov100_seed1131793155,8,7,1131793155,X,Y,c08_s07_cov100_seed1131793155__p0043_k06,6,conservative,0,C00->C01;C01->C02;C03->C04;C04->C05;C05->C06;C06->X,fast_gate,ok,10,8,20,20,4.74046527397071,2.9706557931787136,6.489156688212849,7,O_true,C00;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,7,2.6645352591003757e-15,False
synthetic,,c08_s07_cov100_seed1131793155,8,7,1131793155,X,Y,c08_s07_cov100_seed1131793155__p0044_k06,6,conservative,0,C00->C01;C02->C03;C03->C04;C04->C05;C05->C06;C06->X,fast_gate,ok,10,8,20,20,4.74046527397071,2.9706557931787136,6.489156688212849,7,O_true,C00;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,7,2.6645352591003757e-15,False
synthetic,,c08_s07_cov100_seed1131793155,8,7,1131793155,X,Y,c08_s07_cov100_seed1131793155__p0045_k06,6,conservative,0,C01->C02;C02->C03;C03->C04;C04->C05;C05->C06;C06->X,fast_gate,ok,10,8,20,20,4.74046527397071,2.9706557931787136,6.489156688212849,7,O_true,C00;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,6,2.6645352591003757e-15,False
synthetic,,c08_s07_cov100_seed1131793155,8,7,1131793155,X,Y,c08_s07_cov100_seed1131793155__p0046_k07,7,conservative,0,C00->C01;C01->C02;C02->C03;C03->C04;C04->C05;C05->C06;C06->X,fast_gate,ok,10,8,20,20,4.74046527397071,2.9706557931787136,6.489156688212849,7,O_true,C00;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,7,2.6645352591003757e-15,False
synthetic,,c08_s07_cov100_seed2054962599,8,7,2054962599,X,Y,c08_s07_cov100_seed2054962599__p0000_k01,1,conservative,0,C00->C01,fast_gate,ok,10,8,20,20,4.091177152468957,2.460251095995386,5.886874120177978,7,O_true,C00;W,14,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,7,4.884981308350689e-15,False
synthetic,,c08_s07_cov100_seed2054962599,8,7,2054962599,X,Y,c08_s07_cov100_seed2054962599__p0001_k01,1,conservative,0,C01->C02,fast_gate,ok,10,8,20,20,4.091177152468957,2.460251095995386,5.886874120177978,7,O_true,C00;W,14,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,6,4.884981308350689e-15,False
synthetic,,c08_s07_cov100_seed2054962599,8,7,2054962599,X,Y,c08_s07_cov100_seed2054962599__p0002_k01,1,conservative,0,C02->C03,fast_gate,ok,10,8,20,20,4.091177152468957,2.460251095995386,5.886874120177978,7,O_true,C00;W,14,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,5,4.884981308350689e-15,False
synthetic,,c08_s07_cov100_seed2054962599,8,7,2054962599,X,Y,c08_s07_cov100_seed2054962599__p0003_k01,1,conservative,0,C03->C04,fast_gate,ok,10,8,20,20,4.091177152468957,2.460251095995386,5.886874120177978,7,O_true,C00;W,14,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,4,4.884981308350689e-15,False
synthetic,,c08_s07_cov100_seed2054962599,8,7,2054962599,X,Y,c08_s07_cov100_seed2054962599__p0004_k01,1,conservative,0,C04->C05,fast_gate,ok,10,8,20,20,4.091177152468957,2.460251095995386,5.886874120177978,7,O_true,C00;W,14,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,3,4.884981308350689e-15,False
synthetic,,c08_s07_cov100_seed2054962599,8,7,2054962599,X,Y,c08_s07_cov100_seed2054962599__p0005_k01,1,conservative,0,C05->C06,fast_gate,ok,10,8,20,20,4.091177152468957,2.460251095995386,5.886874120177978,7,O_true,C00;W,14,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,2,4.884981308350689e-15,False
synthetic,,c08_s07_cov100_seed2054962599,8,7,2054962599,X,Y,c08_s07_cov100_seed2054962599__p0006_k01,1,conservative,0,C06->X,fast_gate,ok,10,8,20,20,4.091177152468957,2.460251095995386,5.886874120177978,7,O_true,C00;W,14,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,4.884981308350689e-15,False
synthetic,,c08_s07_cov100_seed2054962599,8,7,2054962599,X,Y,c08_s07_cov100_seed2054962599__p0007_k02,2,conservative,0,C00->C01;C01->C02,fast_gate,ok,10,8,20,20,4.091177152468957,2.460251095995386,5.886874120177978,7,O_true,C00;W,14,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,7,4.884981308350689e-15,False
synthetic,,c08_s07_cov100_seed2054962599,8,7,2054962599,X,Y,c08_s07_cov100_seed2054962599__p0008_k02,2,conservative,0,C00->C01;C02->C03,fast_gate,ok,10,8,20,20,4.091177152468957,2.460251095995386,5.886874120177978,7,O_true,C00;W,14,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,7,4.884981308350689e-15,False
synthetic,,c08_s07_cov100_seed2054962599,8,7,2054962599,X,Y,c08_s07_cov100_seed2054962599__p0009_k02,2,conservative,0,C00->C01;C04->C05,fast_gate,ok,10,8,20,20,4.091177152468957,2.460251095995386,5.886874120177978,7,O_true,C00;W,14,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,7,4.884981308350689e-15,False
synthetic,,c08_s07_cov100_seed2054962599,8,7,2054962599,X,Y,c08_s07_cov100_seed2054962599__p0010_k02,2,conservative,0,C01->C02;C05->C06,fast_gate,ok,10,8,20,20,4.091177152468957,2.460251095995386,5.886874120177978,7,O_true,C00;W,14,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,6,4.884981308350689e-15,False
synthetic,,c08_s07_cov100_seed2054962599,8,7,2054962599,X,Y,c08_s07_cov100_seed2054962599__p0011_k02,2,conservative,0,C01->C02;C06->X,fast_gate,ok,10,8,20,20,4.091177152468957,2.460251095995386,5.886874120177978,7,O_true,C00;W,14,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,6,4.884981308350689e-15,False
synthetic,,c08_s07_cov100_seed2054962599,8,7,2054962599,X,Y,c08_s07_cov100_seed2054962599__p0012_k02,2,conservative,0,C02->C03;C03->C04,fast_gate,ok,10,8,20,20,4.091177152468957,2.460251095995386,5.886874120177978,7,O_true,C00;W,14,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,5,4.884981308350689e-15,False
synthetic,,c08_s07_cov100_seed2054962599,8,7,2054962599,X,Y,c08_s07_cov100_seed2054962599__p0013_k02,2,conservative,0,C02->C03;C04->C05,fast_gate,ok,10,8,20,20,4.091177152468957,2.460251095995386,5.886874120177978,7,O_true,C00;W,14,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,5,4.884981308350689e-15,False
synthetic,,c08_s07_cov100_seed2054962599,8,7,2054962599,X,Y,c08_s07_cov100_seed2054962599__p0014_k02,2,conservative,0,C04->C05;C06->X,fast_gate,ok,10,8,20,20,4.091177152468957,2.460251095995386,5.886874120177978,7,O_true,C00;W,14,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,3,4.884981308350689e-15,False
synthetic,,c08_s07_cov100_seed2054962599,8,7,2054962599,X,Y,c08_s07_cov100_seed2054962599__p0015_k03,3,conservative,0,C00->C01;C01->C02;C04->C05,fast_gate,ok,10,8,20,20,4.091177152468957,2.460251095995386,5.886874120177978,7,O_true,C00;W,14,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,7,4.884981308350689e-15,False
synthetic,,c08_s07_cov100_seed2054962599,8,7,2054962599,X,Y,c08_s07_cov100_seed2054962599__p0016_k03,3,conservative,0,C00->C01;C02->C03;C04->C05,fast_gate,ok,10,8,20,20,4.091177152468957,2.460251095995386,5.886874120177978,7,O_true,C00;W,14,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,7,4.884981308350689e-15,False
synthetic,,c08_s07_cov100_seed2054962599,8,7,2054962599,X,Y,c08_s07_cov100_seed2054962599__p0017_k03,3,conservative,0,C00->C01;C02->C03;C05->C06,fast_gate,ok,10,8,20,20,4.091177152468957,2.460251095995386,5.886874120177978,7,O_true,C00;W,14,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,7,4.884981308350689e-15,False
synthetic,,c08_s07_cov100_seed2054962599,8,7,2054962599,X,Y,c08_s07_cov100_seed2054962599__p0018_k03,3,conservative,0,C00->C01;C05->C06;C06->X,fast_gate,ok,10,8,20,20,4.091177152468957,2.460251095995386,5.886874120177978,7,O_true,C00;W,14,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,7,4.884981308350689e-15,False
synthetic,,c08_s07_cov100_seed2054962599,8,7,2054962599,X,Y,c08_s07_cov100_seed2054962599__p0019_k03,3,conservative,0,C01->C02;C02->C03;C04->C05,fast_gate,ok,10,8,20,20,4.091177152468957,2.460251095995386,5.886874120177978,7,O_true,C00;W,14,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,6,4.884981308350689e-15,False
synthetic,,c08_s07_cov100_seed2054962599,8,7,2054962599,X,Y,c08_s07_cov100_seed2054962599__p0020_k03,3,conservative,0,C02->C03;C03->C04;C05->C06,fast_gate,ok,10,8,20,20,4.091177152468957,2.460251095995386,5.886874120177978,7,O_true,C00;W,14,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,5,4.884981308350689e-15,False
synthetic,,c08_s07_cov100_seed2054962599,8,7,2054962599,X,Y,c08_s07_cov100_seed2054962599__p0021_k03,3,conservative,0,C03->C04;C04->C05;C06->X,fast_gate,ok,10,8,20,20,4.091177152468957,2.460251095995386,5.886874120177978,7,O_true,C00;W,14,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,4,4.884981308350689e-15,False
synthetic,,c08_s07_cov100_seed2054962599,8,7,2054962599,X,Y,c08_s07_cov100_seed2054962599__p0022_k03,3,conservative,0,C04->C05;C05->C06;C06->X,fast_gate,ok,10,8,20,20,4.091177152468957,2.460251095995386,5.886874120177978,7,O_true,C00;W,14,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,3,4.884981308350689e-15,False
synthetic,,c08_s07_cov100_seed2054962599,8,7,2054962599,X,Y,c08_s07_cov100_seed2054962599__p0023_k04,4,conservative,0,C00->C01;C01->C02;C02->C03;C03->C04,fast_gate,ok,10,8,20,20,4.091177152468957,2.460251095995386,5.886874120177978,7,O_true,C00;W,14,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,7,4.884981308350689e-15,False
synthetic,,c08_s07_cov100_seed2054962599,8,7,2054962599,X,Y,c08_s07_cov100_seed2054962599__p0024_k04,4,conservative,0,C00->C01;C01->C02;C02->C03;C04->C05,fast_gate,ok,10,8,20,20,4.091177152468957,2.460251095995386,5.886874120177978,7,O_true,C00;W,14,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,7,4.884981308350689e-15,False
synthetic,,c08_s07_cov100_seed2054962599,8,7,2054962599,X,Y,c08_s07_cov100_seed2054962599__p0025_k04,4,conservative,0,C00->C01;C01->C02;C03->C04;C06->X,fast_gate,ok,10,8,20,20,4.091177152468957,2.460251095995386,5.886874120177978,7,O_true,C00;W,14,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,7,4.884981308350689e-15,False
synthetic,,c08_s07_cov100_seed2054962599,8,7,2054962599,X,Y,c08_s07_cov100_seed2054962599__p0026_k04,4,conservative,0,C00->C01;C01->C02;C05->C06;C06->X,fast_gate,ok,10,8,20,20,4.091177152468957,2.460251095995386,5.886874120177978,7,O_true,C00;W,14,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,7,4.884981308350689e-15,False
synthetic,,c08_s07_cov100_seed2054962599,8,7,2054962599,X,Y,c08_s07_cov100_seed2054962599__p0027_k04,4,conservative,0,C00->C01;C02->C03;C04->C05;C05->C06,fast_gate,ok,10,8,20,20,4.091177152468957,2.460251095995386,5.886874120177978,7,O_true,C00;W,14,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,7,4.884981308350689e-15,False
synthetic,,c08_s07_cov100_seed2054962599,8,7,2054962599,X,Y,c08_s07_cov100_seed2054962599__p0028_k04,4,conservative,0,C00->C01;C02->C03;C04->C05;C06->X,fast_gate,ok,10,8,20,20,4.091177152468957,2.460251095995386,5.886874120177978,7,O_true,C00;W,14,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,7,4.884981308350689e-15,False
synthetic,,c08_s07_cov100_seed2054962599,8,7,2054962599,X,Y,c08_s07_cov100_seed2054962599__p0029_k04,4,conservative,0,C01->C02;C03->C04;C05->C06;C06->X,fast_gate,ok,10,8,20,20,4.091177152468957,2.460251095995386,5.886874120177978,7,O_true,C00;W,14,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,6,4.884981308350689e-15,False
synthetic,,c08_s07_cov100_seed2054962599,8,7,2054962599,X,Y,c08_s07_cov100_seed2054962599__p0030_k04,4,conservative,0,C02->C03;C03->C04;C04->C05;C05->C06,fast_gate,ok,10,8,20,20,4.091177152468957,2.460251095995386,5.886874120177978,7,O_true,C00;W,14,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,5,4.884981308350689e-15,False
synthetic,,c08_s07_cov100_seed2054962599,8,7,2054962599,X,Y,c08_s07_cov100_seed2054962599__p0031_k05,5,conservative,0,C00->C01;C01->C02;C02->C03;C03->C04;C05->C06,fast_gate,ok,10,8,20,20,4.091177152468957,2.460251095995386,5.886874120177978,7,O_true,C00;W,14,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,7,4.884981308350689e-15,False
synthetic,,c08_s07_cov100_seed2054962599,8,7,2054962599,X,Y,c08_s07_cov100_seed2054962599__p0032_k05,5,conservative,0,C00->C01;C01->C02;C02->C03;C03->C04;C06->X,fast_gate,ok,10,8,20,20,4.091177152468957,2.460251095995386,5.886874120177978,7,O_true,C00;W,14,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,7,4.884981308350689e-15,False
synthetic,,c08_s07_cov100_seed2054962599,8,7,2054962599,X,Y,c08_s07_cov100_seed2054962599__p0033_k05,5,conservative,0,C00->C01;C01->C02;C02->C03;C04->C05;C05->C06,fast_gate,ok,10,8,20,20,4.091177152468957,2.460251095995386,5.886874120177978,7,O_true,C00;W,14,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,7,4.884981308350689e-15,False
synthetic,,c08_s07_cov100_seed2054962599,8,7,2054962599,X,Y,c08_s07_cov100_seed2054962599__p0034_k05,5,conservative,0,C00->C01;C01->C02;C04->C05;C05->C06;C06->X,fast_gate,ok,10,8,20,20,4.091177152468957,2.460251095995386,5.886874120177978,7,O_true,C00;W,14,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,7,4.884981308350689e-15,False
synthetic,,c08_s07_cov100_seed2054962599,8,7,2054962599,X,Y,c08_s07_cov100_seed2054962599__p0035_k05,5,conservative,0,C00->C01;C02->C03;C03->C04;C04->C05;C05->C06,fast_gate,ok,10,8,20,20,4.091177152468957,2.460251095995386,5.886874120177978,7,O_true,C00;W,14,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,7,4.884981308350689e-15,False
synthetic,,c08_s07_cov100_seed2054962599,8,7,2054962599,X,Y,c08_s07_cov100_seed2054962599__p0036_k05,5,conservative,0,C01->C02;C02->C03;C03->C04;C05->C06;C06->X,fast_gate,ok,10,8,20,20,4.091177152468957,2.460251095995386,5.886874120177978,7,O_true,C00;W,14,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",e1_ladder,mpdag_criterion,True,False,6,4.884981308350689e-15,False
