arm,base_wrongness,coverage,n_tiers,predictor,endpoint,is_primary,is_sensitivity,is_secondary,stratum_n_instances,n,n_excluded_unreached,n_excluded_nan,predictor_constant,underpowered,status,tau_b,p_value,ci_lo_2p5,ci_hi_97p5,n_boot_nan,r_assumes
flip,0.25,1.0,,n_k,AUC_abs,False,False,True,134,134,0,0,False,False,ok,0.2745783193531179,1.680993114916141e-05,0.15900853267750073,0.3807769191131693,0,
flip,0.25,1.0,,n_k,AUC_frac,True,False,False,134,134,0,0,False,False,ok,-0.19369487686257172,0.0023704455958628917,-0.3322588831502529,-0.05318967853162917,0,
flip,0.25,1.0,,n_k,AUC_frac_usable,False,True,False,134,133,0,1,False,False,ok,0.5572960934064954,4.795889226415444e-16,0.4732638029029341,0.6353693126780858,0,
flip,0.25,1.0,,r_val,AUC_frac,True,False,False,134,134,0,0,False,False,ok,0.3460809305868245,8.576367154007352e-08,0.20907445151822365,0.47212528861622344,0,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)"
flip,0.25,1.0,,r_val,AUC_frac_usable,False,True,False,134,133,0,1,False,False,ok,0.35489522914686167,3.494240666359197e-07,0.22296697882794597,0.47600530496786675,0,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)"
flip,0.25,1.0,,shd_cpdag,AUC_frac,True,False,False,134,134,0,0,False,False,ok,-0.19369487686257172,0.0023704455958628917,-0.3322588831502529,-0.05318967853162917,0,
flip,0.25,1.0,,shd_cpdag,AUC_frac_usable,False,True,False,134,133,0,1,False,False,ok,0.5572960934064954,4.795889226415444e-16,0.4732638029029341,0.6353693126780858,0,
flip,0.25,1.0,,shd_truth,AUC_frac,True,False,False,134,134,0,0,False,False,ok,-0.13414316812674307,0.05491519057726567,-0.2858572391481276,0.02074880878163819,0,
flip,0.25,1.0,,shd_truth,AUC_frac_usable,False,True,False,134,133,0,1,False,False,ok,0.5822941901378627,1.0431647792499237e-14,0.4880761975329451,0.6660690217970178,0,
flip,0.25,1.0,,undirected_fraction,AUC_frac,True,False,False,134,134,0,0,False,False,ok,-0.19369487686257172,0.0023704455958628917,-0.3322588831502529,-0.05318967853162917,0,
flip,0.25,1.0,,undirected_fraction,AUC_frac_usable,False,True,False,134,133,0,1,False,False,ok,0.5572960934064954,4.795889226415444e-16,0.4732638029029341,0.6353693126780858,0,
tiered,,,2.0,n_k,AUC_abs,False,False,True,190,190,0,0,False,False,ok,0.10240078769385907,0.06605031814570606,-0.019129121058117173,0.2174271736032329,0,
tiered,,,2.0,n_k,AUC_frac_rate,True,False,False,190,190,0,0,False,False,ok,-0.4333529440556519,7.430360447686076e-15,-0.515114434445869,-0.3473879188885937,0,
tiered,,,2.0,n_k,AUC_frac_usable,False,True,False,190,190,0,0,False,False,ok,-0.6017985089870106,3.4717367443544354e-27,-0.646008295272682,-0.5537206869775296,0,
tiered,,,2.0,r_val,AUC_frac_rate,True,False,False,190,190,0,0,False,False,ok,0.7992833079036379,4.2251447265918337e-51,0.7613081714434466,0.8335413050590466,0,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)"
tiered,,,2.0,r_val,AUC_frac_usable,False,True,False,190,190,0,0,False,False,ok,0.803388393221954,1.3301745900338975e-51,0.7720798228551833,0.8322769794428801,0,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)"
tiered,,,2.0,shd_cpdag,AUC_frac_rate,True,False,False,190,190,0,0,False,False,ok,0.18784989715320638,0.0005024549710284729,0.07780303350840895,0.29380816413607536,0,
tiered,,,2.0,shd_cpdag,AUC_frac_usable,False,True,False,190,190,0,0,False,False,ok,0.2894781160670339,8.251872367330453e-08,0.18562191784815285,0.3936214371930703,0,
tiered,,,2.0,shd_truth,AUC_frac_rate,True,False,False,190,190,0,0,False,False,ok,0.15918708704522289,0.002971506299559523,0.06167167834309717,0.25526629034824505,0,
tiered,,,2.0,shd_truth,AUC_frac_usable,False,True,False,190,190,0,0,False,False,ok,0.29011111603498274,6.177375440329772e-08,0.20214641898162947,0.3766883873349253,0,
tiered,,,2.0,undirected_fraction,AUC_frac_rate,True,False,False,190,190,0,0,False,False,ok,0.15882199187252394,0.002242636842756346,0.057744483481421534,0.2576094870560506,0,
tiered,,,2.0,undirected_fraction,AUC_frac_usable,False,True,False,190,190,0,0,False,False,ok,0.271148560969242,1.816961171582656e-07,0.18220696109426868,0.36017500215335063,0,
tiered,,,3.0,n_k,AUC_abs,False,False,True,238,238,0,0,False,False,ok,-0.05208619485739881,0.27591313986305155,-0.13735186937270003,0.02954229163113118,0,
tiered,,,3.0,n_k,AUC_frac_rate,True,False,False,238,238,0,0,False,False,ok,-0.46973928809484095,2.3206846405444973e-22,-0.5411845500209811,-0.3958151731489478,0,
tiered,,,3.0,n_k,AUC_frac_usable,False,True,False,238,238,0,0,False,False,ok,-0.46082142711299867,1.5493447197354888e-21,-0.5323733969439307,-0.3874179588290428,0,
tiered,,,3.0,r_val,AUC_frac_rate,True,False,False,238,238,0,0,False,False,ok,0.8108143174929328,7.595982389733113e-64,0.7867624874303556,0.8327916197180023,0,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)"
tiered,,,3.0,r_val,AUC_frac_usable,False,True,False,238,238,0,0,False,False,ok,0.8050424539897816,7.835782804675286e-63,0.779542003546668,0.8270695860041223,0,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)"
tiered,,,3.0,shd_cpdag,AUC_frac_rate,True,False,False,238,238,0,0,False,False,ok,0.03009445921461263,0.530254123456293,-0.05742810001137354,0.12273658336274908,0,
tiered,,,3.0,shd_cpdag,AUC_frac_usable,False,True,False,238,238,0,0,False,False,ok,0.07340728296386807,0.126207827090925,-0.01655563414213434,0.16664521130850676,0,
tiered,,,3.0,shd_truth,AUC_frac_rate,True,False,False,238,238,0,0,False,False,ok,0.023996434752862793,0.6319651194439547,-0.06347664941230283,0.11374624644060846,0,
tiered,,,3.0,shd_truth,AUC_frac_usable,False,True,False,238,238,0,0,False,False,ok,0.04972830734407169,0.3214530463969475,-0.03977273746139202,0.1411050103773466,0,
tiered,,,3.0,undirected_fraction,AUC_frac_rate,True,False,False,238,238,0,0,False,False,ok,0.018405538554825327,0.6941212792531832,-0.06590922399307857,0.10634181941238355,0,
tiered,,,3.0,undirected_fraction,AUC_frac_usable,False,True,False,238,238,0,0,False,False,ok,0.054270249052047886,0.24673523166559774,-0.031888447910508606,0.14215584825558011,0,
tiered,,,4.0,n_k,AUC_abs,False,False,True,240,240,0,0,False,False,ok,-0.20850407569903978,1.3682806665385055e-05,-0.2906334178667804,-0.12633492779028754,0,
tiered,,,4.0,n_k,AUC_frac_rate,True,False,False,240,240,0,0,False,False,ok,-0.42509931699735803,4.324292856195097e-18,-0.5021422857301607,-0.3465909133482172,0,
tiered,,,4.0,n_k,AUC_frac_usable,False,True,False,240,240,0,0,False,False,ok,-0.3889592979933362,2.8277375475889024e-15,-0.4673578699745233,-0.30976435544344566,0,
tiered,,,4.0,r_val,AUC_frac_rate,True,False,False,240,240,0,0,False,False,ok,0.7772663313345648,2.4555470749697584e-56,0.7526493066263331,0.7981700229499342,0,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)"
tiered,,,4.0,r_val,AUC_frac_usable,False,True,False,240,240,0,0,False,False,ok,0.7428682243310566,3.4961548537255333e-51,0.7152560735750838,0.7676900110630568,0,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)"
tiered,,,4.0,shd_cpdag,AUC_frac_rate,True,False,False,240,240,0,0,False,False,ok,0.05259588096579613,0.27975963810927884,-0.04262488217878649,0.15179593099760025,0,
tiered,,,4.0,shd_cpdag,AUC_frac_usable,False,True,False,240,240,0,0,False,False,ok,0.09986073379304351,0.041030012033956814,0.006581387600849869,0.1973142057145196,0,
tiered,,,4.0,shd_truth,AUC_frac_rate,True,False,False,240,240,0,0,False,False,ok,0.11116647189489604,0.031065615101792062,0.015244815651712483,0.20834149796454152,0,
tiered,,,4.0,shd_truth,AUC_frac_usable,False,True,False,240,240,0,0,False,False,ok,0.15055861137082177,0.003642633244208353,0.056052963844259396,0.24611387652094563,0,
tiered,,,4.0,undirected_fraction,AUC_frac_rate,True,False,False,240,240,0,0,False,False,ok,0.06431964738410484,0.17805800073322597,-0.02773128293287927,0.15778137292128158,0,
tiered,,,4.0,undirected_fraction,AUC_frac_usable,False,True,False,240,240,0,0,False,False,ok,0.10925857322236604,0.022741186335398084,0.01972255750587453,0.19935001278167797,0,
