instance_id,arm,gate,component_size,separation,n_tiers,bin,n_samples,n_contradictory,n_noncontra,contradiction_rate,S,S_contra_as_fail
c08_s04_cov100_seed00000001_xarm_nt2,tiered,fast_gate,8,4,2,0.4,400,274,126,0.685,0.6825396825396826,0.215
c08_s04_cov100_seed00000001_xarm_nt2,tiered,fast_gate,8,4,2,0.55,600,461,139,0.7683333333333333,0.5971223021582733,0.13833333333333334
c08_s04_cov100_seed00000001_xarm_nt2,flip,fast_gate,8,4,2,0.85,200,0,200,0.0,0.68,0.68
c08_s04_cov100_seed00000001_xarm_nt2,flip,fast_gate,8,4,2,1.1,200,145,55,0.725,0.0,0.0
c08_s04_cov100_seed00000001_xarm_nt2,flip,fast_gate,8,4,2,unresolved_all_contradictory,200,200,0,1.0,,0.0
c08_s04_cov100_seed00000002_xarm_nt2,tiered,fast_gate,8,4,2,0.0,200,0,200,0.0,1.0,1.0
c08_s04_cov100_seed00000002_xarm_nt2,tiered,fast_gate,8,4,2,0.1,600,337,263,0.5616666666666666,0.9847908745247148,0.43166666666666664
c08_s04_cov100_seed00000002_xarm_nt2,tiered,fast_gate,8,4,2,0.25,200,121,79,0.605,0.9240506329113924,0.365
c08_s04_cov100_seed00000002_xarm_nt2,tiered,fast_gate,8,4,2,0.4,400,303,97,0.7575,0.7525773195876289,0.1825
c08_s04_cov100_seed00000002_xarm_nt2,tiered,fast_gate,8,4,2,0.55,400,310,90,0.775,0.6555555555555556,0.1475
c08_s04_cov100_seed00000002_xarm_nt2,tiered,fast_gate,8,4,2,0.7,200,173,27,0.865,0.5555555555555556,0.075
c08_s04_cov100_seed00000002_xarm_nt2,flip,fast_gate,8,4,2,1.1,200,0,200,0.0,0.0,0.0
c08_s04_cov100_seed00000003_xarm_nt2,tiered,fast_gate,8,4,2,0.0,200,0,200,0.0,1.0,1.0
c08_s04_cov100_seed00000003_xarm_nt2,tiered,fast_gate,8,4,2,0.1,200,76,124,0.38,1.0,0.62
c08_s04_cov100_seed00000003_xarm_nt2,tiered,fast_gate,8,4,2,0.25,600,357,243,0.595,0.9506172839506173,0.385
c08_s04_cov100_seed00000003_xarm_nt2,tiered,fast_gate,8,4,2,0.35,200,138,62,0.69,0.8387096774193549,0.26
c08_s04_cov100_seed00000003_xarm_nt2,tiered,fast_gate,8,4,2,0.6,600,468,132,0.78,0.7954545454545454,0.175
c08_s04_cov100_seed00000003_xarm_nt2,tiered,fast_gate,8,4,2,0.75,200,170,30,0.85,0.5666666666666667,0.085
c08_s04_cov100_seed00000003_xarm_nt2,flip,fast_gate,8,4,2,0.6,200,0,200,0.0,0.65,0.65
c08_s04_cov100_seed00000003_xarm_nt2,flip,fast_gate,8,4,2,1.1,200,60,140,0.3,0.4857142857142857,0.34
c08_s04_cov100_seed00000003_xarm_nt2,flip,fast_gate,8,4,2,unresolved_all_contradictory,200,200,0,1.0,,0.0
c08_s04_cov100_seed00000004_xarm_nt2,tiered,fast_gate,8,4,2,0.0,200,0,200,0.0,1.0,1.0
c08_s04_cov100_seed00000004_xarm_nt2,tiered,fast_gate,8,4,2,0.1,800,464,336,0.58,0.7827380952380952,0.32875
c08_s04_cov100_seed00000004_xarm_nt2,tiered,fast_gate,8,4,2,0.25,200,147,53,0.735,0.7547169811320755,0.2
c08_s04_cov100_seed00000004_xarm_nt2,tiered,fast_gate,8,4,2,0.4,600,496,104,0.8266666666666667,0.6057692307692307,0.105
c08_s04_cov100_seed00000004_xarm_nt2,tiered,fast_gate,8,4,2,0.6,200,172,28,0.86,0.5357142857142857,0.075
c08_s04_cov100_seed00000004_xarm_nt2,flip,fast_gate,8,4,2,0.7,200,0,200,0.0,0.47,0.47
c08_s04_cov100_seed00000004_xarm_nt2,flip,fast_gate,8,4,2,unresolved_all_contradictory,200,200,0,1.0,,0.0
c08_s04_cov100_seed00000005_xarm_nt2,tiered,fast_gate,8,4,2,0.0,200,0,200,0.0,1.0,1.0
c08_s04_cov100_seed00000005_xarm_nt2,tiered,fast_gate,8,4,2,0.1,200,54,146,0.27,0.7808219178082192,0.57
c08_s04_cov100_seed00000005_xarm_nt2,tiered,fast_gate,8,4,2,0.25,600,318,282,0.53,0.6879432624113475,0.3233333333333333
c08_s04_cov100_seed00000005_xarm_nt2,tiered,fast_gate,8,4,2,0.4,600,451,149,0.7516666666666667,0.5570469798657718,0.13833333333333334
c08_s04_cov100_seed00000005_xarm_nt2,tiered,fast_gate,8,4,2,0.55,400,316,84,0.79,0.35714285714285715,0.075
c08_s04_cov100_seed00000005_xarm_nt2,flip,fast_gate,8,4,2,0.85,200,0,200,0.0,0.645,0.645
c08_s04_cov100_seed00000005_xarm_nt2,flip,fast_gate,8,4,2,1.1,200,130,70,0.65,0.0,0.0
c08_s04_cov100_seed00000005_xarm_nt2,flip,fast_gate,8,4,2,unresolved_all_contradictory,200,200,0,1.0,,0.0
c08_s04_cov100_seed00000006_xarm_nt2,tiered,fast_gate,8,4,2,0.0,200,0,200,0.0,1.0,1.0
c08_s04_cov100_seed00000006_xarm_nt2,tiered,fast_gate,8,4,2,0.1,600,269,331,0.4483333333333333,0.770392749244713,0.425
c08_s04_cov100_seed00000006_xarm_nt2,tiered,fast_gate,8,4,2,0.25,400,244,156,0.61,0.6987179487179487,0.2725
c08_s04_cov100_seed00000006_xarm_nt2,tiered,fast_gate,8,4,2,0.4,600,436,164,0.7266666666666667,0.4634146341463415,0.12666666666666668
c08_s04_cov100_seed00000006_xarm_nt2,tiered,fast_gate,8,4,2,0.55,200,174,26,0.87,0.2692307692307692,0.035
c08_s04_cov100_seed00000006_xarm_nt2,flip,fast_gate,8,4,2,0.7,200,0,200,0.0,0.71,0.71
c08_s04_cov100_seed00000006_xarm_nt2,flip,fast_gate,8,4,2,unresolved_all_contradictory,400,400,0,1.0,,0.0
c08_s04_cov100_seed00000007_xarm_nt2,tiered,fast_gate,8,4,2,0.0,200,0,200,0.0,1.0,1.0
c08_s04_cov100_seed00000007_xarm_nt2,tiered,fast_gate,8,4,2,0.1,600,329,271,0.5483333333333333,0.7232472324723247,0.32666666666666666
c08_s04_cov100_seed00000007_xarm_nt2,tiered,fast_gate,8,4,2,0.25,400,279,121,0.6975,0.6694214876033058,0.2025
c08_s04_cov100_seed00000007_xarm_nt2,tiered,fast_gate,8,4,2,0.4,600,501,99,0.835,0.43434343434343436,0.07166666666666667
c08_s04_cov100_seed00000007_xarm_nt2,tiered,fast_gate,8,4,2,0.55,200,174,26,0.87,0.19230769230769232,0.025
c08_s04_cov100_seed00000007_xarm_nt2,flip,fast_gate,8,4,2,0.7,200,0,200,0.0,0.51,0.51
c08_s04_cov100_seed00000007_xarm_nt2,flip,fast_gate,8,4,2,unresolved_all_contradictory,200,200,0,1.0,,0.0
c08_s04_cov100_seed00000008_xarm_nt2,tiered,fast_gate,8,4,2,0.0,200,0,200,0.0,1.0,1.0
c08_s04_cov100_seed00000008_xarm_nt2,tiered,fast_gate,8,4,2,0.1,800,461,339,0.57625,0.9557522123893806,0.405
c08_s04_cov100_seed00000008_xarm_nt2,tiered,fast_gate,8,4,2,0.25,200,158,42,0.79,0.7380952380952381,0.155
c08_s04_cov100_seed00000008_xarm_nt2,tiered,fast_gate,8,4,2,0.4,600,489,111,0.815,0.6936936936936937,0.12833333333333333
c08_s04_cov100_seed00000008_xarm_nt2,tiered,fast_gate,8,4,2,0.55,200,169,31,0.845,0.3225806451612903,0.05
c08_s04_cov100_seed00000008_xarm_nt2,flip,fast_gate,8,4,2,1.1,200,0,200,0.0,0.0,0.0
c08_s04_cov100_seed00000009_xarm_nt2,tiered,fast_gate,8,4,2,0.0,200,0,200,0.0,1.0,1.0
c08_s04_cov100_seed00000009_xarm_nt2,tiered,fast_gate,8,4,2,0.1,200,91,109,0.455,1.0,0.545
c08_s04_cov100_seed00000009_xarm_nt2,tiered,fast_gate,8,4,2,0.25,600,406,194,0.6766666666666666,0.9484536082474226,0.30666666666666664
c08_s04_cov100_seed00000009_xarm_nt2,tiered,fast_gate,8,4,2,0.4,800,649,151,0.81125,0.7218543046357616,0.13625
c08_s04_cov100_seed00000009_xarm_nt2,tiered,fast_gate,8,4,2,0.7,200,176,24,0.88,0.25,0.03
c08_s04_cov100_seed00000009_xarm_nt2,flip,fast_gate,8,4,2,1.1,200,0,200,0.0,0.455,0.455
c08_s04_cov100_seed00000009_xarm_nt2,flip,fast_gate,8,4,2,1.25,200,0,200,0.0,0.0,0.0
c08_s04_cov100_seed00000010_xarm_nt2,tiered,fast_gate,8,4,2,0.0,200,0,200,0.0,1.0,1.0
c08_s04_cov100_seed00000010_xarm_nt2,tiered,fast_gate,8,4,2,0.1,200,73,127,0.365,0.8110236220472441,0.515
c08_s04_cov100_seed00000010_xarm_nt2,tiered,fast_gate,8,4,2,0.2,600,406,194,0.6766666666666666,0.7525773195876289,0.24333333333333335
c08_s04_cov100_seed00000010_xarm_nt2,tiered,fast_gate,8,4,2,0.25,200,156,44,0.78,0.5909090909090909,0.13
c08_s04_cov100_seed00000010_xarm_nt2,tiered,fast_gate,8,4,2,0.4,400,344,56,0.86,0.48214285714285715,0.0675
c08_s04_cov100_seed00000010_xarm_nt2,tiered,fast_gate,8,4,2,0.3,200,169,31,0.845,0.45161290322580644,0.07
c08_s04_cov100_seed00000010_xarm_nt2,tiered,fast_gate,8,4,2,0.55,200,174,26,0.87,0.23076923076923078,0.03
c08_s04_cov100_seed00000010_xarm_nt2,flip,fast_gate,8,4,2,0.65,200,0,200,0.0,0.55,0.55
c08_s04_cov100_seed00000010_xarm_nt2,flip,fast_gate,8,4,2,1.2,200,0,200,0.0,0.0,0.0
c08_s04_cov100_seed00000011_xarm_nt2,tiered,fast_gate,8,4,2,0.0,200,0,200,0.0,1.0,1.0
c08_s04_cov100_seed00000011_xarm_nt2,tiered,fast_gate,8,4,2,0.1,800,476,324,0.595,1.0,0.405
c08_s04_cov100_seed00000011_xarm_nt2,tiered,fast_gate,8,4,2,0.25,200,158,42,0.79,0.9523809523809523,0.2
c08_s04_cov100_seed00000011_xarm_nt2,tiered,fast_gate,8,4,2,0.4,600,515,85,0.8583333333333333,0.788235294117647,0.11166666666666666
c08_s04_cov100_seed00000011_xarm_nt2,tiered,fast_gate,8,4,2,0.7,200,173,27,0.865,0.6296296296296297,0.085
c08_s04_cov100_seed00000011_xarm_nt2,flip,fast_gate,8,4,2,1.1,200,0,200,0.0,0.0,0.0
c08_s04_cov100_seed00000012_xarm_nt2,tiered,fast_gate,8,4,2,0.0,200,0,200,0.0,1.0,1.0
c08_s04_cov100_seed00000012_xarm_nt2,tiered,fast_gate,8,4,2,0.1,200,56,144,0.28,1.0,0.72
c08_s04_cov100_seed00000012_xarm_nt2,tiered,fast_gate,8,4,2,0.25,600,288,312,0.48,0.967948717948718,0.5033333333333333
c08_s04_cov100_seed00000012_xarm_nt2,tiered,fast_gate,8,4,2,0.4,200,140,60,0.7,0.8833333333333333,0.265
c08_s04_cov100_seed00000012_xarm_nt2,tiered,fast_gate,8,4,2,0.55,800,576,224,0.72,0.6651785714285714,0.18625
c08_s04_cov100_seed00000012_xarm_nt2,flip,fast_gate,8,4,2,0.7,200,0,200,0.0,0.535,0.535
c08_s04_cov100_seed00000012_xarm_nt2,flip,fast_gate,8,4,2,unresolved_all_contradictory,200,200,0,1.0,,0.0
c08_s04_cov100_seed00000013_xarm_nt2,tiered,fast_gate,8,4,2,0.0,200,0,200,0.0,1.0,1.0
c08_s04_cov100_seed00000013_xarm_nt2,tiered,fast_gate,8,4,2,0.1,800,546,254,0.6825,0.6811023622047244,0.21625
c08_s04_cov100_seed00000013_xarm_nt2,tiered,fast_gate,8,4,2,0.25,200,166,34,0.83,0.6764705882352942,0.115
c08_s04_cov100_seed00000013_xarm_nt2,tiered,fast_gate,8,4,2,0.4,600,517,83,0.8616666666666667,0.43373493975903615,0.06
c08_s04_cov100_seed00000013_xarm_nt2,tiered,fast_gate,8,4,2,0.55,200,170,30,0.85,0.1,0.015
c08_s04_cov100_seed00000013_xarm_nt2,flip,fast_gate,8,4,2,1.1,200,0,200,0.0,0.0,0.0
c08_s04_cov100_seed00000014_xarm_nt2,tiered,fast_gate,8,4,2,0.0,200,0,200,0.0,1.0,1.0
c08_s04_cov100_seed00000014_xarm_nt2,tiered,fast_gate,8,4,2,0.1,600,345,255,0.575,0.984313725490196,0.41833333333333333
c08_s04_cov100_seed00000014_xarm_nt2,tiered,fast_gate,8,4,2,0.25,400,277,123,0.6925,0.8943089430894309,0.275
c08_s04_cov100_seed00000014_xarm_nt2,tiered,fast_gate,8,4,2,0.4,600,492,108,0.82,0.6759259259259259,0.12166666666666667
c08_s04_cov100_seed00000014_xarm_nt2,tiered,fast_gate,8,4,2,0.55,200,177,23,0.885,0.5217391304347826,0.06
c08_s04_cov100_seed00000014_xarm_nt2,flip,fast_gate,8,4,2,0.7,200,0,200,0.0,0.52,0.52
c08_s04_cov100_seed00000014_xarm_nt2,flip,fast_gate,8,4,2,unresolved_all_contradictory,200,200,0,1.0,,0.0
c08_s04_cov100_seed00000015_xarm_nt2,tiered,fast_gate,8,4,2,0.0,200,0,200,0.0,1.0,1.0
c08_s04_cov100_seed00000015_xarm_nt2,tiered,fast_gate,8,4,2,0.1,800,478,322,0.5975,0.9751552795031055,0.3925
c08_s04_cov100_seed00000015_xarm_nt2,tiered,fast_gate,8,4,2,0.25,200,170,30,0.85,0.7666666666666667,0.115
c08_s04_cov100_seed00000015_xarm_nt2,tiered,fast_gate,8,4,2,0.4,600,497,103,0.8283333333333334,0.47572815533980584,0.08166666666666667
c08_s04_cov100_seed00000015_xarm_nt2,tiered,fast_gate,8,4,2,0.55,200,176,24,0.88,0.16666666666666666,0.02
c08_s04_cov100_seed00000015_xarm_nt2,flip,fast_gate,8,4,2,1.1,200,0,200,0.0,0.0,0.0
c08_s04_cov100_seed00000016_xarm_nt2,tiered,fast_gate,8,4,2,0.0,200,0,200,0.0,1.0,1.0
c08_s04_cov100_seed00000016_xarm_nt2,tiered,fast_gate,8,4,2,0.1,200,30,170,0.15,0.8588235294117647,0.73
c08_s04_cov100_seed00000016_xarm_nt2,tiered,fast_gate,8,4,2,0.25,600,227,373,0.37833333333333335,0.7855227882037533,0.48833333333333334
c08_s04_cov100_seed00000016_xarm_nt2,tiered,fast_gate,8,4,2,0.4,600,381,219,0.635,0.6210045662100456,0.22666666666666666
c08_s04_cov100_seed00000016_xarm_nt2,tiered,fast_gate,8,4,2,0.55,400,277,123,0.6925,0.6260162601626016,0.1925
c08_s04_cov100_seed00000016_xarm_nt2,flip,fast_gate,8,4,2,0.75,200,0,200,0.0,0.755,0.755
c08_s04_cov100_seed00000016_xarm_nt2,flip,fast_gate,8,4,2,1.0,200,165,35,0.825,0.0,0.0
c08_s04_cov100_seed00000016_xarm_nt2,flip,fast_gate,8,4,2,unresolved_all_contradictory,400,400,0,1.0,,0.0
c08_s04_cov100_seed00000017_xarm_nt2,tiered,fast_gate,8,4,2,0.0,200,0,200,0.0,1.0,1.0
c08_s04_cov100_seed00000017_xarm_nt2,tiered,fast_gate,8,4,2,0.1,200,46,154,0.23,0.8831168831168831,0.68
c08_s04_cov100_seed00000017_xarm_nt2,tiered,fast_gate,8,4,2,0.4,600,322,278,0.5366666666666666,0.7410071942446043,0.3433333333333333
c08_s04_cov100_seed00000017_xarm_nt2,tiered,fast_gate,8,4,2,0.25,200,81,119,0.405,0.7899159663865546,0.47
c08_s04_cov100_seed00000017_xarm_nt2,tiered,fast_gate,8,4,2,0.55,600,414,186,0.69,0.510752688172043,0.15833333333333333
c08_s04_cov100_seed00000017_xarm_nt2,tiered,fast_gate,8,4,2,0.7,200,157,43,0.785,0.4186046511627907,0.09
c08_s04_cov100_seed00000017_xarm_nt2,flip,fast_gate,8,4,2,1.0,200,0,200,0.0,0.75,0.75
c08_s04_cov100_seed00000017_xarm_nt2,flip,fast_gate,8,4,2,1.1,200,131,69,0.655,0.0,0.0
c08_s04_cov100_seed00000017_xarm_nt2,flip,fast_gate,8,4,2,unresolved_all_contradictory,400,400,0,1.0,,0.0
c08_s04_cov100_seed00000018_xarm_nt2,tiered,fast_gate,8,4,2,0.0,200,0,200,0.0,1.0,1.0
c08_s04_cov100_seed00000018_xarm_nt2,tiered,fast_gate,8,4,2,0.1,200,82,118,0.41,1.0,0.59
c08_s04_cov100_seed00000018_xarm_nt2,tiered,fast_gate,8,4,2,0.25,600,378,222,0.63,0.954954954954955,0.35333333333333333
c08_s04_cov100_seed00000018_xarm_nt2,tiered,fast_gate,8,4,2,0.35,200,145,55,0.725,0.8909090909090909,0.245
c08_s04_cov100_seed00000018_xarm_nt2,tiered,fast_gate,8,4,2,0.5,600,496,104,0.8266666666666667,0.7211538461538461,0.125
c08_s04_cov100_seed00000018_xarm_nt2,tiered,fast_gate,8,4,2,0.6,200,177,23,0.885,0.6521739130434783,0.075
c08_s04_cov100_seed00000018_xarm_nt2,flip,fast_gate,8,4,2,0.6,200,0,200,0.0,0.675,0.675
c08_s04_cov100_seed00000018_xarm_nt2,flip,fast_gate,8,4,2,1.1,200,73,127,0.365,0.4881889763779528,0.31
c08_s04_cov100_seed00000018_xarm_nt2,flip,fast_gate,8,4,2,unresolved_all_contradictory,200,200,0,1.0,,0.0
c08_s04_cov100_seed00000019_xarm_nt2,tiered,fast_gate,8,4,2,0.0,200,0,200,0.0,1.0,1.0
c08_s04_cov100_seed00000019_xarm_nt2,tiered,fast_gate,8,4,2,0.1,200,69,131,0.345,1.0,0.655
c08_s04_cov100_seed00000019_xarm_nt2,tiered,fast_gate,8,4,2,0.25,600,317,283,0.5283333333333333,0.9646643109540636,0.455
c08_s04_cov100_seed00000019_xarm_nt2,tiered,fast_gate,8,4,2,0.4,400,288,112,0.72,0.8660714285714286,0.2425
c08_s04_cov100_seed00000019_xarm_nt2,tiered,fast_gate,8,4,2,0.55,600,470,130,0.7833333333333333,0.7461538461538462,0.16166666666666665
c08_s04_cov100_seed00000019_xarm_nt2,flip,fast_gate,8,4,2,0.85,200,0,200,0.0,0.675,0.675
c08_s04_cov100_seed00000019_xarm_nt2,flip,fast_gate,8,4,2,1.0,200,127,73,0.635,1.0,0.365
c08_s04_cov100_seed00000019_xarm_nt2,flip,fast_gate,8,4,2,unresolved_all_contradictory,200,200,0,1.0,,0.0
c08_s05_cov100_seed00000000_xarm_nt2,tiered,fast_gate,8,5,2,0.0,200,0,200,0.0,1.0,1.0
c08_s05_cov100_seed00000000_xarm_nt2,tiered,fast_gate,8,5,2,0.1,200,77,123,0.385,1.0,0.615
c08_s05_cov100_seed00000000_xarm_nt2,tiered,fast_gate,8,5,2,0.25,600,371,229,0.6183333333333333,0.9475982532751092,0.3616666666666667
c08_s05_cov100_seed00000000_xarm_nt2,tiered,fast_gate,8,5,2,0.4,400,311,89,0.7775,0.8089887640449438,0.18
c08_s05_cov100_seed00000000_xarm_nt2,tiered,fast_gate,8,5,2,0.55,400,336,64,0.84,0.703125,0.1125
c08_s05_cov100_seed00000000_xarm_nt2,tiered,fast_gate,8,5,2,0.7,200,164,36,0.82,0.6666666666666666,0.12
c08_s05_cov100_seed00000000_xarm_nt2,flip,fast_gate,8,5,2,1.1,200,0,200,0.0,0.465,0.465
c08_s05_cov100_seed00000000_xarm_nt2,flip,fast_gate,8,5,2,1.25,200,0,200,0.0,0.0,0.0
c08_s05_cov100_seed00000001_xarm_nt2,tiered,fast_gate,8,5,2,0.0,200,0,200,0.0,1.0,1.0
c08_s05_cov100_seed00000001_xarm_nt2,tiered,fast_gate,8,5,2,0.1,200,60,140,0.3,1.0,0.7
c08_s05_cov100_seed00000001_xarm_nt2,tiered,fast_gate,8,5,2,0.25,600,291,309,0.485,0.912621359223301,0.47
c08_s05_cov100_seed00000001_xarm_nt2,tiered,fast_gate,8,5,2,0.4,800,576,224,0.72,0.8794642857142857,0.24625
c08_s05_cov100_seed00000001_xarm_nt2,tiered,fast_gate,8,5,2,0.55,200,154,46,0.77,0.6739130434782609,0.155
c08_s05_cov100_seed00000001_xarm_nt2,flip,fast_gate,8,5,2,0.85,200,0,200,0.0,0.695,0.695
c08_s05_cov100_seed00000001_xarm_nt2,flip,fast_gate,8,5,2,1.1,200,129,71,0.645,0.0,0.0
c08_s05_cov100_seed00000001_xarm_nt2,flip,fast_gate,8,5,2,unresolved_all_contradictory,200,200,0,1.0,,0.0
c08_s05_cov100_seed00000002_xarm_nt2,tiered,fast_gate,8,5,2,0.0,200,0,200,0.0,1.0,1.0
c08_s05_cov100_seed00000002_xarm_nt2,tiered,fast_gate,8,5,2,0.1,800,458,342,0.5725,1.0,0.4275
c08_s05_cov100_seed00000002_xarm_nt2,tiered,fast_gate,8,5,2,0.25,200,158,42,0.79,0.9761904761904762,0.205
c08_s05_cov100_seed00000002_xarm_nt2,tiered,fast_gate,8,5,2,0.4,600,507,93,0.845,0.8172043010752689,0.12666666666666668
c08_s05_cov100_seed00000002_xarm_nt2,tiered,fast_gate,8,5,2,0.55,200,176,24,0.88,0.4583333333333333,0.055
c08_s05_cov100_seed00000002_xarm_nt2,flip,fast_gate,8,5,2,1.1,200,0,200,0.0,0.0,0.0
c08_s05_cov100_seed00000003_xarm_nt2,tiered,fast_gate,8,5,2,0.0,200,0,200,0.0,1.0,1.0
c08_s05_cov100_seed00000003_xarm_nt2,tiered,fast_gate,8,5,2,0.1,800,478,322,0.5975,1.0,0.4025
c08_s05_cov100_seed00000003_xarm_nt2,tiered,fast_gate,8,5,2,0.35,200,150,50,0.75,0.96,0.24
c08_s05_cov100_seed00000003_xarm_nt2,tiered,fast_gate,8,5,2,0.55,600,491,109,0.8183333333333334,0.8348623853211009,0.15166666666666667
c08_s05_cov100_seed00000003_xarm_nt2,tiered,fast_gate,8,5,2,0.7,200,172,28,0.86,0.6428571428571429,0.09
c08_s05_cov100_seed00000003_xarm_nt2,flip,fast_gate,8,5,2,1.1,200,0,200,0.0,0.0,0.0
c08_s05_cov100_seed00000004_xarm_nt2,tiered,fast_gate,8,5,2,0.0,200,0,200,0.0,1.0,1.0
c08_s05_cov100_seed00000004_xarm_nt2,tiered,fast_gate,8,5,2,0.1,600,382,218,0.6366666666666667,0.9495412844036697,0.345
c08_s05_cov100_seed00000004_xarm_nt2,tiered,fast_gate,8,5,2,0.2,200,138,62,0.69,0.9354838709677419,0.29
c08_s05_cov100_seed00000004_xarm_nt2,tiered,fast_gate,8,5,2,0.25,200,163,37,0.815,0.8918918918918919,0.165
c08_s05_cov100_seed00000004_xarm_nt2,tiered,fast_gate,8,5,2,0.4,600,512,88,0.8533333333333334,0.6818181818181818,0.1
c08_s05_cov100_seed00000004_xarm_nt2,tiered,fast_gate,8,5,2,0.55,200,165,35,0.825,0.5142857142857142,0.09
c08_s05_cov100_seed00000004_xarm_nt2,flip,fast_gate,8,5,2,1.1,200,0,200,0.0,0.0,0.0
c08_s05_cov100_seed00000005_xarm_nt2,tiered,fast_gate,8,5,2,0.0,200,0,200,0.0,1.0,1.0
c08_s05_cov100_seed00000005_xarm_nt2,tiered,fast_gate,8,5,2,0.1,400,236,164,0.59,0.9634146341463414,0.395
c08_s05_cov100_seed00000005_xarm_nt2,tiered,fast_gate,8,5,2,0.25,600,449,151,0.7483333333333333,0.8807947019867549,0.22166666666666668
c08_s05_cov100_seed00000005_xarm_nt2,tiered,fast_gate,8,5,2,0.4,600,522,78,0.87,0.5641025641025641,0.07333333333333333
c08_s05_cov100_seed00000005_xarm_nt2,tiered,fast_gate,8,5,2,0.55,200,178,22,0.89,0.4090909090909091,0.045
c08_s05_cov100_seed00000005_xarm_nt2,flip,fast_gate,8,5,2,1.1,200,0,200,0.0,0.0,0.0
c08_s05_cov100_seed00000006_xarm_nt2,tiered,fast_gate,8,5,2,0.0,200,0,200,0.0,1.0,1.0
c08_s05_cov100_seed00000006_xarm_nt2,tiered,fast_gate,8,5,2,0.1,600,267,333,0.445,0.978978978978979,0.5433333333333333
c08_s05_cov100_seed00000006_xarm_nt2,tiered,fast_gate,8,5,2,0.25,400,243,157,0.6075,0.9235668789808917,0.3625
c08_s05_cov100_seed00000006_xarm_nt2,tiered,fast_gate,8,5,2,0.4,600,451,149,0.7516666666666667,0.7718120805369127,0.19166666666666668
c08_s05_cov100_seed00000006_xarm_nt2,tiered,fast_gate,8,5,2,0.55,200,164,36,0.82,0.6944444444444444,0.125
c08_s05_cov100_seed00000006_xarm_nt2,flip,fast_gate,8,5,2,0.7,200,0,200,0.0,0.605,0.605
c08_s05_cov100_seed00000006_xarm_nt2,flip,fast_gate,8,5,2,unresolved_all_contradictory,400,400,0,1.0,,0.0
c08_s05_cov100_seed00000007_xarm_nt2,tiered,fast_gate,8,5,2,0.0,200,0,200,0.0,1.0,1.0
c08_s05_cov100_seed00000007_xarm_nt2,tiered,fast_gate,8,5,2,0.1,600,383,217,0.6383333333333333,0.9585253456221198,0.3466666666666667
c08_s05_cov100_seed00000007_xarm_nt2,tiered,fast_gate,8,5,2,0.25,400,315,85,0.7875,0.8470588235294118,0.18
c08_s05_cov100_seed00000007_xarm_nt2,tiered,fast_gate,8,5,2,0.4,600,529,71,0.8816666666666667,0.7183098591549296,0.085
c08_s05_cov100_seed00000007_xarm_nt2,tiered,fast_gate,8,5,2,0.5,200,172,28,0.86,0.4642857142857143,0.065
c08_s05_cov100_seed00000007_xarm_nt2,flip,fast_gate,8,5,2,1.1,200,0,200,0.0,0.0,0.0
c08_s05_cov100_seed00000008_xarm_nt2,tiered,fast_gate,8,5,2,0.0,200,0,200,0.0,1.0,1.0
c08_s05_cov100_seed00000008_xarm_nt2,tiered,fast_gate,8,5,2,0.1,400,198,202,0.495,0.9851485148514851,0.4975
c08_s05_cov100_seed00000008_xarm_nt2,tiered,fast_gate,8,5,2,0.25,600,392,208,0.6533333333333333,0.9182692307692307,0.31833333333333336
c08_s05_cov100_seed00000008_xarm_nt2,tiered,fast_gate,8,5,2,0.4,600,484,116,0.8066666666666666,0.7758620689655172,0.15
c08_s05_cov100_seed00000008_xarm_nt2,tiered,fast_gate,8,5,2,0.55,200,167,33,0.835,0.6060606060606061,0.1
c08_s05_cov100_seed00000008_xarm_nt2,flip,fast_gate,8,5,2,0.7,200,0,200,0.0,0.56,0.56
c08_s05_cov100_seed00000008_xarm_nt2,flip,fast_gate,8,5,2,unresolved_all_contradictory,200,200,0,1.0,,0.0
c08_s05_cov100_seed00000009_xarm_nt2,tiered,fast_gate,8,5,2,0.0,200,0,200,0.0,1.0,1.0
c08_s05_cov100_seed00000009_xarm_nt2,tiered,fast_gate,8,5,2,0.1,200,81,119,0.405,1.0,0.595
c08_s05_cov100_seed00000009_xarm_nt2,tiered,fast_gate,8,5,2,0.25,600,384,216,0.64,1.0,0.36
c08_s05_cov100_seed00000009_xarm_nt2,tiered,fast_gate,8,5,2,0.4,600,491,109,0.8183333333333334,0.8899082568807339,0.16166666666666665
c08_s05_cov100_seed00000009_xarm_nt2,tiered,fast_gate,8,5,2,0.5,200,170,30,0.85,0.8666666666666667,0.13
c08_s05_cov100_seed00000009_xarm_nt2,tiered,fast_gate,8,5,2,0.7,200,167,33,0.835,0.6363636363636364,0.105
c08_s05_cov100_seed00000009_xarm_nt2,flip,fast_gate,8,5,2,1.1,200,0,200,0.0,0.45,0.45
c08_s05_cov100_seed00000009_xarm_nt2,flip,fast_gate,8,5,2,1.25,200,0,200,0.0,0.0,0.0
c08_s05_cov100_seed00000010_xarm_nt2,tiered,fast_gate,8,5,2,0.0,200,0,200,0.0,1.0,1.0
c08_s05_cov100_seed00000010_xarm_nt2,tiered,fast_gate,8,5,2,0.1,600,376,224,0.6266666666666667,0.9553571428571429,0.3566666666666667
c08_s05_cov100_seed00000010_xarm_nt2,tiered,fast_gate,8,5,2,0.25,400,293,107,0.7325,0.8317757009345794,0.2225
