row_id,network,x,y,coverage,n_k,phi_1,n_broken_single,n_inconsistent_single,r_claim,r_claim_status,r_claim_censored,r_claim_depth_cap_used
a6065a233c26d567,barley,jordinf,s2225,0.5,4,0.25,1,0,1,resolved,False,1
8bea4b13a1beea31,barley,jordinf,s2528,0.5,4,0.25,1,0,1,resolved,False,1
79eb02dff24090a4,barley,jordinf,slt22,0.5,4,0.25,1,0,1,resolved,False,1
1720dbdf46336bb8,barley,jordinf,spndx,0.5,4,0.25,1,0,1,resolved,False,1
55042e83fd033507,barley,jordinf,tkv,0.5,4,0.25,1,0,1,resolved,False,1
9b0bb93138b4c26c,barley,jordinf,udb,0.5,4,0.25,1,0,1,resolved,False,1
bd2c969d18acaadf,barley,nedbarea,aks_m2,0.5,4,0.25,1,0,1,resolved,False,1
1edc6d7ac21072c9,barley,nedbarea,aks_vgt,0.5,4,0.25,1,0,1,resolved,False,1
f6bc93b58516b679,barley,nedbarea,jordn,0.5,4,0.25,1,0,1,resolved,False,1
dbe33e372995f5d0,barley,nedbarea,keraks,0.5,4,0.25,1,0,1,resolved,False,1
79d3fa19938f1041,barley,nedbarea,ksort,0.5,4,0.25,1,0,1,resolved,False,1
ebe79c85e8163d17,barley,nedbarea,mod_nmin,0.5,4,0.25,1,0,1,resolved,False,1
2747931161edada2,barley,nedbarea,ngodn,0.5,4,0.25,1,0,1,resolved,False,1
10c8db22cdfba307,barley,nedbarea,ngodnn,0.5,4,0.25,1,0,1,resolved,False,1
b88c96f810e6d191,barley,nedbarea,ngodnt,0.5,4,0.25,1,0,1,resolved,False,1
c8c4116f8af44151,barley,nedbarea,ngtilg,0.5,4,0.25,1,0,1,resolved,False,1
cef811185051f2ab,barley,nedbarea,nprot,0.5,4,0.25,1,0,1,resolved,False,1
10996bd041ade3d6,barley,nedbarea,ntilg,0.5,4,0.25,1,0,1,resolved,False,1
c4d0d196739d415d,barley,nedbarea,protein,0.5,4,0.25,1,0,1,resolved,False,1
122299d7b1233cad,barley,nedbarea,s2225,0.5,4,0.25,1,0,1,resolved,False,1
1534341de326d29b,barley,nedbarea,s2528,0.5,4,0.25,1,0,1,resolved,False,1
8b2d02d8343dd5fb,barley,nedbarea,slt22,0.5,4,0.25,1,0,1,resolved,False,1
aa0dde073f912603,barley,nedbarea,spndx,0.5,4,0.25,1,0,1,resolved,False,1
922c71038b4b83aa,barley,nedbarea,tkv,0.5,4,0.25,1,0,1,resolved,False,1
