instance_id,generator,generator_params_json,n,seed,knows_fraction,corruption_name,corruption_rate,n_undirected_cpdag,n_k0,x,y,z_size,z,r_val,r_val_method,r_val_seconds,r_val_exact,theta_z,tau_true,beta_top,r0_d,staircase_json,traversal_limit_d,monotone_violation,k_false,realised_error_effect,beta_up_at_kfalse,beta_up_at_kfalse_is_lower_bound,certificate_holds,conservativeness_ratio,staircase_shape,staircase_n_distinct,staircase_total_rise,cost_incremental_seconds,cost_incremental_states,cost_incremental_shells,cost_incremental_radius,cost_bisection_seconds,cost_bisection_states,cost_bisection_shells,cost_bisection_radius,cost_disagreement,cost_greedy_seconds,cost_greedy_states,cost_greedy_radius,cost_greedy_tight,states_saved_subsample,states_saved_below_rval,old_reps_subsample,old_r_eps_json,old_new_disagree_count,old_new_disagree_direction,old_mean_abs_bias_monotone,status,notes,timing_total_seconds,r_eps_0.01,r_eps_0.02,r_eps_0.05,r_eps_0.1,r_eps_0.25,r_eps_0.5,r_eps_1
inst_006033,erdos_renyi,"{""edge_prob"": 0.5}",8,20266949,1.0,flip,0.15,1,1,V6,V7,2,V1|V4,1,local_up_fast,9.4832998001948e-05,True,-1.010469065185327,-1.0104690651853276,0.6346504803908859,1,"[[0, 0.0], [1, 0.6346504803908859]]",1,False,0,6.661338147750939e-16,0.0,False,True,nan,step,2,0.6346504803908859,3.479100996628404e-05,1,1,-1,3.258298966102302e-05,1,1,-1,False,3.412499791011214e-05,1,-1,True,False,-1,False,,-1,,,ok,,0.0005359159840736538,1,1,1,1,1,1,-1
inst_006037,erdos_renyi,"{""edge_prob"": 0.5}",10,20266953,0.4,flip,0.15,7,7,V3,V6,4,V1|V4|V8|V9,1,local_up_fast,0.00028408400248736143,True,0.04189391757864053,0.04189391757864108,0.6206511386128857,1,"[[0, 0.0], [1, 0.026207375364591168], [2, 0.44827869578636326]]",2,False,0,5.551115123125783e-16,0.0,False,True,nan,ramp,3,0.44827869578636326,0.009410291997483,10,2,2,0.02421391598181799,28,4,2,False,0.005566040985286236,13,2,True,True,1,False,,-1,,,ok,,0.05188491698936559,1,1,1,1,1,1,2
inst_006056,erdos_renyi,"{""edge_prob"": 0.5}",12,20266972,1.0,none,0.0,9,9,V05,V10,2,V01|V06,1,local_up_fast,0.00043016698327846825,True,0.5829005922112559,0.5829005922112556,0.5768417256244825,1,"[[0, 0.0], [1, 0.5768417256244825], [2, 0.5768417256244825], [3, 0.5768417256244825], [4, 0.5768417256244825], [5, 0.5768417256244825], [6, 0.5768417256244825], [7, 0.5768417256244825], [8, 0.5768417256244825], [9, 0.5768417256244825]]",9,False,0,3.3306690738754696e-16,0.0,False,True,nan,step,2,0.5768417256244825,0.001054041989846155,1,1,-1,0.0010584580013528466,1,1,-1,False,nan,0,-1,False,False,-1,False,,-1,,,capped_timeout,hard wall-cap of 8s hit,8.009040792007,1,1,1,1,1,1,-1
inst_006057,erdos_renyi,"{""edge_prob"": 0.5}",12,20266973,1.0,flip,0.15,1,1,V01,V04,2,V00|V06,1,local_up_fast,0.0001666249881964177,True,-1.687441826930027,-1.6874418269300264,1.6668523022637995,1,"[[0, 0.0], [1, 1.6668523022637995]]",1,False,0,6.661338147750939e-16,0.0,False,True,nan,step,2,1.6668523022637995,5.595802213065326e-05,1,1,-1,5.179198342375457e-05,1,1,-1,False,5.1292008720338345e-05,1,-1,True,False,-1,False,,-1,,,ok,,0.0008422080136369914,1,1,1,1,1,1,-1
inst_006058,erdos_renyi,"{""edge_prob"": 0.5}",12,20266974,1.0,flip,0.3,2,2,V11,V02,0,,1,local_up_fast,0.00016870800754986703,True,-3.1985446478629243,-2.8340016481386243,2.4855943983619704,1,"[[0, 0.0], [1, 2.4855943983619704], [2, 2.4855943983619704]]",2,False,1,0.36454299972429993,2.4855943983619704,False,True,0.14666230337682493,step,2,2.4855943983619704,0.00018000000272877514,1,1,-1,0.0001762080064509064,1,1,-1,False,0.0004044579982291907,3,-1,True,False,-1,False,,-1,,,ok,,0.0020260419987607747,1,1,1,1,1,1,-1
inst_006124,scale_free,"{""m_attach"": 2}",6,20267040,0.7,none,0.0,2,1,V1,V3,2,V2|V4,1,local_up_fast,7.062501390464604e-05,True,1.338804964714107,1.338804964714107,0.7243537050647921,1,"[[0, 0.0], [1, 0.7243537050647921]]",1,False,0,0.0,0.0,False,True,nan,step,2,0.7243537050647921,3.229099093005061e-05,1,1,-1,2.937499084509909e-05,1,1,-1,False,3.187500988133252e-05,1,-1,True,False,-1,False,,-1,,,ok,,0.00044241698924452066,1,1,1,1,1,1,-1
inst_006127,scale_free,"{""m_attach"": 2}",6,20267043,0.7,omit,0.3,8,7,V0,V5,1,V2,2,local_up_fast,0.00039900001138448715,True,-1.3855511835626062,-1.3855511835626062,1.3855511835626062,2,"[[0, 0.0], [1, 0.0], [2, 1.3855511835626062], [3, 1.3855511835626062], [4, 1.3855511835626062], [5, 1.3855511835626062], [6, 1.3855511835626062], [7, 1.3855511835626062]]",7,False,0,0.0,0.0,False,True,nan,step,2,1.3855511835626062,0.0007469579868484288,1,1,-1,0.0007372079999186099,1,1,-1,False,nan,0,-1,False,False,-1,False,,-1,,,capped_timeout,hard wall-cap of 8s hit,8.007097624999005,2,2,2,2,2,2,-1
inst_006131,scale_free,"{""m_attach"": 2}",6,20267047,1.0,omit,0.3,8,8,V3,V4,1,V0,1,local_up_fast,0.00016529200365766883,True,-0.016947387955499556,-0.016947387955499493,0.43319395595717086,1,"[[0, 0.0], [1, 0.43319395595717086]]",1,False,0,6.245004513516506e-17,0.0,False,True,nan,step,2,0.43319395595717086,0.0023954159987624735,3,1,1,0.021551208978053182,34,4,1,False,0.0021909589995630085,8,1,True,False,-1,False,,-1,,,ok,,0.029686124995350838,1,1,1,1,1,1,1
inst_006141,scale_free,"{""m_attach"": 2}",7,20267057,1.0,flip,0.15,1,1,V5,V1,2,V3|V4,1,local_up_fast,6.358398240990937e-05,True,-0.8616297418890624,-0.8616297418890624,0.41118688972513473,1,"[[0, 0.0], [1, 0.41118688972513473]]",1,False,0,0.0,0.0,False,True,nan,step,2,0.41118688972513473,3.2790994737297297e-05,1,1,-1,4.016701132059097e-05,1,1,-1,False,2.9499991796910763e-05,1,-1,True,False,-1,False,,-1,,,ok,,0.0004419999895617366,1,1,1,1,1,-1,-1
inst_006143,scale_free,"{""m_attach"": 2}",7,20267059,1.0,omit,0.3,2,2,V2,V3,3,V4|V5|V6,1,local_up_fast,7.69999751355499e-05,True,-1.1017944992939737,-1.1017944992939732,0.42935608927157487,1,"[[0, 0.0], [1, 0.42935608927157487], [2, 0.42935608927157487]]",2,False,0,4.440892098500626e-16,0.0,False,True,nan,step,2,0.42935608927157487,9.116699220612645e-05,1,1,-1,8.883298141881824e-05,1,1,-1,False,0.00018683300004340708,3,-1,True,True,1,False,,-1,,,ok,,0.0010455409938003868,1,1,1,1,1,-1,-1
inst_006152,scale_free,"{""m_attach"": 2}",8,20267068,1.0,none,0.0,3,3,V6,V4,4,V0|V2|V3|V7,1,local_up_fast,0.00011449999874457717,True,0.5668893145583631,0.566889314558363,0.3610337141106972,1,"[[0, 0.0], [1, 0.3610337141106972], [2, 0.3610337141106972], [3, 0.3610337141106972]]",3,False,0,1.1102230246251565e-16,0.0,False,True,nan,step,2,0.3610337141106972,6.137500167824328e-05,1,1,-1,5.7833007303997874e-05,1,1,-1,False,0.0004247920005582273,6,-1,True,False,-1,False,,-1,,,ok,,0.0014645420014858246,1,1,1,1,1,1,-1
inst_006176,scale_free,"{""m_attach"": 2}",12,20267092,1.0,none,0.0,3,3,V06,V02,3,V01|V04|V07,2,local_up_fast,0.00027629200485534966,True,1.9818304718808166,1.9818304718808168,0.9785075023144745,2,"[[0, 0.0], [1, 0.0], [2, 0.9785075023144745], [3, 0.9785075023144745]]",3,False,0,2.220446049250313e-16,0.0,False,True,nan,step,2,0.9785075023144745,0.00019262501155026257,1,1,-1,0.00017904199194163084,1,1,-1,False,nan,0,-1,False,False,-1,False,,-1,,,capped_timeout,hard wall-cap of 8s hit,8.009903915983159,2,2,2,2,2,-1,-1
inst_006185,block,"{""n_blocks"": 2, ""p_between"": 0.15, ""p_within"": 0.6}",6,20267101,0.7,flip,0.15,3,2,V5,V0,3,V1|V3|V4,1,local_up_fast,9.904202306643128e-05,True,0.8140957461859235,0.8140957461859233,0.11656296062269667,1,"[[0, 0.0], [1, 0.11656296062269667], [2, 0.11656296062269667]]",2,False,0,2.220446049250313e-16,0.0,False,True,nan,step,2,0.11656296062269667,4.691700451076031e-05,1,1,-1,4.066701512783766e-05,1,1,-1,False,0.00013195900828577578,3,-1,True,False,-1,False,,-1,,,ok,,0.0007726250041741878,1,1,1,1,-1,-1,-1
inst_006190,block,"{""n_blocks"": 2, ""p_between"": 0.15, ""p_within"": 0.6}",6,20267106,1.0,flip,0.3,4,4,V2,V0,1,V4,1,local_up_fast,8.629201329313219e-05,True,0.4552210762950632,0.45522107629506325,0.4552210762950632,1,"[[0, 0.0], [1, 0.4552210762950632], [2, 0.4552210762950632], [3, 0.4552210762950632], [4, 0.4552210762950632]]",4,False,1,5.551115123125783e-17,0.4552210762950632,False,True,1.2194328013775192e-16,step,2,0.4552210762950632,0.00012620800407603383,1,1,-1,0.00012208300177007914,1,1,-1,False,0.001046500023221597,10,-1,True,False,-1,False,,-1,,,ok,,0.0032616670068819076,1,1,1,1,1,1,-1
inst_006208,block,"{""n_blocks"": 2, ""p_between"": 0.15, ""p_within"": 0.6}",8,20267124,0.7,none,0.0,2,2,V3,V5,2,V1|V7,2,local_up_fast,0.00011795799946412444,True,-0.7941728044760782,-0.7941728044760783,0.35813041498904197,2,"[[0, 0.0], [1, 0.0], [2, 0.35813041498904197]]",2,False,0,1.1102230246251565e-16,0.0,False,True,nan,step,2,0.35813041498904197,4.166699363850057e-05,1,1,-1,4.06669860240072e-05,1,1,-1,False,nan,0,-1,False,False,-1,False,,-1,,,capped_timeout,hard wall-cap of 8s hit,8.009446791984374,2,2,2,2,2,-1,-1
inst_006220,block,"{""n_blocks"": 2, ""p_between"": 0.15, ""p_within"": 0.6}",10,20267136,0.7,none,0.0,3,2,V4,V6,3,V0|V2|V3,-1,local_up_fast,0.00028441601898521185,True,-0.07476902629267584,-0.07476902629267573,0.0,-1,"[[0, 0.0], [1, 0.0], [2, 0.0]]",2,False,0,1.1102230246251565e-16,0.0,False,True,nan,flat,1,0.0,5.279199103824794e-05,1,1,-1,4.766698111779988e-05,1,1,-1,False,0.00018016601097770035,3,-1,True,False,-1,False,,-1,,,ok,,0.0012051250087097287,-1,-1,-1,-1,-1,-1,-1
inst_006221,block,"{""n_blocks"": 2, ""p_between"": 0.15, ""p_within"": 0.6}",10,20267137,0.7,flip,0.15,6,5,V9,V5,0,,1,local_up_fast,0.00019166700076311827,True,0.20057615369607523,0.8877805221220672,0.6872043684259921,1,"[[0, 0.0], [1, 0.6872043684259921]]",1,False,1,0.6872043684259919,0.6872043684259921,False,True,0.9999999999999997,step,2,0.6872043684259921,0.0021146669751033187,4,1,1,0.010024166986113414,22,4,1,False,0.0014295000000856817,5,1,True,False,-1,False,,-1,,,ok,,0.01697887500631623,1,1,1,1,1,1,1
inst_006229,block,"{""n_blocks"": 2, ""p_between"": 0.15, ""p_within"": 0.6}",12,20267145,0.4,flip,0.15,9,8,V05,V10,4,V03|V04|V06|V08,1,local_up_fast,0.0003575409937184304,True,-0.016984761236448476,-0.23570153073687983,0.9220190302210602,1,"[[0, 0.0], [1, 0.10010017601965329]]",1,False,2,0.21871676950043134,0.10010017601965329,True,False,2.18497887014194,step,2,0.10010017601965329,0.0047108749859035015,4,1,1,0.04327120797825046,34,4,1,False,0.004149291984504089,8,1,True,True,1,False,,-1,,,ok,,0.059294499980751425,1,1,1,1,1,1,1
inst_006316,erdos_renyi,"{""edge_prob"": 0.25}",7,20267232,0.7,none,0.0,3,3,V2,V5,2,V3|V6,3,local_up_fast,0.0002405419945716858,True,0.5772856425217048,0.5772856425217047,0.7531896254428886,3,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.7531896254428886]]",3,False,0,1.1102230246251565e-16,0.0,False,True,nan,step,2,0.7531896254428886,0.00012020798749290407,1,1,3,0.0001084169780369848,2,2,3,False,nan,0,-1,False,False,-1,False,,-1,,,capped_timeout,hard wall-cap of 8s hit,8.008994292002171,3,3,3,3,3,3,3
inst_006355,erdos_renyi,"{""edge_prob"": 0.25}",12,20267271,0.7,omit,0.3,3,3,V00,V09,2,V10|V11,2,local_up_fast,0.00024004100123420358,True,0.9462631821856547,0.9462631821856554,1.7233304339954207,2,"[[0, 0.0], [1, 0.0], [2, 1.7233304339954207]]",2,False,0,6.661338147750939e-16,0.0,False,True,nan,step,2,1.7233304339954207,0.00033137499121949077,3,1,2,0.00030416599474847317,4,2,2,False,nan,0,-1,False,False,-1,False,,-1,,,capped_timeout,hard wall-cap of 8s hit,8.009187707997626,2,2,2,2,2,2,2
inst_006384,erdos_renyi,"{""edge_prob"": 0.35}",8,20267300,0.4,none,0.0,4,4,V5,V3,4,V0|V2|V4|V7,2,local_up_fast,0.00034170900471508503,True,-0.5174796164559697,-0.5174796164559696,0.6461419375934618,2,"[[0, 0.0], [1, 0.0], [2, 0.6461419375934618]]",2,False,0,1.1102230246251565e-16,0.0,False,True,nan,step,2,0.6461419375934618,0.0006526670185849071,6,1,2,0.0009737919899635017,11,3,2,False,0.0006868749915156513,7,2,True,False,-1,False,,-1,,,ok,,0.003612207976402715,2,2,2,2,2,2,2
inst_006394,erdos_renyi,"{""edge_prob"": 0.35}",8,20267310,1.0,flip,0.3,4,4,V4,V3,2,V2|V6,2,local_up_fast,0.00027299998328089714,True,-1.559108395900131,-1.559108395900131,0.025484941927749416,2,"[[0, 0.0], [1, 0.0], [2, 0.025484941927749416], [3, 0.025484941927749416], [4, 0.025484941927749416]]",4,False,1,0.0,0.0,False,True,nan,step,2,0.025484941927749416,0.00014941600966267288,1,1,-1,0.0001518749922979623,1,1,-1,False,0.0010459169861860573,10,-1,True,False,-1,False,,-1,,,ok,,0.0032030000002123415,2,-1,-1,-1,-1,-1,-1
inst_006395,erdos_renyi,"{""edge_prob"": 0.35}",8,20267311,1.0,omit,0.3,3,3,V3,V0,1,V4,1,local_up_fast,8.083300781436265e-05,True,-1.1413093690296727,-1.1413093690296727,1.1413093690296727,1,"[[0, 0.0], [1, 1.1413093690296727], [2, 1.1413093690296727], [3, 1.1413093690296727]]",3,False,0,0.0,0.0,False,True,nan,step,2,1.1413093690296727,9.741701069287956e-05,1,1,-1,9.620800847187638e-05,1,1,-1,False,0.0004994579940102994,6,-1,True,False,-1,False,,-1,,,ok,,0.0017389999993611127,1,1,1,1,1,1,-1
inst_006408,erdos_renyi,"{""edge_prob"": 0.35}",12,20267324,0.4,none,0.0,3,2,V06,V11,3,V00|V02|V07,2,local_up_fast,0.0002498340036254376,True,1.1557472376477818,1.1557472376477815,1.0841616614408351,2,"[[0, 0.0], [1, 0.0], [2, 1.0841616614408351]]",2,False,0,2.220446049250313e-16,0.0,False,True,nan,step,2,1.0841616614408351,0.0001222080027218908,1,1,-1,9.00000159163028e-05,1,1,-1,False,nan,0,-1,False,False,-1,False,,-1,,,capped_timeout,hard wall-cap of 8s hit,8.007439875014825,2,2,2,2,2,2,-1
inst_006411,erdos_renyi,"{""edge_prob"": 0.35}",12,20267327,0.4,omit,0.3,3,2,V07,V10,3,V00|V03|V09,1,local_up_fast,0.00019749999046325684,True,6.773984189140644,6.773984189140643,5.383770950962733,1,"[[0, 0.0], [1, 0.003985332416872822], [2, 5.383770950962733]]",2,False,0,8.881784197001252e-16,0.0,False,True,nan,ramp,3,5.383770950962733,0.0002143339952453971,1,1,-1,0.0002156670088879764,1,1,-1,False,0.00044299999717622995,3,-1,True,False,-1,False,,-1,,,ok,,0.002294208010425791,2,2,2,2,2,2,-1
inst_006424,erdos_renyi,"{""edge_prob"": 0.5}",6,20267340,0.7,none,0.0,7,7,V0,V4,1,V5,2,local_up_fast,0.00028358399868011475,True,-0.3690231300098313,-0.3690231300098313,0.3690231300098313,2,"[[0, 0.0], [1, 0.0], [2, 0.3690231300098313], [3, 0.3690231300098313], [4, 0.3690231300098313], [5, 0.3690231300098313], [6, 0.3690231300098313], [7, 0.3690231300098313]]",7,False,0,0.0,0.0,False,True,nan,step,2,0.3690231300098313,0.0005335829919204116,1,1,-1,0.0005263750208541751,1,1,-1,False,nan,0,-1,False,False,-1,False,,-1,,,capped_timeout,hard wall-cap of 8s hit,8.009874583018245,2,2,2,2,2,2,-1
inst_006431,erdos_renyi,"{""edge_prob"": 0.5}",6,20267347,1.0,omit,0.3,5,4,V3,V2,1,V4,1,local_up_fast,0.00012579199392348528,True,1.63834941073444,1.6383494107344405,2.045003846864532,1,"[[0, 0.0], [1, 0.40665443613009145], [2, 2.045003846864532]]",2,False,0,4.440892098500626e-16,0.0,False,True,nan,ramp,3,2.045003846864532,0.0015235000173561275,6,2,2,0.001511958020273596,7,3,2,False,0.0010307909979019314,7,2,True,False,-1,False,,-1,,,ok,,0.006313790974672884,1,1,1,1,2,2,2
inst_006432,erdos_renyi,"{""edge_prob"": 0.5}",7,20267348,0.4,none,0.0,2,1,V5,V2,2,V3|V6,1,local_up_fast,8.341600187122822e-05,True,1.1999278712396504,1.1999278712396502,0.35427542591710226,1,"[[0, 0.0], [1, 0.35427542591710226]]",1,False,0,2.220446049250313e-16,0.0,False,True,nan,step,2,0.35427542591710226,4.441698547452688e-05,1,1,-1,4.041698412038386e-05,1,1,-1,False,4.2458006646484137e-05,1,-1,True,False,-1,False,,-1,,,ok,,0.0004955419863108546,1,1,1,1,1,-1,-1
inst_006452,erdos_renyi,"{""edge_prob"": 0.5}",8,20267368,1.0,none,0.0,7,7,V4,V0,1,V2,1,local_up_fast,0.0001856250164564699,True,-0.3591138928390616,-0.3591138928390615,0.39223622868717745,1,"[[0, 0.0], [1, 0.35911389283906126], [2, 0.39223622868717745]]",2,False,0,1.1102230246251565e-16,0.0,False,True,nan,ramp,3,0.39223622868717745,0.0065724169835448265,13,2,2,0.015939124976284802,36,4,2,False,0.00630162499146536,18,3,False,False,-1,False,,-1,,,ok,,0.03620066598523408,1,1,1,1,1,1,2
inst_006453,erdos_renyi,"{""edge_prob"": 0.5}",8,20267369,1.0,flip,0.15,3,3,V2,V6,2,V4|V5,1,local_up_fast,0.0001332079991698265,True,-0.054273975381729185,-0.0542739753817291,0.575124545856623,1,"[[0, 0.0], [1, 0.06845681419758506]]",1,False,0,8.326672684688674e-17,0.0,False,True,nan,step,2,0.06845681419758506,0.00038312500691972673,3,1,1,0.0007021250203251839,7,3,1,False,0.0002299170009791851,3,1,True,False,-1,False,,-1,,,ok,,0.0022082499926909804,1,1,1,1,1,1,1
inst_006466,erdos_renyi,"{""edge_prob"": 0.5}",10,20267382,1.0,flip,0.3,1,1,V2,V1,2,V4|V9,1,local_up_fast,0.00010883400682359934,True,0.27453849857426654,0.27453849857426654,0.013619050015307943,1,"[[0, 0.0], [1, 0.013619050015307943]]",1,False,0,0.0,0.0,False,True,nan,step,2,0.013619050015307943,3.979200846515596e-05,1,1,-1,3.8291997043415904e-05,1,1,-1,False,3.9041973650455475e-05,1,-1,True,False,-1,False,,-1,,,ok,,0.0005847080028615892,1,1,-1,-1,-1,-1,-1
inst_006467,erdos_renyi,"{""edge_prob"": 0.5}",10,20267383,1.0,omit,0.3,9,9,V6,V2,1,V1,1,local_up_fast,0.00032245798502117395,True,0.1860149071764951,0.18601490717649496,0.2882554883143744,1,"[[0, 0.0], [1, 0.18601490717649513]]",1,False,0,1.3877787807814457e-16,0.0,False,True,nan,step,2,0.18601490717649513,0.0047637500101700425,3,1,1,0.09577387498575263,59,5,1,False,0.005773000011686236,9,1,True,False,-1,False,,-1,,,ok,,0.11247849999926984,1,1,1,1,1,1,1
inst_006472,erdos_renyi,"{""edge_prob"": 0.5}",12,20267388,0.7,none,0.0,5,5,V05,V11,6,V00|V01|V06|V08|V09|V10,1,local_up_fast,0.000327959016431123,True,2.079652691015394,2.0796526910153936,2.4187494932192406,1,"[[0, 0.0], [1, 2.4187494932192406]]",1,False,0,4.440892098500626e-16,0.0,False,True,nan,step,2,2.4187494932192406,0.0015944170008879155,3,1,1,0.007731917023193091,20,4,1,False,0.001469957991503179,5,1,True,False,-1,False,,-1,,,ok,,0.013501875015208498,1,1,1,1,1,1,1
inst_006542,scale_free,"{""m_attach"": 2}",6,20267458,0.4,flip,0.3,5,4,V4,V0,2,V2|V3,3,local_up_fast,0.0003582499921321869,True,0.37347705312714363,0.37347705312714347,0.5840814822152474,3,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.5840814822152474]]",3,False,1,1.6653345369377348e-16,0.0,False,True,nan,step,2,0.5840814822152474,0.0008138330013025552,4,1,3,0.000810083991382271,5,2,3,False,nan,0,-1,False,False,-1,False,,-1,,,capped_timeout,hard wall-cap of 8s hit,8.007277208002051,3,3,3,3,3,3,3
inst_006560,scale_free,"{""m_attach"": 2}",7,20267476,1.0,none,0.0,4,4,V3,V2,3,V0|V4|V5,1,local_up_fast,0.00012445799075067043,True,0.09393490893192738,0.09393490893192746,0.9173367745300518,1,"[[0, 0.0], [1, 0.9173367745300518]]",1,False,0,8.326672684688674e-17,0.0,False,True,nan,step,2,0.9173367745300518,0.0005730830016545951,4,1,1,0.0012960830063093454,11,3,1,False,0.00040520800394006073,4,1,True,False,-1,False,,-1,,,ok,,0.0033346669806633145,1,1,1,1,1,1,1
inst_006561,scale_free,"{""m_attach"": 2}",7,20267477,1.0,flip,0.15,4,4,V3,V0,1,V2,3,local_up_fast,0.00043129100231453776,True,1.2902268838173647,1.2902268838173647,0.23080253844647047,3,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.23080253844647047], [4, 0.23080253844647047]]",4,False,1,0.0,0.0,False,True,nan,step,2,0.23080253844647047,0.00015541701577603817,1,1,-1,0.00015249999705702066,1,1,-1,False,nan,0,-1,False,False,-1,False,,-1,,,capped_timeout,hard wall-cap of 8s hit,8.006738249998307,3,3,3,3,-1,-1,-1
inst_006564,scale_free,"{""m_attach"": 2}",8,20267480,0.4,none,0.0,3,1,V6,V5,4,V0|V2|V3|V7,1,local_up_fast,0.00012279098154976964,True,0.49131264987887163,0.4913126498788717,0.7497840251177796,1,"[[0, 0.0], [1, 0.7497840251177796]]",1,False,0,5.551115123125783e-17,0.0,False,True,nan,step,2,0.7497840251177796,0.0001296660047955811,1,1,1,0.00016516700270585716,2,2,1,False,7.045798702165484e-05,1,1,True,False,-1,False,,-1,,,ok,,0.0009111669787671417,1,1,1,1,1,1,1
inst_006579,scale_free,"{""m_attach"": 2}",10,20267495,0.4,omit,0.3,9,3,V4,V9,4,V2|V3|V5|V6,1,local_up_fast,0.0003702079993672669,True,-1.9226627012644737,-1.9226627012644728,2.4408402659391584,1,"[[0, 0.0], [1, 2.4408402659391584]]",1,False,0,8.881784197001252e-16,0.0,False,True,nan,step,2,2.4408402659391584,0.0009450000070501119,3,1,1,0.0015912090020719916,7,3,1,False,0.0006349579780362546,3,1,True,False,-1,False,,-1,,,ok,,0.004949124995619059,1,1,1,1,1,1,1
inst_006583,scale_free,"{""m_attach"": 2}",10,20267499,0.7,omit,0.3,2,1,V8,V3,2,V1|V5,1,local_up_fast,9.833299554884434e-05,True,-0.9040842808992352,-0.9040842808992354,0.09690557368734443,1,"[[0, 0.0], [1, 0.09690557368734443]]",1,False,0,2.220446049250313e-16,0.0,False,True,nan,step,2,0.09690557368734443,4.937499761581421e-05,1,1,-1,4.866698873229325e-05,1,1,-1,False,4.916699253953993e-05,1,-1,True,False,-1,False,,-1,,,ok,,0.0005904999852646142,1,1,1,1,-1,-1,-1
inst_006590,scale_free,"{""m_attach"": 2}",12,20267506,0.4,flip,0.3,4,4,V04,V05,1,V10,1,local_up_fast,0.00018295799964107573,True,-1.4252432117007277,-0.33053668121362134,1.0947065304871069,1,"[[0, 0.0], [1, 0.8801651912039563], [2, 1.0947065304871069], [3, 1.0947065304871069], [4, 1.0947065304871069]]",4,False,2,1.0947065304871062,1.0947065304871069,False,True,0.9999999999999994,ramp,3,1.0947065304871069,0.001231333997566253,1,1,-1,0.0013519170170184225,1,1,-1,False,0.004290916986064985,10,-1,True,False,-1,False,,-1,,,ok,,0.015135499997995794,1,1,1,1,1,1,-1
inst_006596,scale_free,"{""m_attach"": 2}",12,20267512,1.0,none,0.0,9,9,V08,V03,4,V01|V02|V06|V07,3,local_up_fast,0.0019399589800741524,True,-1.2509410302700297,-1.25094103027003,1.6673344591447639,3,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 1.6673344591447639]]",3,False,0,2.220446049250313e-16,0.0,False,True,nan,step,2,1.6673344591447639,0.029820250027114525,30,1,3,0.13040904197259806,148,4,3,False,nan,0,-1,False,False,-1,False,,-1,,,capped_timeout,hard wall-cap of 8s hit,8.00812991699786,3,3,3,3,3,3,3
inst_006597,scale_free,"{""m_attach"": 2}",12,20267513,1.0,flip,0.15,5,5,V02,V10,2,V05|V09,1,local_up_fast,0.0003046249912586063,True,-0.6660410270008178,-0.520894396930711,0.14514663007010664,1,"[[0, 0.0], [1, 0.14514663007010664], [2, 0.14514663007010664], [3, 0.14514663007010664], [4, 0.14514663007010664], [5, 0.14514663007010664]]",5,False,1,0.14514663007010675,0.14514663007010664,False,True,1.0000000000000007,step,2,0.14514663007010664,0.00026358399190939963,1,1,-1,0.0002574159880168736,1,1,-1,False,nan,0,-1,False,False,-1,False,,-1,,,capped_timeout,hard wall-cap of 8s hit,8.006536250002682,1,1,1,1,-1,-1,-1
inst_006622,block,"{""n_blocks"": 2, ""p_between"": 0.15, ""p_within"": 0.6}",7,20267538,1.0,flip,0.3,5,5,V0,V5,3,V1|V3|V6,1,local_up_fast,0.00013483400107361376,True,0.2764978646269353,0.8084682445304657,0.5319703799035309,1,"[[0, 0.0], [1, 0.5319703799035309]]",1,False,2,0.5319703799035305,0.5319703799035309,True,True,0.9999999999999991,step,2,0.5319703799035309,0.0009032920061144978,3,1,1,0.004295874998206273,20,4,1,False,0.0008267499797511846,5,1,True,False,-1,False,,-1,,,ok,,0.007465540984412655,1,1,1,1,1,1,1
inst_006628,block,"{""n_blocks"": 2, ""p_between"": 0.15, ""p_within"": 0.6}",8,20267544,0.7,none,0.0,1,1,V3,V7,3,V1|V2|V5,1,local_up_fast,6.779198884032667e-05,True,0.5380060838421075,0.5380060838421069,0.48916180070051785,1,"[[0, 0.0], [1, 0.48916180070051785]]",1,False,0,5.551115123125783e-16,0.0,False,True,nan,step,2,0.48916180070051785,3.079199814237654e-05,1,1,-1,2.9290997190400958e-05,1,1,-1,False,3.0499999411404133e-05,1,-1,True,False,-1,False,,-1,,,ok,,0.0004472500004339963,1,1,1,1,1,1,-1
inst_006632,block,"{""n_blocks"": 2, ""p_between"": 0.15, ""p_within"": 0.6}",8,20267548,1.0,none,0.0,6,6,V4,V0,1,V2,1,local_up_fast,0.00014812499284744263,True,0.6696210147803617,0.6696210147803615,0.6696210147803617,1,"[[0, 0.0], [1, 0.6696210147803617], [2, 0.6696210147803617], [3, 0.6696210147803617], [4, 0.6696210147803617], [5, 0.6696210147803617], [6, 0.6696210147803617]]",6,False,0,2.220446049250313e-16,0.0,False,True,nan,step,2,0.6696210147803617,0.0001925000105984509,1,1,-1,0.00018808399909175932,1,1,-1,False,nan,0,-1,False,False,-1,False,,-1,,,capped_timeout,hard wall-cap of 8s hit,8.008747125015361,1,1,1,1,1,1,-1
