k_undirected,space_size,build_seconds,bfs_query_seconds,fast_query_seconds,bfs_single_query_seconds,speedup_single_query,speedup_amortised,fast_elements_visited,fast_closures,agree,r
1,3,0.00022316700000013512,3.1792000000141485e-05,1.887499999986275e-05,0.0002549590000002766,13.507761589516848,1.6843443708806707,1,0,True,-1
1,3,0.00022316700000013512,3.254199999980223e-05,1.8750000000178346e-05,0.00025570899999993735,13.637813333200272,1.735573333306277,1,0,True,-1
1,3,0.00022316700000013512,2.4792000000051218e-05,1.4957999999953842e-05,0.00024795900000018634,16.577015643866257,1.65744083434468,1,0,True,-1
1,3,0.00022316700000013512,3.966599999993825e-05,2.237500000012993e-05,0.00026283300000007337,11.746726256918308,1.7727821228919738,1,0,True,-1
1,3,0.00022316700000013512,2.6583999999996166e-05,1.5917000000031933e-05,0.0002497510000001313,15.690833699794574,1.6701639756199556,1,0,True,-1
2,6,0.0006646249999999743,8.64590000000387e-05,2.9083000000040826e-05,0.000751084000000013,25.82553381697069,2.972836364883861,1,0,True,-1
2,6,0.0006646249999999743,8.925000000004069e-05,2.9292000000014085e-05,0.000753875000000015,25.736549228446417,3.04690700532561,1,0,True,-1
2,6,0.0006646249999999743,8.88340000000376e-05,2.9292000000014085e-05,0.0007534590000000119,25.722347398595165,3.0327051754743577,1,0,True,-1
2,6,0.0006646249999999743,6.408299999982603e-05,2.195800000004411e-05,0.0007287079999998003,33.186446853007396,2.9184351944483695,1,0,True,-1
2,6,0.0006646249999999743,6.43750000000054e-05,2.183300000013766e-05,0.0007289999999999797,33.389822745173966,2.948518297970939,1,0,True,-1
2,6,0.0006646249999999743,8.191600000007071e-05,2.6500000000151402e-05,0.000746541000000045,28.171358490406785,3.0911698113057624,1,0,True,-1
2,6,0.0006279999999998509,8.975000000011057e-05,2.999999999997449e-05,0.0007177499999999615,23.925000000019057,2.9916666666728964,1,0,True,-1
2,6,0.0006279999999998509,8.429199999993031e-05,3.795800000006011e-05,0.0007122919999997812,18.765266873877792,2.220664945460689,1,0,True,-1
2,6,0.0006279999999998509,8.862500000006435e-05,2.916699999988559e-05,0.0007166249999999152,24.569719203302576,3.0385367024518115,1,0,True,-1
2,6,0.0006279999999998509,6.487500000007529e-05,2.199999999996649e-05,0.0006928749999999262,31.4943181818628,2.9488636363715504,1,0,True,-1
2,6,0.0006279999999998509,7.062499999999083e-05,2.566599999997976e-05,0.0006986249999998417,27.21986285359591,2.7516948492186755,1,0,True,-1
2,6,0.0006279999999998509,8.858400000000266e-05,3.595900000008534e-05,0.0007165839999998536,19.92780666865466,2.4634722878776505,1,0,True,-1
2,6,0.000641624999999868,8.658300000008445e-05,2.7584000000135944e-05,0.0007282079999999524,26.399651972025943,3.138884860776455,1,0,True,-1
2,6,0.000641624999999868,8.087499999986925e-05,2.654199999985174e-05,0.0007224999999997372,27.221008213539786,3.0470574937955317,1,0,True,-1
2,6,0.000641624999999868,7.879200000004971e-05,2.733300000001826e-05,0.0007204169999999177,26.357040939503033,2.8826693008450253,1,0,True,-1
2,6,0.000641624999999868,5.816699999994235e-05,1.987500000000253e-05,0.0006997919999998103,35.20966037734447,2.9266415094306892,1,0,True,-1
2,6,0.000641624999999868,6.291600000007946e-05,2.1708000000009164e-05,0.0007045409999999475,32.455362078480285,2.8982863460499773,1,0,True,-1
2,6,0.000641624999999868,8.137499999993913e-05,2.7041000000060933e-05,0.0007229999999998071,26.73717687948589,3.0093191819738827,1,0,True,-1
