n,cpdag,n_undirected,space_size,g0,x,y,z,r_bfs,r_fast,agree,bfs_seconds,fast_seconds,fast_elements_visited,fast_closures,fast_validity_checks
4,V1->V0 V1->V3 V2->V0 V2->V3 V0-V3,1,3,V0->V3 V1->V0 V1->V3 V2->V0 V2->V3,V2,V0,V1,-1,-1,True,3.116599999986036e-05,6.0041999999871365e-05,2,1,2
4,V1->V0 V1->V3 V2->V0 V2->V3 V0-V3,1,3,V0->V3 V1->V0 V1->V3 V2->V0 V2->V3,V2,V1,,-1,-1,True,2.2292000000145862e-05,5.870800000007392e-05,2,1,2
4,V1->V0 V1->V3 V2->V0 V2->V3 V0-V3,1,3,V0->V3 V1->V0 V1->V3 V2->V0 V2->V3,V2,V3,V1,-1,-1,True,3.375000000005457e-05,6.137500000003016e-05,2,1,2
4,V1->V0 V1->V3 V2->V0 V2->V3 V0-V3,1,3,V1->V0 V1->V3 V2->V0 V2->V3 V3->V0,V1,V0,V2,-1,-1,True,2.9416999999920534e-05,6.112499999977317e-05,2,1,2
4,V1->V0 V1->V3 V2->V0 V2->V3 V0-V3,1,3,V1->V0 V1->V3 V2->V0 V2->V3 V3->V0,V1,V2,,-1,-1,True,2.1499999999896602e-05,5.387500000031409e-05,2,1,2
4,V1->V0 V1->V3 V2->V0 V2->V3 V0-V3,1,3,V1->V0 V1->V3 V2->V0 V2->V3 V3->V0,V1,V3,V2,-1,-1,True,2.8833000000005882e-05,5.9541999999801476e-05,2,1,2
4,V1->V0 V1->V3 V2->V0 V2->V3 V0-V3,1,3,V1->V0 V1->V3 V2->V0 V2->V3 V3->V0,V2,V0,V1,-1,-1,True,3.0166000000164672e-05,6.212499999991294e-05,2,1,2
4,V1->V0 V1->V3 V2->V0 V2->V3 V0-V3,1,3,V1->V0 V1->V3 V2->V0 V2->V3 V3->V0,V2,V1,,-1,-1,True,2.2041999999888873e-05,5.316700000035368e-05,2,1,2
4,V1->V0 V1->V3 V2->V0 V2->V3 V0-V3,1,3,V1->V0 V1->V3 V2->V0 V2->V3 V3->V0,V2,V3,V1,-1,-1,True,2.9416000000281883e-05,5.8249999999926416e-05,2,1,2
4,V1->V0 V1->V3 V2->V0 V2->V3 V0-V3,1,3,V1->V0 V1->V3 V2->V0 V2->V3 V3->V0,V3,V0,V1|V2,1,1,True,2.066600000016905e-05,5.487500000000978e-05,1,1,2
4,V1->V0 V2->V0 V1-V3,1,3,V1->V0 V2->V0 V1-V3,V1,V0,V2,-1,-1,True,2.6041000000365244e-05,1.5083999999720987e-05,1,0,1
4,V1->V0 V2->V0 V1-V3,1,3,V1->V0 V2->V0 V1-V3,V1,V2,,-1,-1,True,2.066700000025179e-05,1.229200000008035e-05,1,0,1
4,V1->V0 V2->V0 V1-V3,1,3,V1->V0 V2->V0 V1-V3,V2,V0,V1,-1,-1,True,2.4916999999735623e-05,1.4333000000199547e-05,1,0,1
4,V1->V0 V2->V0 V1-V3,1,3,V1->V0 V2->V0 V1-V3,V2,V1,,-1,-1,True,1.9707999999951653e-05,1.1750000000088079e-05,1,0,1
4,V1->V0 V2->V0 V1-V3,1,3,V1->V0 V2->V0 V1-V3,V2,V3,,-1,-1,True,1.9958000000208642e-05,1.1541999999753472e-05,1,0,1
4,V1->V0 V2->V0 V1-V3,1,3,V1->V0 V2->V0 V1-V3,V3,V2,,-1,-1,True,2.1124999999955207e-05,1.254199999989325e-05,1,0,1
4,V1->V0 V2->V0 V1-V3,1,3,V1->V0 V1->V3 V2->V0,V1,V0,V2,-1,-1,True,2.5249999999754635e-05,5.224999999997593e-05,2,1,2
4,V1->V0 V2->V0 V1-V3,1,3,V1->V0 V1->V3 V2->V0,V1,V2,,-1,-1,True,2.1375000000212196e-05,4.729199999964351e-05,2,1,2
4,V1->V0 V2->V0 V1-V3,1,3,V1->V0 V1->V3 V2->V0,V1,V3,,1,1,True,1.620899999998926e-05,4.687500000022382e-05,1,1,2
4,V1->V0 V2->V0 V1-V3,1,3,V1->V0 V1->V3 V2->V0,V2,V0,V1,-1,-1,True,2.645800000022902e-05,5.1416999999887025e-05,2,1,2
4,V1->V0 V2->V0 V1-V3,1,3,V1->V0 V1->V3 V2->V0,V2,V1,,-1,-1,True,2.0874999999698218e-05,4.558299999990467e-05,2,1,2
4,V1->V0 V2->V0 V1-V3,1,3,V1->V0 V1->V3 V2->V0,V2,V3,,-1,-1,True,2.01670000001819e-05,4.570799999958908e-05,2,1,2
4,V1->V0 V2->V0 V1-V3,1,3,V1->V0 V1->V3 V2->V0,V3,V2,,-1,-1,True,2.1542000000263073e-05,4.891699999998167e-05,2,1,2
4,V1->V0 V2->V0 V1-V3,1,3,V1->V0 V2->V0 V3->V1,V1,V0,V2,-1,-1,True,2.6582999999913426e-05,5.204200000008541e-05,2,1,2
4,V1->V0 V2->V0 V1-V3,1,3,V1->V0 V2->V0 V3->V1,V1,V2,,-1,-1,True,2.1000000000270802e-05,4.8040999999887646e-05,2,1,2
4,V1->V0 V2->V0 V1-V3,1,3,V1->V0 V2->V0 V3->V1,V2,V0,V1,-1,-1,True,2.591700000031949e-05,5.124999999983615e-05,2,1,2
4,V1->V0 V2->V0 V1-V3,1,3,V1->V0 V2->V0 V3->V1,V2,V1,,-1,-1,True,2.012499999981543e-05,4.6666999999889214e-05,2,1,2
4,V1->V0 V2->V0 V1-V3,1,3,V1->V0 V2->V0 V3->V1,V2,V3,,-1,-1,True,2.0500000000200913e-05,4.770799999986863e-05,2,1,2
4,V1->V0 V2->V0 V1-V3,1,3,V1->V0 V2->V0 V3->V1,V3,V0,V2,1,1,True,1.6374999999957396e-05,4.625000000002544e-05,1,1,2
4,V1->V0 V2->V0 V1-V3,1,3,V1->V0 V2->V0 V3->V1,V3,V1,,1,1,True,1.1457999999908708e-05,4.16670000000785e-05,1,1,2
4,V1->V0 V2->V0 V1-V3,1,3,V1->V0 V2->V0 V3->V1,V3,V2,,-1,-1,True,2.1583000000102714e-05,4.6707999999728855e-05,2,1,2
4,V1->V0 V2->V0 V1-V3 V2-V3,2,6,V1->V0 V2->V0 V3->V1 V2-V3,V1,V0,V2,1,1,True,1.962499999974554e-05,6.97500000002016e-05,1,1,2
4,V1->V0 V2->V0 V1-V3 V2-V3,2,6,V1->V0 V2->V0 V3->V1 V2-V3,V3,V1,,1,1,True,1.8750000000178346e-05,6.904100000015845e-05,1,1,2
4,V1->V0 V2->V0 V1-V3 V2-V3,2,6,V1->V0 V2->V0 V3->V2 V1-V3,V2,V0,V1,1,1,True,2.5791000000108255e-05,7.504200000019168e-05,1,1,2
4,V1->V0 V2->V0 V1-V3 V2-V3,2,6,V1->V0 V2->V0 V3->V2 V1-V3,V3,V2,,1,1,True,2.6083000000287626e-05,8.266700000003624e-05,1,1,2
4,V1->V0 V2->V0 V1-V3 V2-V3,2,6,V1->V0 V1->V3 V2->V0 V3->V2,V1,V0,,1,1,True,3.8874999999993776e-05,7.666700000008575e-05,1,2,2
4,V1->V0 V2->V0 V1-V3 V2-V3,2,6,V1->V0 V1->V3 V2->V0 V3->V2,V1,V2,,1,1,True,3.445800000001498e-05,6.93750000002602e-05,1,2,2
4,V1->V0 V2->V0 V1-V3 V2-V3,2,6,V1->V0 V1->V3 V2->V0 V3->V2,V1,V3,,1,1,True,3.095799999996984e-05,6.562499999995808e-05,1,2,2
4,V1->V0 V2->V0 V1-V3 V2-V3,2,6,V1->V0 V1->V3 V2->V0 V3->V2,V2,V0,V1,2,2,True,3.437500000025295e-05,0.0001330419999998611,2,3,3
4,V1->V0 V2->V0 V1-V3 V2-V3,2,6,V1->V0 V1->V3 V2->V0 V3->V2,V3,V0,V1,1,1,True,2.7957999999994598e-05,6.60829999996615e-05,1,2,2
4,V1->V0 V2->V0 V1-V3 V2-V3,2,6,V1->V0 V1->V3 V2->V0 V3->V2,V3,V2,,2,2,True,3.1540999999801755e-05,0.00012733400000008999,2,3,3
4,V1->V0 V2->V0 V1-V3 V2-V3,2,6,V1->V0 V2->V0 V2->V3 V3->V1,V1,V0,V2,2,2,True,2.7584000000135944e-05,0.0001254159999999338,2,3,3
4,V1->V0 V2->V0 V1-V3 V2-V3,2,6,V1->V0 V2->V0 V2->V3 V3->V1,V2,V0,,1,1,True,3.108300000009834e-05,7.058399999992915e-05,1,2,2
4,V1->V0 V2->V0 V1-V3 V2-V3,2,6,V1->V0 V2->V0 V2->V3 V3->V1,V2,V1,,1,1,True,2.74580000003688e-05,6.97499999997575e-05,1,2,2
4,V1->V0 V2->V0 V1-V3 V2-V3,2,6,V1->V0 V2->V0 V2->V3 V3->V1,V2,V3,,1,1,True,2.5500000000011624e-05,6.45000000001339e-05,1,2,2
4,V1->V0 V2->V0 V1-V3 V2-V3,2,6,V1->V0 V2->V0 V2->V3 V3->V1,V3,V0,V2,1,1,True,2.0750000000013813e-05,6.658299999973138e-05,1,2,2
4,V1->V0 V2->V0 V1-V3 V2-V3,2,6,V1->V0 V2->V0 V2->V3 V3->V1,V3,V1,,2,2,True,2.6832999999726326e-05,0.00012412500000014148,2,3,3
4,V1->V0 V2->V0 V1-V3 V2-V3,2,6,V1->V0 V2->V0 V3->V1 V3->V2,V1,V0,V2,1,1,True,3.012499999988094e-05,8.954099999991527e-05,1,2,3
4,V1->V0 V2->V0 V1-V3 V2-V3,2,6,V1->V0 V2->V0 V3->V1 V3->V2,V2,V0,V1,1,1,True,2.116699999987759e-05,8.245800000006298e-05,1,2,2
4,V1->V0 V2->V0 V1-V3 V2-V3,2,6,V1->V0 V2->V0 V3->V1 V3->V2,V3,V0,,1,1,True,2.56670000000625e-05,9.341699999998454e-05,1,2,2
4,V1->V0 V2->V0 V1-V3 V2-V3,2,6,V1->V0 V2->V0 V3->V1 V3->V2,V3,V1,,1,1,True,3.0291999999931818e-05,0.00011350000000032168,1,2,3
4,V1->V0 V2->V0 V1-V3 V2-V3,2,6,V1->V0 V2->V0 V3->V1 V3->V2,V3,V2,,1,1,True,2.616700000013239e-05,7.312500000011823e-05,1,2,2
4,V1->V0 V2->V0 V2-V3,1,3,V1->V0 V2->V0 V2-V3,V1,V0,V2,-1,-1,True,2.745799999992471e-05,1.6000000000016e-05,1,0,1
4,V1->V0 V2->V0 V2-V3,1,3,V1->V0 V2->V0 V2-V3,V1,V2,,-1,-1,True,2.1124999999955207e-05,1.283299999998988e-05,1,0,1
4,V1->V0 V2->V0 V2-V3,1,3,V1->V0 V2->V0 V2-V3,V1,V3,,-1,-1,True,2.0584000000045677e-05,1.2499999999970868e-05,1,0,1
4,V1->V0 V2->V0 V2-V3,1,3,V1->V0 V2->V0 V2-V3,V2,V0,V1,-1,-1,True,2.6791999999886684e-05,1.5125000000004718e-05,1,0,1
4,V1->V0 V2->V0 V2-V3,1,3,V1->V0 V2->V0 V2-V3,V2,V1,,-1,-1,True,2.1250000000083702e-05,1.2458000000048486e-05,1,0,1
4,V1->V0 V2->V0 V2-V3,1,3,V1->V0 V2->V0 V2-V3,V3,V1,,-1,-1,True,2.408400000009081e-05,1.3499999999666557e-05,1,0,1
4,V1->V0 V2->V0 V2-V3,1,3,V1->V0 V2->V0 V2->V3,V1,V0,V2,-1,-1,True,2.666700000020228e-05,5.262499999991732e-05,2,1,2
4,V1->V0 V2->V0 V2-V3,1,3,V1->V0 V2->V0 V2->V3,V1,V2,,-1,-1,True,2.0833000000219926e-05,4.708399999975299e-05,2,1,2
4,V1->V0 V2->V0 V2-V3,1,3,V1->V0 V2->V0 V2->V3,V1,V3,,-1,-1,True,2.1041999999749095e-05,4.6708000000172945e-05,2,1,2
4,V1->V0 V2->V0 V2-V3,1,3,V1->V0 V2->V0 V2->V3,V2,V0,V1,-1,-1,True,2.6624999999835808e-05,5.058300000015947e-05,2,1,2
4,V1->V0 V2->V0 V2-V3,1,3,V1->V0 V2->V0 V2->V3,V2,V1,,-1,-1,True,2.145900000005696e-05,4.554099999998229e-05,2,1,2
4,V1->V0 V2->V0 V2-V3,1,3,V1->V0 V2->V0 V2->V3,V2,V3,,1,1,True,1.5290999999972854e-05,4.362499999999159e-05,1,1,2
4,V1->V0 V2->V0 V2-V3,1,3,V1->V0 V2->V0 V2->V3,V3,V1,,-1,-1,True,2.195900000012685e-05,4.770799999986863e-05,2,1,2
4,V1->V0 V2->V0 V2-V3,1,3,V1->V0 V2->V0 V3->V2,V1,V0,V2,-1,-1,True,2.670900000012466e-05,5.2457999999866445e-05,2,1,2
4,V1->V0 V2->V0 V2-V3,1,3,V1->V0 V2->V0 V3->V2,V1,V2,,-1,-1,True,2.116699999987759e-05,4.649999999983834e-05,2,1,2
4,V1->V0 V2->V0 V2-V3,1,3,V1->V0 V2->V0 V3->V2,V1,V3,,-1,-1,True,2.091700000006469e-05,4.5666000000110785e-05,2,1,2
4,V1->V0 V2->V0 V2-V3,1,3,V1->V0 V2->V0 V3->V2,V2,V0,V1,-1,-1,True,2.6249999999894413e-05,5.079200000013273e-05,2,1,2
4,V1->V0 V2->V0 V2-V3,1,3,V1->V0 V2->V0 V3->V2,V2,V1,,-1,-1,True,2.145799999997422e-05,4.662499999996683e-05,2,1,2
4,V1->V0 V2->V0 V2-V3,1,3,V1->V0 V2->V0 V3->V2,V3,V0,V1,1,1,True,1.616699999962279e-05,4.47910000000995e-05,1,1,2
4,V1->V0 V2->V0 V2-V3,1,3,V1->V0 V2->V0 V3->V2,V3,V1,,-1,-1,True,2.1792000000075973e-05,4.691600000006346e-05,2,1,2
4,V1->V0 V2->V0 V2-V3,1,3,V1->V0 V2->V0 V3->V2,V3,V2,,1,1,True,1.1082999999967313e-05,4.233399999975518e-05,1,1,2
4,V1->V0 V2->V0 V3->V0 V1-V2,1,3,V1->V0 V2->V0 V3->V0 V1-V2,V1,V3,,-1,-1,True,2.4417000000109823e-05,1.4332999999755458e-05,1,0,1
4,V1->V0 V2->V0 V3->V0 V1-V2,1,3,V1->V0 V2->V0 V3->V0 V1-V2,V2,V3,,-1,-1,True,2.32910000002029e-05,1.3916999999974422e-05,1,0,1
4,V1->V0 V2->V0 V3->V0 V1-V2,1,3,V1->V0 V2->V0 V3->V0 V1-V2,V3,V0,V1|V2,-1,-1,True,3.270900000007515e-05,1.82909999999481e-05,1,0,1
4,V1->V0 V2->V0 V3->V0 V1-V2,1,3,V1->V0 V2->V0 V3->V0 V1-V2,V3,V1,,-1,-1,True,5.570800000009868e-05,4.0958999999674006e-05,1,0,1
4,V1->V0 V2->V0 V3->V0 V1-V2,1,3,V1->V0 V2->V0 V3->V0 V1-V2,V3,V2,,-1,-1,True,9.091599999999644e-05,3.6250000000404015e-05,1,0,1
4,V1->V0 V2->V0 V3->V0 V1-V2,1,3,V1->V0 V1->V2 V2->V0 V3->V0,V1,V0,V3,1,1,True,4.5957999999846066e-05,9.924999999988415e-05,1,1,2
4,V1->V0 V2->V0 V3->V0 V1-V2,1,3,V1->V0 V1->V2 V2->V0 V3->V0,V1,V2,,1,1,True,3.429200000004684e-05,9.57919999997614e-05,1,1,2
4,V1->V0 V2->V0 V3->V0 V1-V2,1,3,V1->V0 V1->V2 V2->V0 V3->V0,V1,V3,,-1,-1,True,4.28750000001088e-05,0.0001401249999997134,2,1,2
4,V1->V0 V2->V0 V3->V0 V1-V2,1,3,V1->V0 V1->V2 V2->V0 V3->V0,V2,V0,V1|V3,1,1,True,2.1250000000083702e-05,8.333300000007426e-05,1,1,2
4,V1->V0 V2->V0 V3->V0 V1-V2,1,3,V1->V0 V1->V2 V2->V0 V3->V0,V2,V3,,-1,-1,True,2.458300000007796e-05,7.47500000000123e-05,2,1,2
4,V1->V0 V2->V0 V3->V0 V1-V2,1,3,V1->V0 V1->V2 V2->V0 V3->V0,V3,V0,V1|V2,-1,-1,True,3.266700000015277e-05,6.200000000022854e-05,2,1,2
4,V1->V0 V2->V0 V3->V0 V1-V2,1,3,V1->V0 V1->V2 V2->V0 V3->V0,V3,V1,,-1,-1,True,4.3291999999972575e-05,8.179099999994222e-05,2,1,2
4,V1->V0 V2->V0 V3->V0 V1-V2,1,3,V1->V0 V1->V2 V2->V0 V3->V0,V3,V2,,-1,-1,True,5.187500000003453e-05,0.00013858300000002544,2,1,2
4,V1->V0 V2->V0 V3->V0 V1-V2,1,3,V1->V0 V2->V0 V2->V1 V3->V0,V1,V0,V2|V3,1,1,True,3.8334000000084245e-05,0.0001572080000000753,1,1,2
4,V1->V0 V2->V0 V3->V0 V1-V2,1,3,V1->V0 V2->V0 V2->V1 V3->V0,V1,V3,,-1,-1,True,2.429199999998133e-05,0.00014195799999994207,2,1,2
4,V1->V0 V2->V0 V3->V0 V1-V2,1,3,V1->V0 V2->V0 V2->V1 V3->V0,V2,V0,V3,1,1,True,1.8166999999902345e-05,5.412500000012699e-05,1,1,2
4,V1->V0 V2->V0 V3->V0 V1-V2,1,3,V1->V0 V2->V0 V2->V1 V3->V0,V2,V1,,1,1,True,1.283299999998988e-05,4.562500000027114e-05,1,1,2
4,V1->V0 V2->V0 V3->V0 V1-V2,1,3,V1->V0 V2->V0 V2->V1 V3->V0,V2,V3,,-1,-1,True,2.354200000009854e-05,5.095800000010087e-05,2,1,2
4,V1->V0 V2->V0 V3->V0 V1-V2,1,3,V1->V0 V2->V0 V2->V1 V3->V0,V3,V0,V1|V2,-1,-1,True,3.2541999999580185e-05,5.9291000000349925e-05,2,1,2
4,V1->V0 V2->V0 V3->V0 V1-V2,1,3,V1->V0 V2->V0 V2->V1 V3->V0,V3,V1,,-1,-1,True,2.225000000022348e-05,4.9832999999832595e-05,2,1,2
4,V1->V0 V2->V0 V3->V0 V1-V2,1,3,V1->V0 V2->V0 V2->V1 V3->V0,V3,V2,,-1,-1,True,2.2082999999728514e-05,4.9583000000019695e-05,2,1,2
4,V1->V0 V2->V0 V3->V0 V1-V2 V1-V3,2,6,V1->V0 V1->V2 V2->V0 V3->V0 V1-V3,V1,V2,,1,1,True,3.17500000002191e-05,8.954199999999801e-05,1,1,2
4,V1->V0 V2->V0 V3->V0 V1-V2 V1-V3,2,6,V1->V0 V1->V2 V2->V0 V3->V0 V1-V3,V2,V0,V1|V3,1,1,True,3.916700000017315e-05,9.729199999997107e-05,1,1,2
4,V1->V0 V2->V0 V3->V0 V1-V2 V1-V3,2,6,V1->V0 V1->V3 V2->V0 V3->V0 V1-V2,V1,V3,,1,1,True,2.6500000000151402e-05,8.712499999985468e-05,1,1,2
4,V1->V0 V2->V0 V3->V0 V1-V2 V1-V3,2,6,V1->V0 V1->V3 V2->V0 V3->V0 V1-V2,V3,V0,V1|V2,1,1,True,3.058300000002845e-05,8.687500000004178e-05,1,1,2
4,V1->V0 V2->V0 V3->V0 V1-V2 V1-V3,2,6,V1->V0 V1->V2 V1->V3 V2->V0 V3->V0,V1,V0,,1,1,True,3.9625000000320654e-05,9.233400000008274e-05,1,2,2
4,V1->V0 V2->V0 V3->V0 V1-V2 V1-V3,2,6,V1->V0 V1->V2 V1->V3 V2->V0 V3->V0,V1,V2,,1,1,True,4.8790999999770435e-05,9.737500000017718e-05,1,2,3
4,V1->V0 V2->V0 V3->V0 V1-V2 V1-V3,2,6,V1->V0 V1->V2 V1->V3 V2->V0 V3->V0,V1,V3,,1,1,True,3.0166000000164672e-05,8.399999999975094e-05,1,2,2
4,V1->V0 V2->V0 V3->V0 V1-V2 V1-V3,2,6,V1->V0 V1->V2 V1->V3 V2->V0 V3->V0,V2,V0,V1|V3,1,1,True,5.8208999999642685e-05,0.00010854100000035061,1,2,3
4,V1->V0 V2->V0 V3->V0 V1-V2 V1-V3,2,6,V1->V0 V1->V2 V1->V3 V2->V0 V3->V0,V3,V0,V1|V2,1,1,True,3.1540999999801755e-05,8.45420000001873e-05,1,2,2
4,V1->V0 V2->V0 V3->V0 V1-V2 V1-V3,2,6,V1->V0 V1->V2 V2->V0 V3->V0 V3->V1,V1,V0,V3,1,1,True,1.4042000000102917e-05,6.525000000001668e-05,1,2,2
4,V1->V0 V2->V0 V3->V0 V1-V2 V1-V3,2,6,V1->V0 V1->V2 V2->V0 V3->V0 V3->V1,V1,V2,,2,2,True,3.791700000022047e-05,0.0001420409999997041,2,3,3
4,V1->V0 V2->V0 V3->V0 V1-V2 V1-V3,2,6,V1->V0 V1->V2 V2->V0 V3->V0 V3->V1,V2,V0,V1|V3,2,2,True,4.733400000000998e-05,0.00015337500000001114,2,3,3
4,V1->V0 V2->V0 V3->V0 V1-V2 V1-V3,2,6,V1->V0 V1->V2 V2->V0 V3->V0 V3->V1,V3,V0,,1,1,True,2.595800000015913e-05,6.920899999984798e-05,1,2,2
4,V1->V0 V2->V0 V3->V0 V1-V2 V1-V3,2,6,V1->V0 V1->V2 V2->V0 V3->V0 V3->V1,V3,V1,,1,1,True,1.9750000000318124e-05,6.349999999999412e-05,1,2,2
4,V1->V0 V2->V0 V3->V0 V1-V2 V1-V3,2,6,V1->V0 V1->V2 V2->V0 V3->V0 V3->V1,V3,V2,,1,1,True,2.2332999999985503e-05,6.54579999999072e-05,1,2,2
4,V1->V0 V2->V0 V3->V0 V1-V2 V1-V3,2,6,V1->V0 V1->V3 V2->V0 V2->V1 V3->V0,V1,V0,V2,1,1,True,1.387500000005204e-05,6.245799999993196e-05,1,2,2
4,V1->V0 V2->V0 V3->V0 V1-V2 V1-V3,2,6,V1->V0 V1->V3 V2->V0 V2->V1 V3->V0,V1,V3,,2,2,True,3.1791999999697396e-05,0.00013662500000011235,2,3,3
4,V1->V0 V2->V0 V3->V0 V1-V2 V1-V3,2,6,V1->V0 V1->V3 V2->V0 V2->V1 V3->V0,V2,V0,,1,1,True,2.7416000000002327e-05,7.087500000002578e-05,1,2,2
4,V1->V0 V2->V0 V3->V0 V1-V2 V1-V3,2,6,V1->V0 V1->V3 V2->V0 V2->V1 V3->V0,V2,V1,,1,1,True,1.958299999982316e-05,6.3416999999788e-05,1,2,2
4,V1->V0 V2->V0 V3->V0 V1-V2 V1-V3,2,6,V1->V0 V1->V3 V2->V0 V2->V1 V3->V0,V2,V3,,1,1,True,2.224999999977939e-05,6.883300000026793e-05,1,2,2
4,V1->V0 V2->V0 V3->V0 V1-V2 V1-V3,2,6,V1->V0 V1->V3 V2->V0 V2->V1 V3->V0,V3,V0,V1|V2,2,2,True,3.92910000002189e-05,0.00014479199999994918,2,3,3
4,V1->V0 V2->V0 V3->V0 V1-V2 V2-V3,2,6,V1->V0 V2->V0 V2->V1 V3->V0 V2-V3,V1,V0,V2|V3,1,1,True,2.2874999999977774e-05,8.045799999978342e-05,1,1,2
4,V1->V0 V2->V0 V3->V0 V1-V2 V2-V3,2,6,V1->V0 V2->V0 V2->V1 V3->V0 V2-V3,V2,V1,,1,1,True,2.037500000007242e-05,7.62079999998555e-05,1,1,2
4,V1->V0 V2->V0 V3->V0 V1-V2 V2-V3,2,6,V1->V0 V2->V0 V2->V3 V3->V0 V1-V2,V2,V3,,1,1,True,3.191600000018724e-05,8.900000000000574e-05,1,1,2
4,V1->V0 V2->V0 V3->V0 V1-V2 V2-V3,2,6,V1->V0 V2->V0 V2->V3 V3->V0 V1-V2,V3,V0,V1|V2,1,1,True,3.9082999999884294e-05,9.462500000001484e-05,1,1,2
4,V1->V0 V2->V0 V3->V0 V1-V2 V2-V3,2,6,V1->V0 V1->V2 V2->V0 V2->V3 V3->V0,V1,V0,,1,1,True,4.129200000013711e-05,8.008299999984203e-05,1,2,2
4,V1->V0 V2->V0 V3->V0 V1-V2 V2-V3,2,6,V1->V0 V1->V2 V2->V0 V2->V3 V3->V0,V1,V2,,1,1,True,3.26249999997863e-05,8.941600000023087e-05,1,2,2
4,V1->V0 V2->V0 V3->V0 V1-V2 V2-V3,2,6,V1->V0 V1->V2 V2->V0 V2->V3 V3->V0,V1,V3,,1,1,True,4.124999999977064e-05,7.741600000032989e-05,1,2,2
4,V1->V0 V2->V0 V3->V0 V1-V2 V2-V3,2,6,V1->V0 V1->V2 V2->V0 V2->V3 V3->V0,V2,V0,V1,1,1,True,3.0500000000266425e-05,7.770899999970382e-05,1,2,2
4,V1->V0 V2->V0 V3->V0 V1-V2 V2-V3,2,6,V1->V0 V1->V2 V2->V0 V2->V3 V3->V0,V2,V3,,2,2,True,7.541699999968898e-05,0.00018412500000009047,2,3,3
4,V1->V0 V2->V0 V3->V0 V1-V2 V2-V3,2,6,V1->V0 V1->V2 V2->V0 V2->V3 V3->V0,V3,V0,V1|V2,2,2,True,4.8291000000144635e-05,0.00021862500000002782,2,3,3
4,V1->V0 V2->V0 V3->V0 V1-V2 V2-V3,2,6,V1->V0 V2->V0 V2->V1 V2->V3 V3->V0,V1,V0,V2|V3,1,1,True,3.487499999987875e-05,0.00028366600000007125,1,2,3
4,V1->V0 V2->V0 V3->V0 V1-V2 V2-V3,2,6,V1->V0 V2->V0 V2->V1 V2->V3 V3->V0,V2,V0,,1,1,True,0.00017966600000018929,0.00018929199999995205,1,2,2
4,V1->V0 V2->V0 V3->V0 V1-V2 V2-V3,2,6,V1->V0 V2->V0 V2->V1 V2->V3 V3->V0,V2,V1,,1,1,True,6.729099999969179e-05,0.00015162499999998857,1,2,3
4,V1->V0 V2->V0 V3->V0 V1-V2 V2-V3,2,6,V1->V0 V2->V0 V2->V1 V2->V3 V3->V0,V2,V3,,1,1,True,3.949999999974807e-05,0.0001272920000001676,1,2,2
4,V1->V0 V2->V0 V3->V0 V1-V2 V2-V3,2,6,V1->V0 V2->V0 V2->V1 V2->V3 V3->V0,V3,V0,V1|V2,1,1,True,4.112500000008623e-05,8.641599999981153e-05,1,2,2
4,V1->V0 V2->V0 V3->V0 V1-V2 V2-V3,2,6,V1->V0 V2->V0 V2->V1 V3->V0 V3->V2,V1,V0,V2|V3,2,2,True,3.1250000000149214e-05,0.00013887499999976072,2,3,3
4,V1->V0 V2->V0 V3->V0 V1-V2 V2-V3,2,6,V1->V0 V2->V0 V2->V1 V3->V0 V3->V2,V2,V0,V3,1,1,True,1.387500000005204e-05,9.74579999999392e-05,1,2,2
4,V1->V0 V2->V0 V3->V0 V1-V2 V2-V3,2,6,V1->V0 V2->V0 V2->V1 V3->V0 V3->V2,V2,V1,,2,2,True,2.824999999972988e-05,0.0001572080000000753,2,3,3
4,V1->V0 V2->V0 V3->V0 V1-V2 V2-V3,2,6,V1->V0 V2->V0 V2->V1 V3->V0 V3->V2,V3,V0,,1,1,True,3.9915999999973195e-05,7.479199999993469e-05,1,2,2
4,V1->V0 V2->V0 V3->V0 V1-V2 V2-V3,2,6,V1->V0 V2->V0 V2->V1 V3->V0 V3->V2,V3,V1,,1,1,True,2.3500000000176158e-05,6.895799999995234e-05,1,2,2
4,V1->V0 V2->V0 V3->V0 V1-V2 V2-V3,2,6,V1->V0 V2->V0 V2->V1 V3->V0 V3->V2,V3,V2,,1,1,True,5.0874999999894754e-05,0.00011975000000008507,1,2,2
4,V1->V0 V2->V0 V3->V0 V1-V3,1,3,V1->V0 V2->V0 V3->V0 V1-V3,V1,V2,,-1,-1,True,5.395800000007611e-05,3.354200000016405e-05,1,0,1
4,V1->V0 V2->V0 V3->V0 V1-V3,1,3,V1->V0 V2->V0 V3->V0 V1-V3,V2,V0,V1|V3,-1,-1,True,3.3624999999926075e-05,1.9167000000042123e-05,1,0,1
4,V1->V0 V2->V0 V3->V0 V1-V3,1,3,V1->V0 V2->V0 V3->V0 V1-V3,V2,V1,,-1,-1,True,2.200000000041058e-05,1.3124999999725162e-05,1,0,1
4,V1->V0 V2->V0 V3->V0 V1-V3,1,3,V1->V0 V2->V0 V3->V0 V1-V3,V2,V3,,-1,-1,True,2.195800000004411e-05,1.2916999999834644e-05,1,0,1
4,V1->V0 V2->V0 V3->V0 V1-V3,1,3,V1->V0 V2->V0 V3->V0 V1-V3,V3,V2,,-1,-1,True,2.3124999999790674e-05,1.362500000023914e-05,1,0,1
