network,x,y,arm,coverage,rep,n_k,status,g0_undirected,z_size,separation,separation_status,k_g0,r_hop,hop_method,hop_exact,r_claim,r_claim_status,r_id,phi_1,n_wrong_claims,z_valid_at_truth
Shrier_2008,ConnectiveTissueDisorder,FitnessLevel,D_RAND,0.5,1,1,optimal_empty,1,,,,,,,,,,,,,
Shrier_2008,ConnectiveTissueDisorder,Injury,A_TRUE,1.0,0,2,ok,0,4,1,measured,3,1,local_up_fast,1,1,exact,1,0.5,0,1
Shrier_2008,ConnectiveTissueDisorder,Injury,D_RAND,1.0,0,2,not_amenable,1,,,,,,,,,,,,,
Shrier_2008,ConnectiveTissueDisorder,Injury,D_RAND,1.0,1,2,ok,0,4,1,measured,3,1,local_up_fast,1,1,exact,1,0.5,1,1
Shrier_2008,ConnectiveTissueDisorder,Injury,D_DEGEN,1.0,0,0,not_amenable,3,,,,,,,,,,,,,
Shrier_2008,ConnectiveTissueDisorder,Injury,A_TRUE,0.5,0,1,ok,1,4,1,measured,2,1,local_up_fast,1,1,exact,1,1.0,0,1
Shrier_2008,ConnectiveTissueDisorder,Injury,D_RAND,0.5,0,1,not_amenable,2,,,,,,,,,,,,,
Shrier_2008,ConnectiveTissueDisorder,Injury,D_RAND,0.5,1,1,not_amenable,2,,,,,,,,,,,,,
Shrier_2008,ConnectiveTissueDisorder,NeuromuscularFatigue,A_TRUE,1.0,0,2,ok,0,2,1,measured,3,1,local_up_fast,1,1,exact,1,0.5,0,1
Shrier_2008,ConnectiveTissueDisorder,NeuromuscularFatigue,D_RAND,1.0,0,2,ok,1,1,,no_z_member_in_component,2,1,local_up_fast,1,1,exact,1,0.5,1,0
Shrier_2008,ConnectiveTissueDisorder,NeuromuscularFatigue,D_RAND,1.0,1,2,ok,1,1,,no_z_member_in_component,2,1,local_up_fast,1,1,exact,1,0.5,1,0
Shrier_2008,ConnectiveTissueDisorder,NeuromuscularFatigue,D_DEGEN,1.0,0,0,not_amenable,3,,,,,,,,,,,,,
Shrier_2008,ConnectiveTissueDisorder,NeuromuscularFatigue,A_TRUE,0.5,0,1,ok,1,2,1,measured,2,1,local_up_fast,1,1,exact,1,1.0,0,1
Shrier_2008,ConnectiveTissueDisorder,NeuromuscularFatigue,D_RAND,0.5,0,1,ok,1,2,1,measured,2,1,local_up_fast,1,1,exact,1,1.0,0,1
Shrier_2008,ConnectiveTissueDisorder,NeuromuscularFatigue,D_RAND,0.5,1,1,ok,2,1,,no_z_member_in_component,1,1,local_up_fast,1,1,exact,1,1.0,1,0
Shrier_2008,ConnectiveTissueDisorder,TissueWeakness,A_TRUE,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
Shrier_2008,ConnectiveTissueDisorder,TissueWeakness,D_RAND,1.0,0,2,not_amenable,1,,,,,,,,,,,,,
Shrier_2008,ConnectiveTissueDisorder,TissueWeakness,D_RAND,1.0,1,2,optimal_empty,0,,,,,,,,,,,,,
Shrier_2008,ConnectiveTissueDisorder,TissueWeakness,D_DEGEN,1.0,0,0,not_amenable,3,,,,,,,,,,,,,
Shrier_2008,ConnectiveTissueDisorder,TissueWeakness,A_TRUE,0.5,0,1,optimal_empty,1,,,,,,,,,,,,,
Shrier_2008,ConnectiveTissueDisorder,TissueWeakness,D_RAND,0.5,0,1,not_amenable,2,,,,,,,,,,,,,
Shrier_2008,ConnectiveTissueDisorder,TissueWeakness,D_RAND,0.5,1,1,optimal_empty,1,,,,,,,,,,,,,
Shrier_2008,Genetics,ConnectiveTissueDisorder,A_TRUE,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
Shrier_2008,Genetics,ConnectiveTissueDisorder,D_RAND,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
Shrier_2008,Genetics,ConnectiveTissueDisorder,D_RAND,1.0,1,2,optimal_empty,1,,,,,,,,,,,,,
Shrier_2008,Genetics,ConnectiveTissueDisorder,D_DEGEN,1.0,0,0,not_amenable,3,,,,,,,,,,,,,
Shrier_2008,Genetics,ConnectiveTissueDisorder,A_TRUE,0.5,0,1,optimal_empty,1,,,,,,,,,,,,,
Shrier_2008,Genetics,ConnectiveTissueDisorder,D_RAND,0.5,0,1,optimal_empty,1,,,,,,,,,,,,,
Shrier_2008,Genetics,ConnectiveTissueDisorder,D_RAND,0.5,1,1,optimal_empty,2,,,,,,,,,,,,,
Shrier_2008,Genetics,Injury,A_TRUE,1.0,0,2,ok,0,3,,no_z_member_in_component,3,1,local_up_fast,1,1,exact,1,0.5,0,1
Shrier_2008,Genetics,Injury,D_RAND,1.0,0,2,ok,1,5,1,measured,2,1,local_up_fast,1,1,exact,1,0.5,1,0
Shrier_2008,Genetics,Injury,D_RAND,1.0,1,2,ok,0,3,,no_z_member_in_component,3,1,local_up_fast,1,1,exact,1,0.5,0,1
Shrier_2008,Genetics,Injury,D_DEGEN,1.0,0,0,not_amenable,3,,,,,,,,,,,,,
Shrier_2008,Genetics,Injury,A_TRUE,0.5,0,1,ok,1,3,,no_z_member_in_component,2,1,local_up_fast,1,1,exact,1,1.0,0,1
Shrier_2008,Genetics,Injury,D_RAND,0.5,0,1,ok,2,5,1,measured,1,1,local_up_fast,1,1,exact,1,1.0,1,0
Shrier_2008,Genetics,Injury,D_RAND,0.5,1,1,ok,1,3,,no_z_member_in_component,2,1,local_up_fast,1,1,exact,1,1.0,0,1
Shrier_2008,Genetics,NeuromuscularFatigue,A_TRUE,1.0,0,2,ok,0,1,,no_z_member_in_component,3,1,local_up_fast,1,1,exact,1,0.5,0,1
Shrier_2008,Genetics,NeuromuscularFatigue,D_RAND,1.0,0,2,ok,0,1,,no_z_member_in_component,3,1,local_up_fast,1,1,exact,1,0.5,1,1
Shrier_2008,Genetics,NeuromuscularFatigue,D_RAND,1.0,1,2,ok,1,2,1,measured,2,1,local_up_fast,1,1,exact,1,0.5,2,0
Shrier_2008,Genetics,NeuromuscularFatigue,D_DEGEN,1.0,0,0,not_amenable,3,,,,,,,,,,,,,
Shrier_2008,Genetics,NeuromuscularFatigue,A_TRUE,0.5,0,1,ok,1,1,,no_z_member_in_component,2,1,local_up_fast,1,1,exact,1,1.0,0,1
Shrier_2008,Genetics,NeuromuscularFatigue,D_RAND,0.5,0,1,ok,1,1,,no_z_member_in_component,2,1,local_up_fast,1,1,exact,1,1.0,0,1
Shrier_2008,Genetics,NeuromuscularFatigue,D_RAND,0.5,1,1,ok,1,1,,no_z_member_in_component,2,1,local_up_fast,1,1,exact,1,1.0,0,1
Shrier_2008,Genetics,TissueWeakness,A_TRUE,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
Shrier_2008,Genetics,TissueWeakness,D_RAND,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
Shrier_2008,Genetics,TissueWeakness,D_RAND,1.0,1,2,optimal_empty,1,,,,,,,,,,,,,
Shrier_2008,Genetics,TissueWeakness,D_DEGEN,1.0,0,0,not_amenable,3,,,,,,,,,,,,,
Shrier_2008,Genetics,TissueWeakness,A_TRUE,0.5,0,1,optimal_empty,1,,,,,,,,,,,,,
Shrier_2008,Genetics,TissueWeakness,D_RAND,0.5,0,1,optimal_empty,2,,,,,,,,,,,,,
Shrier_2008,Genetics,TissueWeakness,D_RAND,0.5,1,1,optimal_empty,1,,,,,,,,,,,,,
Shrier_2008,TeamMotivation,Coach,A_TRUE,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
Shrier_2008,TeamMotivation,Coach,D_RAND,1.0,0,2,optimal_empty,1,,,,,,,,,,,,,
Shrier_2008,TeamMotivation,Coach,D_RAND,1.0,1,2,optimal_empty,0,,,,,,,,,,,,,
Shrier_2008,TeamMotivation,Coach,D_DEGEN,1.0,0,0,not_amenable,3,,,,,,,,,,,,,
Shrier_2008,TeamMotivation,Coach,A_TRUE,0.5,0,1,not_amenable,1,,,,,,,,,,,,,
Shrier_2008,TeamMotivation,Coach,D_RAND,0.5,0,1,not_amenable,1,,,,,,,,,,,,,
Shrier_2008,TeamMotivation,Coach,D_RAND,0.5,1,1,not_amenable,1,,,,,,,,,,,,,
Shrier_2008,TeamMotivation,Injury,A_TRUE,1.0,0,2,ok,0,4,,no_z_member_in_component,3,1,local_up_fast,1,1,exact,1,0.5,0,1
Shrier_2008,TeamMotivation,Injury,D_RAND,1.0,0,2,ok,1,4,,no_z_member_in_component,2,1,local_up_fast,1,1,exact,1,0.5,1,1
Shrier_2008,TeamMotivation,Injury,D_RAND,1.0,1,2,ok,0,4,,no_z_member_in_component,3,1,local_up_fast,1,1,exact,1,0.5,0,1
Shrier_2008,TeamMotivation,Injury,D_DEGEN,1.0,0,0,not_amenable,3,,,,,,,,,,,,,
Shrier_2008,TeamMotivation,Injury,A_TRUE,0.5,0,1,not_amenable,1,,,,,,,,,,,,,
Shrier_2008,TeamMotivation,Injury,D_RAND,0.5,0,1,not_amenable,1,,,,,,,,,,,,,
Shrier_2008,TeamMotivation,Injury,D_RAND,0.5,1,1,not_amenable,2,,,,,,,,,,,,,
Shrier_2008,TeamMotivation,NeuromuscularFatigue,A_TRUE,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
Shrier_2008,TeamMotivation,NeuromuscularFatigue,D_RAND,1.0,0,2,ok,0,2,,no_z_member_in_component,3,1,local_up_fast,1,1,exact,1,0.5,1,0
Shrier_2008,TeamMotivation,NeuromuscularFatigue,D_RAND,1.0,1,2,ok,1,2,,no_z_member_in_component,2,1,local_up_fast,1,1,exact,1,0.5,2,0
Shrier_2008,TeamMotivation,NeuromuscularFatigue,D_DEGEN,1.0,0,0,not_amenable,3,,,,,,,,,,,,,
Shrier_2008,TeamMotivation,NeuromuscularFatigue,A_TRUE,0.5,0,1,not_amenable,1,,,,,,,,,,,,,
Shrier_2008,TeamMotivation,NeuromuscularFatigue,D_RAND,0.5,0,1,not_amenable,1,,,,,,,,,,,,,
Shrier_2008,TeamMotivation,NeuromuscularFatigue,D_RAND,0.5,1,1,not_amenable,2,,,,,,,,,,,,,
Shrier_2008,TeamMotivation,PreviousInjury,A_TRUE,1.0,0,2,ok,0,1,,no_z_member_in_component,3,-1,e1_ladder,1,,gt_2,,0.0,0,1
Shrier_2008,TeamMotivation,PreviousInjury,D_RAND,1.0,0,2,ok,1,1,,no_z_member_in_component,2,-1,local_up_fast,1,,gt_2,,0.0,1,1
Shrier_2008,TeamMotivation,PreviousInjury,D_RAND,1.0,1,2,ok,1,1,,no_z_member_in_component,2,-1,local_up_fast,1,,gt_2,,0.0,2,1
Shrier_2008,TeamMotivation,PreviousInjury,D_DEGEN,1.0,0,0,ok,3,1,,no_z_member_in_component,0,-1,local_up_fast,1,,gt_0,,,0,1
Shrier_2008,TeamMotivation,PreviousInjury,A_TRUE,0.5,0,1,ok,1,1,,no_z_member_in_component,2,-1,local_up_fast,1,,gt_1,,0.0,0,1
Shrier_2008,TeamMotivation,PreviousInjury,D_RAND,0.5,0,1,ok,2,1,,no_z_member_in_component,1,-1,local_up_fast,1,,gt_1,,0.0,1,1
Shrier_2008,TeamMotivation,PreviousInjury,D_RAND,0.5,1,1,ok,1,1,,no_z_member_in_component,2,-1,local_up_fast,1,,gt_1,,0.0,0,1
Shrier_2008,TissueWeakness,ConnectiveTissueDisorder,A_TRUE,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
Shrier_2008,TissueWeakness,ConnectiveTissueDisorder,D_RAND,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
Shrier_2008,TissueWeakness,ConnectiveTissueDisorder,D_RAND,1.0,1,2,optimal_empty,0,,,,,,,,,,,,,
Shrier_2008,TissueWeakness,ConnectiveTissueDisorder,D_DEGEN,1.0,0,0,not_amenable,3,,,,,,,,,,,,,
Shrier_2008,TissueWeakness,ConnectiveTissueDisorder,A_TRUE,0.5,0,1,optimal_empty,1,,,,,,,,,,,,,
Shrier_2008,TissueWeakness,ConnectiveTissueDisorder,D_RAND,0.5,0,1,not_amenable,2,,,,,,,,,,,,,
Shrier_2008,TissueWeakness,ConnectiveTissueDisorder,D_RAND,0.5,1,1,optimal_empty,1,,,,,,,,,,,,,
Shrier_2008,TissueWeakness,Genetics,A_TRUE,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
Shrier_2008,TissueWeakness,Genetics,D_RAND,1.0,0,2,not_amenable,1,,,,,,,,,,,,,
Shrier_2008,TissueWeakness,Genetics,D_RAND,1.0,1,2,not_amenable,1,,,,,,,,,,,,,
Shrier_2008,TissueWeakness,Genetics,D_DEGEN,1.0,0,0,not_amenable,3,,,,,,,,,,,,,
Shrier_2008,TissueWeakness,Genetics,A_TRUE,0.5,0,1,optimal_empty,1,,,,,,,,,,,,,
Shrier_2008,TissueWeakness,Genetics,D_RAND,0.5,0,1,not_amenable,2,,,,,,,,,,,,,
Shrier_2008,TissueWeakness,Genetics,D_RAND,0.5,1,1,not_amenable,2,,,,,,,,,,,,,
Shrier_2008,TissueWeakness,IntraGameProprioception,A_TRUE,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
Shrier_2008,TissueWeakness,IntraGameProprioception,D_RAND,1.0,0,2,not_amenable,1,,,,,,,,,,,,,
Shrier_2008,TissueWeakness,IntraGameProprioception,D_RAND,1.0,1,2,not_amenable,1,,,,,,,,,,,,,
Shrier_2008,TissueWeakness,IntraGameProprioception,D_DEGEN,1.0,0,0,not_amenable,3,,,,,,,,,,,,,
Shrier_2008,TissueWeakness,IntraGameProprioception,A_TRUE,0.5,0,1,optimal_empty,1,,,,,,,,,,,,,
Shrier_2008,TissueWeakness,IntraGameProprioception,D_RAND,0.5,0,1,optimal_empty,1,,,,,,,,,,,,,
Shrier_2008,TissueWeakness,IntraGameProprioception,D_RAND,0.5,1,1,optimal_empty,1,,,,,,,,,,,,,
Shrier_2008,TissueWeakness,PreGameProprioception,A_TRUE,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
Shrier_2008,TissueWeakness,PreGameProprioception,D_RAND,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
Shrier_2008,TissueWeakness,PreGameProprioception,D_RAND,1.0,1,2,not_amenable,1,,,,,,,,,,,,,
Shrier_2008,TissueWeakness,PreGameProprioception,D_DEGEN,1.0,0,0,not_amenable,3,,,,,,,,,,,,,
Shrier_2008,TissueWeakness,PreGameProprioception,A_TRUE,0.5,0,1,optimal_empty,1,,,,,,,,,,,,,
Shrier_2008,TissueWeakness,PreGameProprioception,D_RAND,0.5,0,1,optimal_empty,1,,,,,,,,,,,,,
Shrier_2008,TissueWeakness,PreGameProprioception,D_RAND,0.5,1,1,not_amenable,2,,,,,,,,,,,,,
Thoemmes_2013,e0,s1,A_TRUE,1.0,0,1,ok,0,1,,no_z_member_in_component,1,1,local_up_fast,1,1,exact,1,1.0,0,1
Thoemmes_2013,e0,s1,D_RAND,1.0,0,1,ok,0,1,,no_z_member_in_component,1,1,local_up_fast,1,1,exact,1,1.0,0,1
Thoemmes_2013,e0,s1,D_RAND,1.0,1,1,optimal_empty,0,,,,,,,,,,,,,
Thoemmes_2013,e0,s1,D_DEGEN,1.0,0,0,not_amenable,1,,,,,,,,,,,,,
Thoemmes_2013,e0,s1,A_TRUE,0.5,0,0,not_amenable,1,,,,,,,,,,,,,
Thoemmes_2013,e0,s1,D_RAND,0.5,0,0,not_amenable,1,,,,,,,,,,,,,
Thoemmes_2013,e0,s1,D_RAND,0.5,1,0,not_amenable,1,,,,,,,,,,,,,
Thoemmes_2013,e0,s2,A_TRUE,1.0,0,1,ok,0,2,,no_z_member_in_component,1,1,local_up_fast,1,1,exact,1,1.0,0,1
Thoemmes_2013,e0,s2,D_RAND,1.0,0,1,optimal_empty,0,,,,,,,,,,,,,
Thoemmes_2013,e0,s2,D_RAND,1.0,1,1,ok,0,2,,no_z_member_in_component,1,1,local_up_fast,1,1,exact,1,1.0,0,1
Thoemmes_2013,e0,s2,D_DEGEN,1.0,0,0,not_amenable,1,,,,,,,,,,,,,
Thoemmes_2013,e0,s2,A_TRUE,0.5,0,0,not_amenable,1,,,,,,,,,,,,,
Thoemmes_2013,e0,s2,D_RAND,0.5,0,0,not_amenable,1,,,,,,,,,,,,,
Thoemmes_2013,e0,s2,D_RAND,0.5,1,0,not_amenable,1,,,,,,,,,,,,,
Thoemmes_2013,e0,s3,A_TRUE,1.0,0,1,ok,0,3,,no_z_member_in_component,1,1,local_up_fast,1,1,exact,1,1.0,0,1
Thoemmes_2013,e0,s3,D_RAND,1.0,0,1,ok,0,3,,no_z_member_in_component,1,1,local_up_fast,1,1,exact,1,1.0,0,1
Thoemmes_2013,e0,s3,D_RAND,1.0,1,1,optimal_empty,0,,,,,,,,,,,,,
Thoemmes_2013,e0,s3,D_DEGEN,1.0,0,0,not_amenable,1,,,,,,,,,,,,,
Thoemmes_2013,e0,s3,A_TRUE,0.5,0,0,not_amenable,1,,,,,,,,,,,,,
Thoemmes_2013,e0,s3,D_RAND,0.5,0,0,not_amenable,1,,,,,,,,,,,,,
Thoemmes_2013,e0,s3,D_RAND,0.5,1,0,not_amenable,1,,,,,,,,,,,,,
Thoemmes_2013,e0,x,A_TRUE,1.0,0,1,optimal_empty,0,,,,,,,,,,,,,
Thoemmes_2013,e0,x,D_RAND,1.0,0,1,optimal_empty,0,,,,,,,,,,,,,
Thoemmes_2013,e0,x,D_RAND,1.0,1,1,optimal_empty,0,,,,,,,,,,,,,
Thoemmes_2013,e0,x,D_DEGEN,1.0,0,0,not_amenable,1,,,,,,,,,,,,,
Thoemmes_2013,e0,x,A_TRUE,0.5,0,0,not_amenable,1,,,,,,,,,,,,,
Thoemmes_2013,e0,x,D_RAND,0.5,0,0,not_amenable,1,,,,,,,,,,,,,
Thoemmes_2013,e0,x,D_RAND,0.5,1,0,not_amenable,1,,,,,,,,,,,,,
Thoemmes_2013,e0,y,A_TRUE,1.0,0,1,ok,0,4,,no_z_member_in_component,1,1,local_up_fast,1,1,exact,1,1.0,0,1
Thoemmes_2013,e0,y,D_RAND,1.0,0,1,optimal_empty,0,,,,,,,,,,,,,
Thoemmes_2013,e0,y,D_RAND,1.0,1,1,optimal_empty,0,,,,,,,,,,,,,
Thoemmes_2013,e0,y,D_DEGEN,1.0,0,0,not_amenable,1,,,,,,,,,,,,,
Thoemmes_2013,e0,y,A_TRUE,0.5,0,0,not_amenable,1,,,,,,,,,,,,,
Thoemmes_2013,e0,y,D_RAND,0.5,0,0,not_amenable,1,,,,,,,,,,,,,
Thoemmes_2013,e0,y,D_RAND,0.5,1,0,not_amenable,1,,,,,,,,,,,,,
Thoemmes_2013,e0,z,A_TRUE,1.0,0,1,ok,0,1,,no_z_member_in_component,1,1,local_up_fast,1,1,exact,1,1.0,0,1
Thoemmes_2013,e0,z,D_RAND,1.0,0,1,optimal_empty,0,,,,,,,,,,,,,
Thoemmes_2013,e0,z,D_RAND,1.0,1,1,optimal_empty,0,,,,,,,,,,,,,
Thoemmes_2013,e0,z,D_DEGEN,1.0,0,0,not_amenable,1,,,,,,,,,,,,,
Thoemmes_2013,e0,z,A_TRUE,0.5,0,0,not_amenable,1,,,,,,,,,,,,,
Thoemmes_2013,e0,z,D_RAND,0.5,0,0,not_amenable,1,,,,,,,,,,,,,
Thoemmes_2013,e0,z,D_RAND,0.5,1,0,not_amenable,1,,,,,,,,,,,,,
Thoemmes_2013,e0,z2,A_TRUE,1.0,0,1,ok,0,2,,no_z_member_in_component,1,1,local_up_fast,1,1,exact,1,1.0,0,1
Thoemmes_2013,e0,z2,D_RAND,1.0,0,1,ok,0,2,,no_z_member_in_component,1,1,local_up_fast,1,1,exact,1,1.0,0,1
Thoemmes_2013,e0,z2,D_RAND,1.0,1,1,ok,0,2,,no_z_member_in_component,1,1,local_up_fast,1,1,exact,1,1.0,0,1
Thoemmes_2013,e0,z2,D_DEGEN,1.0,0,0,not_amenable,1,,,,,,,,,,,,,
Thoemmes_2013,e0,z2,A_TRUE,0.5,0,0,not_amenable,1,,,,,,,,,,,,,
Thoemmes_2013,e0,z2,D_RAND,0.5,0,0,not_amenable,1,,,,,,,,,,,,,
Thoemmes_2013,e0,z2,D_RAND,0.5,1,0,not_amenable,1,,,,,,,,,,,,,
Thoemmes_2013,e0,z3,A_TRUE,1.0,0,1,ok,0,4,,no_z_member_in_component,1,1,local_up_fast,1,1,exact,1,1.0,0,1
Thoemmes_2013,e0,z3,D_RAND,1.0,0,1,ok,0,4,,no_z_member_in_component,1,1,local_up_fast,1,1,exact,1,1.0,0,1
Thoemmes_2013,e0,z3,D_RAND,1.0,1,1,ok,0,4,,no_z_member_in_component,1,1,local_up_fast,1,1,exact,1,1.0,0,1
Thoemmes_2013,e0,z3,D_DEGEN,1.0,0,0,not_amenable,1,,,,,,,,,,,,,
Thoemmes_2013,e0,z3,A_TRUE,0.5,0,0,not_amenable,1,,,,,,,,,,,,,
Thoemmes_2013,e0,z3,D_RAND,0.5,0,0,not_amenable,1,,,,,,,,,,,,,
Thoemmes_2013,e0,z3,D_RAND,0.5,1,0,not_amenable,1,,,,,,,,,,,,,
Thoemmes_2013,x,e0,A_TRUE,1.0,0,1,optimal_empty,0,,,,,,,,,,,,,
Thoemmes_2013,x,e0,D_RAND,1.0,0,1,optimal_empty,0,,,,,,,,,,,,,
Thoemmes_2013,x,e0,D_RAND,1.0,1,1,optimal_empty,0,,,,,,,,,,,,,
Thoemmes_2013,x,e0,D_DEGEN,1.0,0,0,not_amenable,1,,,,,,,,,,,,,
Thoemmes_2013,x,e0,A_TRUE,0.5,0,0,not_amenable,1,,,,,,,,,,,,,
Thoemmes_2013,x,e0,D_RAND,0.5,0,0,not_amenable,1,,,,,,,,,,,,,
Thoemmes_2013,x,e0,D_RAND,0.5,1,0,not_amenable,1,,,,,,,,,,,,,
Thoemmes_2013,x,s1,A_TRUE,1.0,0,1,ok,0,1,,no_z_member_in_component,1,-1,local_up_fast,1,,gt_1,,0.0,0,1
Thoemmes_2013,x,s1,D_RAND,1.0,0,1,ok,0,1,,no_z_member_in_component,1,-1,local_up_fast,1,,gt_1,,0.0,1,1
Thoemmes_2013,x,s1,D_RAND,1.0,1,1,ok,0,1,,no_z_member_in_component,1,-1,local_up_fast,1,,gt_1,,0.0,0,1
Thoemmes_2013,x,s1,D_DEGEN,1.0,0,0,ok,1,1,,no_z_member_in_component,0,-1,local_up_fast,1,,gt_0,,,0,1
Thoemmes_2013,x,s1,A_TRUE,0.5,0,0,ok,1,1,,no_z_member_in_component,0,-1,local_up_fast,1,,gt_0,,,0,1
Thoemmes_2013,x,s1,D_RAND,0.5,0,0,ok,1,1,,no_z_member_in_component,0,-1,local_up_fast,1,,gt_0,,,0,1
Thoemmes_2013,x,s1,D_RAND,0.5,1,0,ok,1,1,,no_z_member_in_component,0,-1,local_up_fast,1,,gt_0,,,0,1
Thoemmes_2013,x,s2,A_TRUE,1.0,0,1,ok,0,2,,no_z_member_in_component,1,-1,local_up_fast,1,,gt_1,,0.0,0,1
Thoemmes_2013,x,s2,D_RAND,1.0,0,1,ok,0,2,,no_z_member_in_component,1,-1,local_up_fast,1,,gt_1,,0.0,0,1
Thoemmes_2013,x,s2,D_RAND,1.0,1,1,ok,0,2,,no_z_member_in_component,1,-1,local_up_fast,1,,gt_1,,0.0,1,1
Thoemmes_2013,x,s2,D_DEGEN,1.0,0,0,ok,1,2,,no_z_member_in_component,0,-1,local_up_fast,1,,gt_0,,,0,1
Thoemmes_2013,x,s2,A_TRUE,0.5,0,0,ok,1,2,,no_z_member_in_component,0,-1,local_up_fast,1,,gt_0,,,0,1
Thoemmes_2013,x,s2,D_RAND,0.5,0,0,ok,1,2,,no_z_member_in_component,0,-1,local_up_fast,1,,gt_0,,,0,1
Thoemmes_2013,x,s2,D_RAND,0.5,1,0,ok,1,2,,no_z_member_in_component,0,-1,local_up_fast,1,,gt_0,,,0,1
Thoemmes_2013,x,s3,A_TRUE,1.0,0,1,ok,0,3,,no_z_member_in_component,1,-1,local_up_fast,1,,gt_1,,0.0,0,1
Thoemmes_2013,x,s3,D_RAND,1.0,0,1,ok,0,3,,no_z_member_in_component,1,-1,local_up_fast,1,,gt_1,,0.0,1,1
Thoemmes_2013,x,s3,D_RAND,1.0,1,1,ok,0,3,,no_z_member_in_component,1,-1,local_up_fast,1,,gt_1,,0.0,0,1
Thoemmes_2013,x,s3,D_DEGEN,1.0,0,0,ok,1,3,,no_z_member_in_component,0,-1,local_up_fast,1,,gt_0,,,0,1
Thoemmes_2013,x,s3,A_TRUE,0.5,0,0,ok,1,3,,no_z_member_in_component,0,-1,local_up_fast,1,,gt_0,,,0,1
Thoemmes_2013,x,s3,D_RAND,0.5,0,0,ok,1,3,,no_z_member_in_component,0,-1,local_up_fast,1,,gt_0,,,0,1
Thoemmes_2013,x,s3,D_RAND,0.5,1,0,ok,1,3,,no_z_member_in_component,0,-1,local_up_fast,1,,gt_0,,,0,1
Thoemmes_2013,x,y,A_TRUE,1.0,0,1,ok,0,4,,no_z_member_in_component,1,-1,local_up_fast,1,,gt_1,,0.0,0,1
Thoemmes_2013,x,y,D_RAND,1.0,0,1,ok,0,4,,no_z_member_in_component,1,-1,local_up_fast,1,,gt_1,,0.0,1,1
Thoemmes_2013,x,y,D_RAND,1.0,1,1,ok,0,4,,no_z_member_in_component,1,-1,local_up_fast,1,,gt_1,,0.0,0,1
Thoemmes_2013,x,y,D_DEGEN,1.0,0,0,ok,1,4,,no_z_member_in_component,0,-1,local_up_fast,1,,gt_0,,,0,1
Thoemmes_2013,x,y,A_TRUE,0.5,0,0,ok,1,4,,no_z_member_in_component,0,-1,local_up_fast,1,,gt_0,,,0,1
Thoemmes_2013,x,y,D_RAND,0.5,0,0,ok,1,4,,no_z_member_in_component,0,-1,local_up_fast,1,,gt_0,,,0,1
Thoemmes_2013,x,y,D_RAND,0.5,1,0,ok,1,4,,no_z_member_in_component,0,-1,local_up_fast,1,,gt_0,,,0,1
Thoemmes_2013,x,z,A_TRUE,1.0,0,1,ok,0,1,,no_z_member_in_component,1,-1,local_up_fast,1,,gt_1,,0.0,0,1
Thoemmes_2013,x,z,D_RAND,1.0,0,1,ok,0,1,,no_z_member_in_component,1,-1,local_up_fast,1,,gt_1,,0.0,0,1
Thoemmes_2013,x,z,D_RAND,1.0,1,1,ok,0,1,,no_z_member_in_component,1,-1,local_up_fast,1,,gt_1,,0.0,1,1
Thoemmes_2013,x,z,D_DEGEN,1.0,0,0,ok,1,1,,no_z_member_in_component,0,-1,local_up_fast,1,,gt_0,,,0,1
Thoemmes_2013,x,z,A_TRUE,0.5,0,0,ok,1,1,,no_z_member_in_component,0,-1,local_up_fast,1,,gt_0,,,0,1
Thoemmes_2013,x,z,D_RAND,0.5,0,0,ok,1,1,,no_z_member_in_component,0,-1,local_up_fast,1,,gt_0,,,0,1
Thoemmes_2013,x,z,D_RAND,0.5,1,0,ok,1,1,,no_z_member_in_component,0,-1,local_up_fast,1,,gt_0,,,0,1
Thoemmes_2013,x,z2,A_TRUE,1.0,0,1,ok,0,2,,no_z_member_in_component,1,-1,local_up_fast,1,,gt_1,,0.0,0,1
Thoemmes_2013,x,z2,D_RAND,1.0,0,1,ok,0,2,,no_z_member_in_component,1,-1,local_up_fast,1,,gt_1,,0.0,1,1
Thoemmes_2013,x,z2,D_RAND,1.0,1,1,ok,0,2,,no_z_member_in_component,1,-1,local_up_fast,1,,gt_1,,0.0,1,1
Thoemmes_2013,x,z2,D_DEGEN,1.0,0,0,ok,1,2,,no_z_member_in_component,0,-1,local_up_fast,1,,gt_0,,,0,1
Thoemmes_2013,x,z2,A_TRUE,0.5,0,0,ok,1,2,,no_z_member_in_component,0,-1,local_up_fast,1,,gt_0,,,0,1
Thoemmes_2013,x,z2,D_RAND,0.5,0,0,ok,1,2,,no_z_member_in_component,0,-1,local_up_fast,1,,gt_0,,,0,1
