network,x,y,arm,coverage,rep,n_k,status,g0_undirected,z_size,separation,separation_status,k_g0,r_hop,hop_method,hop_exact,r_claim,r_claim_status,r_id,phi_1,n_wrong_claims,z_valid_at_truth
Schipf_2010,S,U,D_RAND,1.0,1,3,optimal_empty,1,,,,,,,,,,,,,
Schipf_2010,S,U,D_DEGEN,1.0,0,0,not_amenable,6,,,,,,,,,,,,,
Schipf_2010,S,U,A_TRUE,0.5,0,2,optimal_empty,2,,,,,,,,,,,,,
Schipf_2010,S,U,D_RAND,0.5,0,2,optimal_empty,4,,,,,,,,,,,,,
Schipf_2010,S,U,D_RAND,0.5,1,2,optimal_empty,1,,,,,,,,,,,,,
Schipf_2010,S,WC,A_TRUE,1.0,0,3,optimal_empty,0,,,,,,,,,,,,,
Schipf_2010,S,WC,D_RAND,1.0,0,3,optimal_empty,1,,,,,,,,,,,,,
Schipf_2010,S,WC,D_RAND,1.0,1,3,optimal_empty,0,,,,,,,,,,,,,
Schipf_2010,S,WC,D_DEGEN,1.0,0,0,not_amenable,6,,,,,,,,,,,,,
Schipf_2010,S,WC,A_TRUE,0.5,0,2,optimal_empty,2,,,,,,,,,,,,,
Schipf_2010,S,WC,D_RAND,0.5,0,2,optimal_empty,0,,,,,,,,,,,,,
Schipf_2010,S,WC,D_RAND,0.5,1,2,optimal_empty,2,,,,,,,,,,,,,
Schipf_2010,U,A,A_TRUE,1.0,0,3,optimal_empty,0,,,,,,,,,,,,,
Schipf_2010,U,A,D_RAND,1.0,0,3,optimal_empty,0,,,,,,,,,,,,,
Schipf_2010,U,A,D_RAND,1.0,1,3,optimal_empty,0,,,,,,,,,,,,,
Schipf_2010,U,A,D_DEGEN,1.0,0,0,not_amenable,6,,,,,,,,,,,,,
Schipf_2010,U,A,A_TRUE,0.5,0,2,optimal_empty,2,,,,,,,,,,,,,
Schipf_2010,U,A,D_RAND,0.5,0,2,optimal_empty,2,,,,,,,,,,,,,
Schipf_2010,U,A,D_RAND,0.5,1,2,not_amenable,4,,,,,,,,,,,,,
Schipf_2010,U,PA,A_TRUE,1.0,0,3,optimal_empty,0,,,,,,,,,,,,,
Schipf_2010,U,PA,D_RAND,1.0,0,3,optimal_empty,0,,,,,,,,,,,,,
Schipf_2010,U,PA,D_RAND,1.0,1,3,optimal_empty,0,,,,,,,,,,,,,
Schipf_2010,U,PA,D_DEGEN,1.0,0,0,not_amenable,6,,,,,,,,,,,,,
Schipf_2010,U,PA,A_TRUE,0.5,0,2,optimal_empty,2,,,,,,,,,,,,,
Schipf_2010,U,PA,D_RAND,0.5,0,2,not_amenable,1,,,,,,,,,,,,,
Schipf_2010,U,PA,D_RAND,0.5,1,2,not_amenable,1,,,,,,,,,,,,,
Sebastiani_2005,ANXA2.5,ANXA2.11,A_TRUE,1.0,0,7,optimal_empty,0,,,,,,,,,,,,,
Sebastiani_2005,ANXA2.5,ANXA2.11,D_RAND,1.0,0,7,optimal_empty,0,,,,,,,,,,,,,
Sebastiani_2005,ANXA2.5,ANXA2.11,D_RAND,1.0,1,7,ok,0,2,,no_z_member_in_component,7,1,local_up_fast,1,1,exact,1,0.1429,2,0
Sebastiani_2005,ANXA2.5,ANXA2.11,D_DEGEN,1.0,0,0,not_amenable,7,,,,,,,,,,,,,
Sebastiani_2005,ANXA2.5,ANXA2.11,A_TRUE,0.5,0,4,optimal_empty,3,,,,,,,,,,,,,
Sebastiani_2005,ANXA2.5,ANXA2.11,D_RAND,0.5,0,4,optimal_empty,3,,,,,,,,,,,,,
Sebastiani_2005,ANXA2.5,ANXA2.11,D_RAND,0.5,1,4,optimal_empty,3,,,,,,,,,,,,,
Sebastiani_2005,ANXA2.8,ANXA2.7,A_TRUE,1.0,0,7,ok,0,1,,no_z_member_in_component,7,-1,e1_ladder,1,,gt_3,,0.0,0,1
Sebastiani_2005,ANXA2.8,ANXA2.7,D_RAND,1.0,0,7,ok,0,1,,no_z_member_in_component,7,-1,e1_ladder,1,,gt_3,,0.0,4,1
Sebastiani_2005,ANXA2.8,ANXA2.7,D_RAND,1.0,1,7,ok,0,1,,no_z_member_in_component,7,-1,e1_ladder,1,,gt_3,,0.0,3,1
Sebastiani_2005,ANXA2.8,ANXA2.7,D_DEGEN,1.0,0,0,ok,7,1,,no_z_member_in_component,0,-1,local_up_fast,1,,gt_0,,,0,1
Sebastiani_2005,ANXA2.8,ANXA2.7,A_TRUE,0.5,0,4,ok,3,1,,no_z_member_in_component,4,-1,e1_ladder,1,,gt_3,,0.0,0,1
Sebastiani_2005,ANXA2.8,ANXA2.7,D_RAND,0.5,0,4,ok,2,1,,no_z_member_in_component,5,-1,e1_ladder,1,,gt_3,,0.0,2,1
Sebastiani_2005,ANXA2.8,ANXA2.7,D_RAND,0.5,1,4,ok,2,1,,no_z_member_in_component,5,-1,e1_ladder,1,,gt_3,,0.0,2,1
Sebastiani_2005,ANXA2.8,CSF2.4,A_TRUE,1.0,0,7,ok,0,1,,no_z_member_in_component,7,1,local_up_fast,1,1,exact,1,0.1429,0,1
Sebastiani_2005,ANXA2.8,CSF2.4,D_RAND,1.0,0,7,ok,0,1,,no_z_member_in_component,7,1,local_up_fast,1,1,exact,1,0.1429,2,1
Sebastiani_2005,ANXA2.8,CSF2.4,D_RAND,1.0,1,7,optimal_empty,0,,,,,,,,,,,,,
Sebastiani_2005,ANXA2.8,CSF2.4,D_DEGEN,1.0,0,0,not_amenable,7,,,,,,,,,,,,,
Sebastiani_2005,ANXA2.8,CSF2.4,A_TRUE,0.5,0,4,ok,3,1,,no_z_member_in_component,4,1,local_up_fast,1,1,exact,1,0.25,0,1
Sebastiani_2005,ANXA2.8,CSF2.4,D_RAND,0.5,0,4,optimal_empty,2,,,,,,,,,,,,,
Sebastiani_2005,ANXA2.8,CSF2.4,D_RAND,0.5,1,4,optimal_empty,2,,,,,,,,,,,,,
Sebastiani_2005,ANXA2.8,SELP.12,A_TRUE,1.0,0,7,ok,0,1,,no_z_member_in_component,7,1,local_up_fast,1,1,exact,1,0.1429,0,1
Sebastiani_2005,ANXA2.8,SELP.12,D_RAND,1.0,0,7,optimal_empty,0,,,,,,,,,,,,,
Sebastiani_2005,ANXA2.8,SELP.12,D_RAND,1.0,1,7,ok,0,1,,no_z_member_in_component,7,2,local_up_fast,1,2,exact,2,0.0,3,1
Sebastiani_2005,ANXA2.8,SELP.12,D_DEGEN,1.0,0,0,not_amenable,7,,,,,,,,,,,,,
Sebastiani_2005,ANXA2.8,SELP.12,A_TRUE,0.5,0,4,ok,3,1,,no_z_member_in_component,4,1,local_up_fast,1,1,exact,1,0.25,0,1
Sebastiani_2005,ANXA2.8,SELP.12,D_RAND,0.5,0,4,optimal_empty,2,,,,,,,,,,,,,
Sebastiani_2005,ANXA2.8,SELP.12,D_RAND,0.5,1,4,ok,3,1,,no_z_member_in_component,4,1,local_up_fast,1,1,exact,1,0.25,0,1
Sebastiani_2005,BMP6,ANXA2.11,A_TRUE,1.0,0,7,optimal_empty,0,,,,,,,,,,,,,
Sebastiani_2005,BMP6,ANXA2.11,D_RAND,1.0,0,7,optimal_empty,0,,,,,,,,,,,,,
Sebastiani_2005,BMP6,ANXA2.11,D_RAND,1.0,1,7,optimal_empty,0,,,,,,,,,,,,,
Sebastiani_2005,BMP6,ANXA2.11,D_DEGEN,1.0,0,0,not_amenable,7,,,,,,,,,,,,,
Sebastiani_2005,BMP6,ANXA2.11,A_TRUE,0.5,0,4,not_amenable,3,,,,,,,,,,,,,
Sebastiani_2005,BMP6,ANXA2.11,D_RAND,0.5,0,4,not_amenable,3,,,,,,,,,,,,,
Sebastiani_2005,BMP6,ANXA2.11,D_RAND,0.5,1,4,optimal_empty,2,,,,,,,,,,,,,
Sebastiani_2005,BMP6,BMP6.13,A_TRUE,1.0,0,7,ok,0,1,,no_z_member_in_component,7,-1,e1_ladder,1,,gt_3,,0.0,0,1
Sebastiani_2005,BMP6,BMP6.13,D_RAND,1.0,0,7,ok,0,1,,no_z_member_in_component,7,-1,e1_ladder,1,,gt_3,,0.0,3,1
Sebastiani_2005,BMP6,BMP6.13,D_RAND,1.0,1,7,ok,0,1,,no_z_member_in_component,7,-1,e1_ladder,1,,gt_3,,0.0,3,1
Sebastiani_2005,BMP6,BMP6.13,D_DEGEN,1.0,0,0,ok,7,1,,no_z_member_in_component,0,-1,local_up_fast,1,,gt_0,,,0,1
Sebastiani_2005,BMP6,BMP6.13,A_TRUE,0.5,0,4,ok,3,1,,no_z_member_in_component,4,-1,e1_ladder,1,,gt_3,,0.0,0,1
Sebastiani_2005,BMP6,BMP6.13,D_RAND,0.5,0,4,ok,3,1,,no_z_member_in_component,4,-1,e1_ladder,1,,gt_3,,0.0,1,1
Sebastiani_2005,BMP6,BMP6.13,D_RAND,0.5,1,4,ok,3,1,,no_z_member_in_component,4,-1,e1_ladder,1,,gt_3,,0.0,1,1
Sebastiani_2005,BMP6,EDNI1.6,A_TRUE,1.0,0,7,optimal_empty,0,,,,,,,,,,,,,
Sebastiani_2005,BMP6,EDNI1.6,D_RAND,1.0,0,7,optimal_empty,0,,,,,,,,,,,,,
Sebastiani_2005,BMP6,EDNI1.6,D_RAND,1.0,1,7,optimal_empty,0,,,,,,,,,,,,,
Sebastiani_2005,BMP6,EDNI1.6,D_DEGEN,1.0,0,0,not_amenable,7,,,,,,,,,,,,,
Sebastiani_2005,BMP6,EDNI1.6,A_TRUE,0.5,0,4,not_amenable,3,,,,,,,,,,,,,
Sebastiani_2005,BMP6,EDNI1.6,D_RAND,0.5,0,4,optimal_empty,2,,,,,,,,,,,,,
Sebastiani_2005,BMP6,EDNI1.6,D_RAND,0.5,1,4,optimal_empty,2,,,,,,,,,,,,,
Sebastiani_2005,BMP6,TGFBR3.2,A_TRUE,1.0,0,7,optimal_empty,0,,,,,,,,,,,,,
Sebastiani_2005,BMP6,TGFBR3.2,D_RAND,1.0,0,7,optimal_empty,0,,,,,,,,,,,,,
Sebastiani_2005,BMP6,TGFBR3.2,D_RAND,1.0,1,7,ok,0,2,,no_z_member_in_component,7,1,local_up_fast,1,1,exact,1,0.1429,1,0
Sebastiani_2005,BMP6,TGFBR3.2,D_DEGEN,1.0,0,0,not_amenable,7,,,,,,,,,,,,,
Sebastiani_2005,BMP6,TGFBR3.2,A_TRUE,0.5,0,4,not_amenable,3,,,,,,,,,,,,,
Sebastiani_2005,BMP6,TGFBR3.2,D_RAND,0.5,0,4,optimal_empty,2,,,,,,,,,,,,,
Sebastiani_2005,BMP6,TGFBR3.2,D_RAND,0.5,1,4,not_amenable,3,,,,,,,,,,,,,
Sebastiani_2005,BMP6.14,EDN1.10,A_TRUE,1.0,0,7,optimal_empty,0,,,,,,,,,,,,,
Sebastiani_2005,BMP6.14,EDN1.10,D_RAND,1.0,0,7,optimal_empty,0,,,,,,,,,,,,,
Sebastiani_2005,BMP6.14,EDN1.10,D_RAND,1.0,1,7,ok,0,1,,no_z_member_in_component,7,1,local_up_fast,1,1,exact,1,0.1429,2,0
Sebastiani_2005,BMP6.14,EDN1.10,D_DEGEN,1.0,0,0,not_amenable,7,,,,,,,,,,,,,
Sebastiani_2005,BMP6.14,EDN1.10,A_TRUE,0.5,0,4,not_amenable,3,,,,,,,,,,,,,
Sebastiani_2005,BMP6.14,EDN1.10,D_RAND,0.5,0,4,not_amenable,3,,,,,,,,,,,,,
Sebastiani_2005,BMP6.14,EDN1.10,D_RAND,0.5,1,4,not_amenable,2,,,,,,,,,,,,,
Sebastiani_2005,CAT,ANXA2.7,A_TRUE,1.0,0,7,optimal_empty,0,,,,,,,,,,,,,
Sebastiani_2005,CAT,ANXA2.7,D_RAND,1.0,0,7,optimal_empty,0,,,,,,,,,,,,,
Sebastiani_2005,CAT,ANXA2.7,D_RAND,1.0,1,7,optimal_empty,0,,,,,,,,,,,,,
Sebastiani_2005,CAT,ANXA2.7,D_DEGEN,1.0,0,0,not_amenable,7,,,,,,,,,,,,,
Sebastiani_2005,CAT,ANXA2.7,A_TRUE,0.5,0,4,optimal_empty,3,,,,,,,,,,,,,
Sebastiani_2005,CAT,ANXA2.7,D_RAND,0.5,0,4,optimal_empty,3,,,,,,,,,,,,,
Sebastiani_2005,CAT,ANXA2.7,D_RAND,0.5,1,4,ok,2,1,,no_z_member_in_component,5,1,local_up_fast,1,1,exact,1,0.25,3,0
Sebastiani_2005,CAT,CSF2.4,A_TRUE,1.0,0,7,ok,0,1,,no_z_member_in_component,7,-1,e1_ladder,1,,gt_3,,0.0,0,1
Sebastiani_2005,CAT,CSF2.4,D_RAND,1.0,0,7,ok,0,1,,no_z_member_in_component,7,-1,e1_ladder,1,,gt_3,,0.0,1,1
Sebastiani_2005,CAT,CSF2.4,D_RAND,1.0,1,7,ok,0,1,,no_z_member_in_component,7,-1,e1_ladder,1,,gt_3,,0.0,5,1
Sebastiani_2005,CAT,CSF2.4,D_DEGEN,1.0,0,0,ok,7,1,,no_z_member_in_component,0,-1,local_up_fast,1,,gt_0,,,0,1
Sebastiani_2005,CAT,CSF2.4,A_TRUE,0.5,0,4,ok,3,1,,no_z_member_in_component,4,-1,e1_ladder,1,,gt_3,,0.0,0,1
Sebastiani_2005,CAT,CSF2.4,D_RAND,0.5,0,4,ok,2,1,,no_z_member_in_component,5,-1,e1_ladder,1,,gt_3,,0.0,2,1
Sebastiani_2005,CAT,CSF2.4,D_RAND,0.5,1,4,ok,3,1,,no_z_member_in_component,4,-1,e1_ladder,1,,gt_3,,0.0,1,1
Sebastiani_2005,CAT,SELP.12,A_TRUE,1.0,0,7,ok,0,1,,no_z_member_in_component,7,-1,e1_ladder,1,,gt_3,,0.0,0,1
Sebastiani_2005,CAT,SELP.12,D_RAND,1.0,0,7,ok,0,1,,no_z_member_in_component,7,-1,e1_ladder,1,,gt_3,,0.0,3,1
Sebastiani_2005,CAT,SELP.12,D_RAND,1.0,1,7,ok,0,1,,no_z_member_in_component,7,-1,e1_ladder,1,,gt_3,,0.0,2,1
Sebastiani_2005,CAT,SELP.12,D_DEGEN,1.0,0,0,ok,7,1,,no_z_member_in_component,0,-1,local_up_fast,1,,gt_0,,,0,1
Sebastiani_2005,CAT,SELP.12,A_TRUE,0.5,0,4,ok,3,1,,no_z_member_in_component,4,-1,e1_ladder,1,,gt_3,,0.0,0,1
Sebastiani_2005,CAT,SELP.12,D_RAND,0.5,0,4,ok,2,1,,no_z_member_in_component,5,-1,e1_ladder,1,,gt_3,,0.0,1,1
Sebastiani_2005,CAT,SELP.12,D_RAND,0.5,1,4,ok,2,1,,no_z_member_in_component,5,-1,e1_ladder,1,,gt_3,,0.0,3,1
Sebastiani_2005,EDN1.9,ANXA2.12,A_TRUE,1.0,0,7,ok,0,1,,no_z_member_in_component,7,-1,e1_ladder,1,,gt_3,,0.0,0,1
Sebastiani_2005,EDN1.9,ANXA2.12,D_RAND,1.0,0,7,ok,0,1,,no_z_member_in_component,7,-1,e1_ladder,1,,gt_3,,0.0,2,1
Sebastiani_2005,EDN1.9,ANXA2.12,D_RAND,1.0,1,7,ok,0,1,,no_z_member_in_component,7,-1,e1_ladder,1,,gt_3,,0.0,2,1
Sebastiani_2005,EDN1.9,ANXA2.12,D_DEGEN,1.0,0,0,ok,7,1,,no_z_member_in_component,0,-1,local_up_fast,1,,gt_0,,,0,1
Sebastiani_2005,EDN1.9,ANXA2.12,A_TRUE,0.5,0,4,ok,3,1,,no_z_member_in_component,4,-1,e1_ladder,1,,gt_3,,0.0,0,1
Sebastiani_2005,EDN1.9,ANXA2.12,D_RAND,0.5,0,4,ok,2,1,,no_z_member_in_component,5,-1,e1_ladder,1,,gt_3,,0.0,3,1
Sebastiani_2005,EDN1.9,ANXA2.12,D_RAND,0.5,1,4,ok,2,1,,no_z_member_in_component,5,-1,e1_ladder,1,,gt_3,,0.0,1,1
Sebastiani_2005,EDNI1.6,ADCY9.8,A_TRUE,1.0,0,7,optimal_empty,0,,,,,,,,,,,,,
Sebastiani_2005,EDNI1.6,ADCY9.8,D_RAND,1.0,0,7,optimal_empty,0,,,,,,,,,,,,,
Sebastiani_2005,EDNI1.6,ADCY9.8,D_RAND,1.0,1,7,ok,0,1,,no_z_member_in_component,7,1,local_up_fast,1,1,exact,1,0.1429,2,0
Sebastiani_2005,EDNI1.6,ADCY9.8,D_DEGEN,1.0,0,0,not_amenable,7,,,,,,,,,,,,,
Sebastiani_2005,EDNI1.6,ADCY9.8,A_TRUE,0.5,0,4,optimal_empty,3,,,,,,,,,,,,,
Sebastiani_2005,EDNI1.6,ADCY9.8,D_RAND,0.5,0,4,optimal_empty,3,,,,,,,,,,,,,
Sebastiani_2005,EDNI1.6,ADCY9.8,D_RAND,0.5,1,4,optimal_empty,2,,,,,,,,,,,,,
Sebastiani_2005,EDNI1.6,BMP6.11,A_TRUE,1.0,0,7,optimal_empty,0,,,,,,,,,,,,,
Sebastiani_2005,EDNI1.6,BMP6.11,D_RAND,1.0,0,7,optimal_empty,0,,,,,,,,,,,,,
Sebastiani_2005,EDNI1.6,BMP6.11,D_RAND,1.0,1,7,optimal_empty,0,,,,,,,,,,,,,
Sebastiani_2005,EDNI1.6,BMP6.11,D_DEGEN,1.0,0,0,not_amenable,7,,,,,,,,,,,,,
Sebastiani_2005,EDNI1.6,BMP6.11,A_TRUE,0.5,0,4,optimal_empty,3,,,,,,,,,,,,,
Sebastiani_2005,EDNI1.6,BMP6.11,D_RAND,0.5,0,4,optimal_empty,2,,,,,,,,,,,,,
Sebastiani_2005,EDNI1.6,BMP6.11,D_RAND,0.5,1,4,optimal_empty,3,,,,,,,,,,,,,
Sebastiani_2005,EDNI1.6,EDN1.10,A_TRUE,1.0,0,7,ok,0,1,,no_z_member_in_component,7,-1,e1_ladder,1,,gt_3,,0.0,0,1
Sebastiani_2005,EDNI1.6,EDN1.10,D_RAND,1.0,0,7,ok,0,1,,no_z_member_in_component,7,-1,e1_ladder,1,,gt_3,,0.0,3,1
Sebastiani_2005,EDNI1.6,EDN1.10,D_RAND,1.0,1,7,ok,0,1,,no_z_member_in_component,7,-1,e1_ladder,1,,gt_3,,0.0,4,1
Sebastiani_2005,EDNI1.6,EDN1.10,D_DEGEN,1.0,0,0,ok,7,1,,no_z_member_in_component,0,-1,local_up_fast,1,,gt_0,,,0,1
Sebastiani_2005,EDNI1.6,EDN1.10,A_TRUE,0.5,0,4,ok,3,1,,no_z_member_in_component,4,-1,e1_ladder,1,,gt_3,,0.0,0,1
Sebastiani_2005,EDNI1.6,EDN1.10,D_RAND,0.5,0,4,ok,3,1,,no_z_member_in_component,4,-1,e1_ladder,1,,gt_3,,0.0,2,1
Sebastiani_2005,EDNI1.6,EDN1.10,D_RAND,0.5,1,4,ok,3,1,,no_z_member_in_component,4,-1,e1_ladder,1,,gt_3,,0.0,1,1
Sebastiani_2005,EDNI1.6,TGFBR3.10,A_TRUE,1.0,0,7,optimal_empty,0,,,,,,,,,,,,,
Sebastiani_2005,EDNI1.6,TGFBR3.10,D_RAND,1.0,0,7,optimal_empty,0,,,,,,,,,,,,,
Sebastiani_2005,EDNI1.6,TGFBR3.10,D_RAND,1.0,1,7,optimal_empty,0,,,,,,,,,,,,,
Sebastiani_2005,EDNI1.6,TGFBR3.10,D_DEGEN,1.0,0,0,not_amenable,7,,,,,,,,,,,,,
Sebastiani_2005,EDNI1.6,TGFBR3.10,A_TRUE,0.5,0,4,optimal_empty,3,,,,,,,,,,,,,
Sebastiani_2005,EDNI1.6,TGFBR3.10,D_RAND,0.5,0,4,optimal_empty,2,,,,,,,,,,,,,
Sebastiani_2005,EDNI1.6,TGFBR3.10,D_RAND,0.5,1,4,optimal_empty,3,,,,,,,,,,,,,
Sebastiani_2005,Stroke,BMP6.9,A_TRUE,1.0,0,7,ok,0,1,,no_z_member_in_component,7,-1,e1_ladder,1,,gt_3,,0.0,0,1
Sebastiani_2005,Stroke,BMP6.9,D_RAND,1.0,0,7,ok,0,1,,no_z_member_in_component,7,-1,e1_ladder,1,,gt_3,,0.0,2,1
Sebastiani_2005,Stroke,BMP6.9,D_RAND,1.0,1,7,ok,0,1,,no_z_member_in_component,7,-1,e1_ladder,1,,gt_3,,0.0,3,1
Sebastiani_2005,Stroke,BMP6.9,D_DEGEN,1.0,0,0,ok,7,1,,no_z_member_in_component,0,-1,local_up_fast,1,,gt_0,,,0,1
Sebastiani_2005,Stroke,BMP6.9,A_TRUE,0.5,0,4,ok,3,1,,no_z_member_in_component,4,-1,e1_ladder,1,,gt_3,,0.0,0,1
Sebastiani_2005,Stroke,BMP6.9,D_RAND,0.5,0,4,ok,3,1,,no_z_member_in_component,4,-1,e1_ladder,1,,gt_3,,0.0,2,1
Sebastiani_2005,Stroke,BMP6.9,D_RAND,0.5,1,4,ok,2,1,,no_z_member_in_component,5,-1,e1_ladder,1,,gt_3,,0.0,2,1
Sebastiani_2005,Stroke,SELP.17,A_TRUE,1.0,0,7,ok,0,1,,no_z_member_in_component,7,-1,e1_ladder,1,,gt_3,,0.0,0,1
Sebastiani_2005,Stroke,SELP.17,D_RAND,1.0,0,7,ok,0,1,,no_z_member_in_component,7,-1,e1_ladder,1,,gt_3,,0.0,3,1
Sebastiani_2005,Stroke,SELP.17,D_RAND,1.0,1,7,ok,0,1,,no_z_member_in_component,7,-1,e1_ladder,1,,gt_3,,0.0,3,1
Sebastiani_2005,Stroke,SELP.17,D_DEGEN,1.0,0,0,ok,7,1,,no_z_member_in_component,0,-1,local_up_fast,1,,gt_0,,,0,1
Sebastiani_2005,Stroke,SELP.17,A_TRUE,0.5,0,4,ok,3,1,,no_z_member_in_component,4,-1,e1_ladder,1,,gt_3,,0.0,0,1
Sebastiani_2005,Stroke,SELP.17,D_RAND,0.5,0,4,ok,3,1,,no_z_member_in_component,4,-1,e1_ladder,1,,gt_3,,0.0,0,1
Sebastiani_2005,Stroke,SELP.17,D_RAND,0.5,1,4,ok,3,1,,no_z_member_in_component,4,-1,e1_ladder,1,,gt_3,,0.0,1,1
Sebastiani_2005,TGFBR3.8,BMP6.10,A_TRUE,1.0,0,7,optimal_empty,0,,,,,,,,,,,,,
Sebastiani_2005,TGFBR3.8,BMP6.10,D_RAND,1.0,0,7,ok,0,1,,no_z_member_in_component,7,1,local_up_fast,1,1,exact,1,0.1429,3,0
Sebastiani_2005,TGFBR3.8,BMP6.10,D_RAND,1.0,1,7,optimal_empty,0,,,,,,,,,,,,,
Sebastiani_2005,TGFBR3.8,BMP6.10,D_DEGEN,1.0,0,0,not_amenable,7,,,,,,,,,,,,,
Sebastiani_2005,TGFBR3.8,BMP6.10,A_TRUE,0.5,0,4,optimal_empty,3,,,,,,,,,,,,,
Sebastiani_2005,TGFBR3.8,BMP6.10,D_RAND,0.5,0,4,optimal_empty,2,,,,,,,,,,,,,
Sebastiani_2005,TGFBR3.8,BMP6.10,D_RAND,0.5,1,4,ok,3,1,,no_z_member_in_component,4,1,local_up_fast,1,1,exact,1,0.25,2,0
Shrier_2008,Coach,FitnessLevel,A_TRUE,1.0,0,2,ok,0,1,,no_z_member_in_component,3,-1,e1_ladder,1,,gt_2,,0.0,0,1
Shrier_2008,Coach,FitnessLevel,D_RAND,1.0,0,2,ok,0,1,,no_z_member_in_component,3,-1,e1_ladder,1,,gt_2,,0.0,0,1
Shrier_2008,Coach,FitnessLevel,D_RAND,1.0,1,2,ok,0,1,,no_z_member_in_component,3,-1,e1_ladder,1,,gt_2,,0.0,1,1
Shrier_2008,Coach,FitnessLevel,D_DEGEN,1.0,0,0,ok,3,1,,no_z_member_in_component,0,-1,local_up_fast,1,,gt_0,,,0,1
Shrier_2008,Coach,FitnessLevel,A_TRUE,0.5,0,1,ok,1,1,,no_z_member_in_component,2,-1,local_up_fast,1,,gt_1,,0.0,0,1
Shrier_2008,Coach,FitnessLevel,D_RAND,0.5,0,1,ok,2,1,,no_z_member_in_component,1,-1,local_up_fast,1,,gt_1,,0.0,1,1
Shrier_2008,Coach,FitnessLevel,D_RAND,0.5,1,1,ok,2,1,,no_z_member_in_component,1,-1,local_up_fast,1,,gt_1,,0.0,1,1
Shrier_2008,Coach,IntraGameProprioception,A_TRUE,1.0,0,2,ok,0,3,,no_z_member_in_component,3,1,local_up_fast,1,1,exact,1,0.5,0,1
Shrier_2008,Coach,IntraGameProprioception,D_RAND,1.0,0,2,ok,0,3,,no_z_member_in_component,3,1,local_up_fast,1,1,exact,1,0.5,0,1
Shrier_2008,Coach,IntraGameProprioception,D_RAND,1.0,1,2,ok,1,3,,no_z_member_in_component,2,1,local_up_fast,1,1,exact,1,0.5,1,1
Shrier_2008,Coach,IntraGameProprioception,D_DEGEN,1.0,0,0,not_amenable,3,,,,,,,,,,,,,
Shrier_2008,Coach,IntraGameProprioception,A_TRUE,0.5,0,1,not_amenable,1,,,,,,,,,,,,,
Shrier_2008,Coach,IntraGameProprioception,D_RAND,0.5,0,1,not_amenable,1,,,,,,,,,,,,,
Shrier_2008,Coach,IntraGameProprioception,D_RAND,0.5,1,1,not_amenable,1,,,,,,,,,,,,,
Shrier_2008,Coach,PreGameProprioception,A_TRUE,1.0,0,2,ok,0,1,,no_z_member_in_component,3,-1,e1_ladder,1,,gt_2,,0.0,0,1
Shrier_2008,Coach,PreGameProprioception,D_RAND,1.0,0,2,ok,1,1,,no_z_member_in_component,2,-1,local_up_fast,1,,gt_2,,0.0,1,1
Shrier_2008,Coach,PreGameProprioception,D_RAND,1.0,1,2,ok,1,1,,no_z_member_in_component,2,-1,local_up_fast,1,,gt_2,,0.0,2,1
Shrier_2008,Coach,PreGameProprioception,D_DEGEN,1.0,0,0,ok,3,1,,no_z_member_in_component,0,-1,local_up_fast,1,,gt_0,,,0,1
Shrier_2008,Coach,PreGameProprioception,A_TRUE,0.5,0,1,ok,1,1,,no_z_member_in_component,2,-1,local_up_fast,1,,gt_1,,0.0,0,1
Shrier_2008,Coach,PreGameProprioception,D_RAND,0.5,0,1,ok,2,1,,no_z_member_in_component,1,-1,local_up_fast,1,,gt_1,,0.0,1,1
Shrier_2008,Coach,PreGameProprioception,D_RAND,0.5,1,1,ok,2,1,,no_z_member_in_component,1,-1,local_up_fast,1,,gt_1,,0.0,1,1
Shrier_2008,Coach,TeamMotivation,A_TRUE,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
Shrier_2008,Coach,TeamMotivation,D_RAND,1.0,0,2,optimal_empty,1,,,,,,,,,,,,,
Shrier_2008,Coach,TeamMotivation,D_RAND,1.0,1,2,optimal_empty,1,,,,,,,,,,,,,
Shrier_2008,Coach,TeamMotivation,D_DEGEN,1.0,0,0,not_amenable,3,,,,,,,,,,,,,
Shrier_2008,Coach,TeamMotivation,A_TRUE,0.5,0,1,not_amenable,1,,,,,,,,,,,,,
Shrier_2008,Coach,TeamMotivation,D_RAND,0.5,0,1,not_amenable,2,,,,,,,,,,,,,
Shrier_2008,Coach,TeamMotivation,D_RAND,0.5,1,1,not_amenable,2,,,,,,,,,,,,,
Shrier_2008,ConnectiveTissueDisorder,FitnessLevel,A_TRUE,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
Shrier_2008,ConnectiveTissueDisorder,FitnessLevel,D_RAND,1.0,0,2,ok,1,1,,no_z_member_in_component,2,1,local_up_fast,1,1,exact,1,0.5,1,0
Shrier_2008,ConnectiveTissueDisorder,FitnessLevel,D_RAND,1.0,1,2,optimal_empty,0,,,,,,,,,,,,,
Shrier_2008,ConnectiveTissueDisorder,FitnessLevel,D_DEGEN,1.0,0,0,not_amenable,3,,,,,,,,,,,,,
Shrier_2008,ConnectiveTissueDisorder,FitnessLevel,A_TRUE,0.5,0,1,optimal_empty,1,,,,,,,,,,,,,
Shrier_2008,ConnectiveTissueDisorder,FitnessLevel,D_RAND,0.5,0,1,optimal_empty,1,,,,,,,,,,,,,
